time	osi
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	141.966667
8	157.400000
9	182.100000
10	206.800000
11	231.500000
12	240.766667
13	259.283333
14	288.600000
15	308.650000
16	370.366667
17	436.716667
18	503.066667
19	560.166667
20	606.466667
21	663.566667
22	679.000000
23	689.800000
24	700.600000
25	711.400000
26	722.200000
27	722.200000
28	722.200000
29	722.200000
30	722.200000
31	722.200000
32	722.200000
33	722.200000
34	722.200000
35	722.200000
36	722.200000
37	722.200000
38	722.200000
39	722.200000
40	722.200000
41	722.200000
42	722.200000
43	722.200000
44	722.200000
45	722.200000
46	722.200000
47	722.200000
48	722.200000
49	716.033333
50	709.866667
51	703.700000
52	697.533333
53	691.366667
54	685.200000
55	685.200000
56	685.200000
57	685.200000
58	685.200000
59	685.200000
60	685.200000
61	685.200000
62	685.200000
63	685.200000
64	685.200000
65	685.200000
66	685.200000
67	685.200000
68	685.200000
69	685.200000
70	685.200000
71	685.200000
72	685.200000
73	685.200000
74	685.200000
75	685.200000
76	685.200000
77	685.200000
78	685.200000
79	685.200000
80	685.200000
81	685.200000
82	685.200000
83	685.200000
84	685.200000
85	685.200000
86	675.933333
87	666.666667
88	657.400000
89	643.516667
90	629.633333
91	615.750000
92	611.133333
93	606.516667
94	601.900000
95	601.900000
96	601.900000
97	601.900000
98	601.900000
99	601.900000
100	601.900000
101	601.900000
102	601.900000
103	597.266667
104	592.633333
105	588.000000
106	583.366667
107	578.733333
108	574.100000
109	574.100000
110	574.100000
111	574.100000
112	574.100000
113	574.100000
114	574.100000
115	574.100000
116	574.100000
117	574.100000
118	574.100000
119	574.100000
120	574.100000
121	574.100000
122	574.100000
123	574.100000
124	574.100000
125	574.100000
126	574.100000
127	574.100000
128	574.100000
129	574.100000
130	574.100000
131	574.100000
132	574.100000
133	574.100000
134	574.100000
135	574.100000
136	574.100000
137	574.100000
138	574.100000
139	574.100000
140	574.100000
141	574.100000
142	574.100000
143	574.100000
144	574.100000
145	574.100000
146	574.100000
147	574.100000
148	574.100000
149	574.100000
150	574.100000
151	574.100000
152	574.100000
153	574.100000
154	574.100000
155	574.100000
156	574.100000
157	567.916667
158	561.733333
159	550.933333
160	540.133333
161	529.333333
162	518.533333
163	513.916667
164	509.300000
165	509.300000
166	509.300000
167	509.300000
168	509.300000
169	509.300000
170	509.300000
171	509.300000
172	509.300000
173	509.300000
174	509.300000
175	509.300000
176	509.300000
177	509.300000
178	509.300000
179	509.300000
180	509.300000
181	509.300000
182	509.300000
183	509.300000
184	509.300000
185	509.300000
186	509.300000
187	509.300000
188	509.300000
189	509.300000
190	509.300000
191	509.300000
192	509.300000
193	509.300000
194	509.300000
195	509.300000
196	503.900000
197	498.500000
198	493.100000
199	487.700000
200	482.300000
201	476.900000
202	476.900000
203	476.900000
204	476.900000
205	476.900000
206	482.300000
207	487.700000
208	493.100000
209	498.500000
210	503.900000
211	509.300000
212	509.300000
213	509.300000
214	509.300000
215	509.300000
216	509.300000
217	509.300000
218	509.300000
219	509.300000
220	509.300000
221	509.300000
222	509.300000
223	509.300000
224	509.300000
225	509.300000
226	509.300000
227	493.866667
228	478.433333
229	463.000000
230	447.566667
231	432.133333
232	416.700000
233	416.700000
234	416.700000
235	416.700000
236	416.700000
237	416.700000
238	408.983333
239	401.266667
240	393.550000
241	385.833333
242	378.116667
243	375.016667
244	379.633333
245	384.250000
246	388.866667
247	393.483333
248	398.100000
249	398.100000
250	398.100000
251	398.100000
252	398.100000
253	398.100000
254	398.100000
255	398.100000
256	398.100000
257	422.800000
258	447.500000
259	472.200000
260	496.900000
261	521.600000
262	546.300000
263	546.300000
264	538.583333
265	530.866667
266	523.150000
267	504.633333
268	486.116667
269	467.600000
270	456.800000
271	449.083333
272	441.366667
273	444.450000
274	447.533333
275	450.616667
276	453.700000
277	453.700000
278	453.700000
279	453.700000
280	453.700000
281	453.700000
282	453.700000
283	453.700000
284	453.700000
285	453.700000
286	453.700000
287	464.500000
288	475.300000
289	486.100000
290	496.900000
291	507.700000
292	518.500000
293	518.500000
294	518.500000
295	518.500000
296	518.500000
297	518.500000
298	518.500000
299	518.500000
300	518.500000
301	518.500000
302	518.500000
303	518.500000
304	518.500000
305	518.500000
306	518.500000
307	518.500000
308	518.500000
309	518.500000
310	518.500000
311	518.500000
312	518.500000
313	544.733333
314	570.966667
315	597.200000
316	623.433333
317	649.666667
318	680.533333
319	685.166667
320	689.800000
321	694.433333
322	699.066667
323	703.700000
324	703.700000
325	703.700000
326	703.700000
327	703.700000
328	703.700000
329	703.700000
330	703.700000
331	703.700000
332	703.700000
333	703.700000
334	703.700000
335	703.700000
336	703.700000
337	703.700000
338	703.700000
