time	osi
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	106.466667
8	111.100000
9	111.100000
10	111.100000
11	111.100000
12	111.100000
13	111.100000
14	111.100000
15	111.100000
16	111.100000
17	111.100000
18	111.100000
19	111.100000
20	111.100000
21	111.100000
22	111.100000
23	111.100000
24	111.100000
25	111.100000
26	111.100000
27	111.100000
28	111.100000
29	111.100000
30	111.100000
31	111.100000
32	111.100000
33	111.100000
34	111.100000
35	111.100000
36	111.100000
37	111.100000
38	111.100000
39	111.100000
40	111.100000
41	111.100000
42	111.100000
43	114.183333
44	117.266667
45	120.350000
46	129.616667
47	148.133333
48	182.083333
49	212.950000
50	253.083333
51	310.183333
52	385.800000
53	479.166667
54	559.416667
55	639.666667
56	710.650000
57	764.666667
58	793.983333
59	796.300000
60	796.300000
61	796.300000
62	796.300000
63	796.300000
64	796.300000
65	796.300000
66	796.300000
67	796.300000
68	796.300000
69	796.300000
70	796.300000
71	796.300000
72	796.300000
73	796.300000
74	796.300000
75	796.300000
76	796.300000
77	796.300000
78	796.300000
79	796.300000
80	796.300000
81	796.300000
82	796.300000
83	796.300000
84	796.300000
85	796.300000
86	796.300000
87	796.300000
88	796.300000
89	796.300000
90	796.300000
91	796.300000
92	796.300000
93	796.300000
94	796.300000
95	796.300000
96	796.300000
97	796.300000
98	796.300000
99	796.300000
100	796.300000
101	796.300000
102	793.216667
103	790.133333
104	776.250000
105	762.366667
106	748.483333
107	734.600000
108	723.800000
109	713.000000
110	713.000000
111	713.000000
112	713.000000
113	713.000000
114	713.000000
115	713.000000
116	713.000000
117	713.000000
118	713.000000
119	713.000000
120	709.900000
121	706.800000
122	703.700000
123	697.516667
124	691.333333
125	685.150000
126	682.066667
127	678.983333
128	675.900000
129	675.900000
130	685.166667
131	694.433333
132	703.700000
133	712.966667
134	722.233333
135	731.500000
136	731.500000
137	728.416667
138	725.333333
139	722.250000
140	719.166667
141	716.083333
142	713.000000
143	713.000000
144	713.000000
145	713.000000
146	713.000000
147	713.000000
148	713.000000
149	713.000000
150	713.000000
151	713.000000
152	713.000000
153	713.000000
154	713.000000
155	713.000000
156	710.683333
157	708.366667
158	696.783333
159	685.200000
160	673.616667
161	662.033333
162	652.766667
163	643.500000
164	643.500000
165	643.500000
166	643.500000
167	643.500000
168	643.500000
169	643.500000
170	643.500000
171	643.500000
172	643.500000
173	643.500000
174	643.500000
175	643.500000
176	643.500000
177	643.500000
178	643.500000
179	643.500000
180	643.500000
181	643.500000
182	643.500000
183	643.500000
184	652.766667
185	662.033333
186	671.300000
187	680.566667
188	689.833333
189	699.100000
190	699.100000
191	699.100000
192	699.100000
193	699.100000
194	699.100000
195	699.100000
196	692.916667
197	686.733333
198	680.550000
199	674.366667
200	668.183333
201	662.000000
202	662.000000
203	662.000000
204	662.000000
205	662.000000
206	662.000000
207	662.000000
208	662.000000
209	662.000000
210	662.000000
211	662.000000
212	662.000000
213	662.000000
214	662.000000
215	658.916667
216	655.833333
217	652.750000
218	649.666667
219	646.583333
220	643.500000
221	643.500000
222	643.500000
223	643.500000
224	643.500000
225	643.500000
226	643.500000
227	643.500000
228	645.816667
229	648.133333
230	650.450000
231	652.766667
232	655.083333
233	657.400000
234	657.400000
235	657.400000
236	657.400000
237	657.400000
238	660.483333
239	663.566667
240	666.650000
241	669.733333
242	672.816667
243	675.900000
244	675.900000
245	675.900000
246	675.900000
247	675.900000
248	675.900000
249	675.900000
250	675.900000
251	675.900000
252	675.900000
253	675.900000
254	675.900000
255	675.900000
256	663.566667
257	651.233333
258	638.900000
259	626.566667
260	614.233333
261	601.900000
262	601.900000
263	611.150000
264	620.400000
265	629.650000
266	641.983333
267	666.666667
268	691.350000
269	706.783333
270	722.216667
271	737.650000
272	750.000000
273	750.000000
274	750.000000
275	750.000000
276	750.000000
277	750.000000
278	750.000000
279	750.000000
280	750.000000
281	745.366667
282	740.733333
283	736.100000
284	722.216667
285	705.233333
286	688.250000
287	675.900000
288	663.550000
289	651.200000
290	648.100000
291	648.100000
292	648.100000
293	648.100000
294	648.100000
295	652.733333
296	657.366667
297	662.000000
298	666.633333
299	671.266667
300	675.900000
301	675.900000
302	675.900000
303	675.900000
304	675.900000
305	675.900000
306	675.900000
307	675.900000
308	669.733333
309	663.566667
310	657.400000
311	651.233333
312	645.066667
313	645.066667
314	651.233333
315	657.400000
316	663.566667
317	669.733333
318	675.900000
319	685.166667
320	694.433333
321	703.700000
322	712.966667
323	722.233333
324	737.666667
325	743.833333
326	750.000000
327	756.166667
328	762.333333
329	773.133333
330	770.816667
331	775.450000
332	780.083333
333	784.716667
334	789.350000
335	789.350000
336	796.300000
337	796.300000
338	796.300000
339	796.300000
340	796.300000
341	810.183333
342	824.066667
343	837.950000
344	851.833333
345	865.716667
346	879.600000
347	879.600000
348	879.600000
349	879.600000
350	879.600000
351	879.600000
352	879.600000
353	879.600000
354	879.600000
355	879.600000
356	879.600000
357	879.600000
358	879.600000
359	879.600000
360	879.600000
361	879.600000
362	879.600000
363	879.600000
364	879.600000
365	879.600000
