time	osi
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	212.966667
8	226.850000
9	240.733333
10	250.000000
11	250.000000
12	250.000000
13	250.000000
14	256.166667
15	269.283333
16	282.400000
17	295.516667
18	308.633333
19	321.750000
20	328.700000
21	344.133333
22	359.566667
23	391.966667
24	429.000000
25	470.666667
26	529.316667
27	587.183333
28	645.050000
29	685.950000
30	722.216667
31	753.850000
32	768.500000
33	768.500000
34	768.500000
35	768.500000
36	768.500000
37	768.500000
38	768.500000
39	768.500000
40	768.500000
41	768.500000
42	768.500000
43	768.500000
44	768.500000
45	768.500000
46	768.500000
47	768.500000
48	768.500000
49	768.500000
50	768.500000
51	768.500000
52	768.500000
53	768.500000
54	768.500000
55	768.500000
56	768.500000
57	768.500000
58	768.500000
59	768.500000
60	768.500000
61	768.500000
62	768.500000
63	768.500000
64	768.500000
65	768.500000
66	768.500000
67	768.500000
68	768.500000
69	766.183333
70	757.700000
71	749.216667
72	731.466667
73	710.633333
74	689.800000
75	671.283333
76	658.933333
77	646.583333
78	643.500000
79	643.500000
80	643.500000
81	643.500000
82	638.866667
83	634.233333
84	629.600000
85	621.883333
86	614.166667
87	606.450000
88	603.366667
89	600.283333
90	597.200000
91	597.200000
92	597.200000
93	597.200000
94	597.200000
95	597.200000
96	597.200000
97	597.200000
98	597.200000
99	597.200000
100	597.200000
101	597.200000
102	597.200000
103	597.200000
104	597.200000
105	597.200000
106	597.200000
107	597.200000
108	597.200000
109	597.200000
110	597.200000
111	597.200000
112	597.200000
113	597.200000
114	597.200000
115	603.383333
116	609.566667
117	615.750000
118	621.933333
119	628.116667
120	634.300000
121	634.300000
122	634.300000
123	634.300000
124	634.300000
125	634.300000
126	634.300000
127	634.300000
128	634.300000
129	634.300000
130	634.300000
131	634.300000
132	634.300000
133	634.300000
134	620.400000
135	606.500000
136	592.600000
137	578.700000
138	564.800000
139	550.900000
140	550.900000
141	550.900000
142	550.900000
143	550.900000
144	550.900000
145	550.900000
146	550.900000
147	550.900000
148	550.900000
149	550.900000
150	550.900000
151	550.900000
152	550.900000
153	550.900000
154	550.900000
155	550.900000
156	550.900000
157	550.900000
158	555.533333
159	560.166667
160	564.800000
161	569.433333
162	574.066667
163	578.700000
164	578.700000
165	581.783333
166	580.233333
167	578.683333
168	577.133333
169	575.583333
170	574.033333
171	569.400000
172	569.400000
173	569.400000
174	569.400000
175	569.400000
176	569.400000
177	569.400000
178	569.400000
179	569.400000
180	569.400000
181	569.400000
182	574.033333
183	578.666667
184	583.300000
185	587.933333
186	592.566667
187	597.200000
188	597.200000
189	597.200000
190	597.200000
191	597.200000
192	594.116667
193	577.150000
194	560.183333
195	543.216667
196	526.250000
197	509.283333
198	495.400000
199	495.400000
200	495.400000
201	495.400000
202	495.400000
203	495.400000
204	495.400000
205	495.400000
206	495.400000
207	495.400000
208	495.400000
209	495.400000
210	495.400000
211	495.400000
212	495.400000
213	495.400000
214	495.400000
215	495.400000
216	495.400000
217	495.400000
218	495.400000
219	495.400000
220	495.400000
221	495.400000
222	495.400000
223	495.400000
224	495.400000
225	495.400000
226	495.400000
227	495.400000
228	495.400000
229	495.400000
230	495.400000
231	495.400000
232	495.400000
233	495.400000
234	510.833333
235	526.266667
236	541.700000
237	557.133333
238	572.566667
239	588.000000
240	588.000000
241	591.083333
242	594.166667
243	597.250000
244	600.333333
245	603.416667
246	606.500000
247	606.500000
248	606.500000
249	606.500000
250	606.500000
251	606.500000
252	608.816667
253	611.133333
254	613.450000
255	615.766667
256	618.083333
257	620.400000
258	620.400000
259	620.400000
260	620.400000
261	620.400000
262	620.400000
263	620.400000
264	620.400000
265	620.400000
266	620.400000
267	620.400000
268	620.400000
269	620.400000
270	620.400000
271	620.400000
272	620.400000
273	620.400000
274	620.400000
275	620.400000
276	620.400000
277	620.400000
278	620.400000
279	620.400000
280	629.650000
281	638.900000
282	648.150000
283	657.400000
284	666.650000
285	675.900000
286	675.900000
287	675.900000
288	675.900000
289	675.900000
290	675.900000
291	675.900000
292	675.900000
293	675.900000
294	675.900000
295	688.250000
296	712.950000
297	737.650000
298	762.350000
299	787.050000
300	811.750000
301	824.100000
302	824.100000
303	824.100000
304	824.100000
305	824.100000
306	824.100000
307	824.100000
308	824.100000
309	824.100000
310	824.100000
311	824.100000
312	824.100000
313	824.100000
314	824.100000
315	824.100000
316	828.733333
317	833.366667
318	838.000000
319	842.633333
320	847.266667
321	848.800000
322	845.700000
323	842.600000
324	839.500000
325	836.400000
326	833.300000
327	833.300000
328	833.300000
329	833.300000
330	833.300000
331	833.300000
332	833.300000
333	833.300000
334	833.300000
335	833.300000
336	833.300000
337	833.300000
338	833.300000
339	833.300000
340	833.300000
