time	osi
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
16	13.883333
17	27.766667
18	41.650000
19	55.533333
20	69.416667
21	83.300000
22	83.300000
23	83.300000
24	83.300000
25	83.300000
26	83.300000
27	83.300000
28	83.300000
29	83.300000
30	83.300000
31	83.300000
32	83.300000
33	83.300000
34	89.483333
35	95.666667
36	97.216667
37	111.116667
38	125.016667
39	148.166667
40	165.133333
41	200.616667
42	240.733333
43	268.500000
44	296.266667
45	314.783333
46	333.300000
47	333.300000
48	333.300000
49	333.300000
50	333.300000
51	333.300000
52	333.300000
53	330.216667
54	327.133333
55	324.050000
56	320.966667
57	317.883333
58	314.800000
59	314.800000
60	314.800000
61	314.800000
62	314.800000
63	314.800000
64	314.800000
65	314.800000
66	314.800000
67	314.800000
68	314.800000
69	314.800000
70	314.800000
71	314.800000
72	314.800000
73	314.800000
74	314.800000
75	314.800000
76	314.800000
77	314.800000
78	314.800000
79	314.800000
80	314.800000
81	314.800000
82	314.800000
83	314.800000
84	314.800000
85	314.800000
86	314.800000
87	314.800000
88	314.800000
89	314.800000
90	314.800000
91	314.800000
92	314.800000
93	314.800000
94	314.800000
95	314.800000
96	314.800000
97	314.800000
98	314.800000
99	314.800000
100	314.800000
101	314.800000
102	314.800000
103	314.800000
104	314.800000
105	314.800000
106	314.800000
107	314.800000
108	314.800000
109	314.800000
110	314.800000
111	314.800000
112	314.800000
113	314.800000
114	314.800000
115	314.800000
116	314.800000
117	314.800000
118	314.800000
119	314.800000
120	314.800000
121	314.800000
122	314.800000
123	314.800000
124	314.800000
125	314.800000
126	314.800000
127	314.800000
128	314.800000
129	314.800000
130	314.800000
131	314.800000
132	314.800000
133	314.800000
134	314.800000
135	314.800000
136	314.800000
137	314.800000
138	314.800000
139	314.800000
140	314.800000
141	314.800000
142	314.800000
143	314.800000
144	314.800000
145	314.800000
146	314.800000
147	314.800000
148	314.800000
149	314.800000
150	314.800000
151	314.800000
152	314.800000
153	314.800000
154	314.800000
155	314.800000
156	314.800000
157	314.800000
158	314.800000
159	314.800000
160	314.800000
161	314.800000
162	314.800000
163	314.800000
164	314.800000
165	314.800000
166	314.800000
167	314.800000
168	314.800000
169	314.800000
170	314.800000
171	314.800000
172	314.800000
173	314.800000
174	314.800000
175	314.800000
176	314.800000
177	314.800000
178	314.800000
179	314.800000
180	314.800000
181	314.800000
182	314.800000
183	314.800000
184	314.800000
185	314.800000
186	314.800000
187	314.800000
188	314.800000
189	314.800000
190	314.800000
191	314.800000
192	314.800000
193	314.800000
194	314.800000
195	314.800000
196	314.800000
197	314.800000
198	314.800000
199	314.800000
200	314.800000
201	314.800000
202	314.800000
203	314.800000
204	314.800000
205	314.800000
206	314.800000
207	314.800000
208	314.800000
209	314.800000
210	314.800000
211	314.800000
212	314.800000
213	314.800000
214	314.800000
215	314.800000
216	314.800000
217	314.800000
218	314.800000
219	314.800000
220	314.800000
221	314.800000
222	314.800000
223	314.800000
224	314.800000
225	314.800000
226	314.800000
227	314.800000
228	314.800000
229	314.800000
230	314.800000
231	314.800000
232	314.800000
233	314.800000
234	314.800000
235	314.800000
236	314.800000
237	314.800000
238	314.800000
239	314.800000
240	314.800000
241	314.800000
242	314.800000
243	314.800000
244	314.800000
245	324.066667
246	333.333333
247	342.600000
248	351.866667
249	361.133333
250	370.400000
251	370.400000
252	370.400000
253	370.400000
254	370.400000
255	370.400000
256	370.400000
257	370.400000
258	370.400000
259	370.400000
260	370.400000
261	370.400000
262	370.400000
263	370.400000
264	370.400000
265	370.400000
266	370.400000
267	370.400000
268	370.400000
269	370.400000
270	370.400000
271	370.400000
272	370.400000
273	370.400000
274	370.400000
275	370.400000
276	370.400000
277	370.400000
278	370.400000
279	370.400000
280	370.400000
281	370.400000
282	370.400000
283	370.400000
284	370.400000
285	370.400000
286	370.400000
287	370.400000
288	370.400000
289	370.400000
290	370.400000
291	370.400000
292	370.400000
293	370.400000
294	370.400000
295	370.400000
296	370.400000
297	370.400000
298	370.400000
299	370.400000
300	370.400000
301	379.650000
302	388.900000
303	398.150000
304	407.400000
305	416.650000
306	425.900000
307	425.900000
308	425.900000
309	425.900000
310	425.900000
311	425.900000
312	425.900000
313	425.900000
314	425.900000
315	425.900000
316	425.900000
317	425.900000
318	425.900000
319	425.900000
320	425.900000
321	425.900000
322	425.900000
323	425.900000
324	425.900000
325	425.900000
326	425.900000
327	425.900000
328	425.900000
329	425.900000
330	425.900000
331	425.900000
332	425.900000
333	425.900000
334	425.900000
335	425.900000
336	425.900000
337	425.900000
