time	data	mean	q025	med	q975
143	1.4201666673270876e-05	1.5865568239592023e-05	1.4766561171334506e-05	1.5846532876233584e-05	1.6862064059364186e-05
144	1.3199999997053885e-05	1.5387942279972375e-05	1.429149762043386e-05	1.535993112094047e-05	1.6369227832846016e-05
145	1.2716666663475043e-05	1.493018648641883e-05	1.3844253198692554e-05	1.490376614177139e-05	1.589632320243795e-05
146	1.2433333326950083e-05	1.4491757604859583e-05	1.341770674127645e-05	1.446679878222034e-05	1.5442838958347183e-05
147	1.183333333578843e-05	1.4072119099462568e-05	1.3017348557754358e-05	1.4049037025674028e-05	1.5008263768158285e-05
148	1.1133333331369256e-05	1.367073449413188e-05	1.263477550786159e-05	1.3651521349225433e-05	1.4592110402842511e-05
149	1.1066666665684627e-05	1.3287068944707795e-05	1.226942839429801e-05	1.3269756121054772e-05	1.4193888630008092e-05
150	1.1091666661633721e-05	1.2920592673586655e-05	1.1920768180813006e-05	1.2905044454560277e-05	1.3813088802636708e-05
151	9.908333338366281e-06	1.2570785284571092e-05	1.1588279576181612e-05	1.2558290427849295e-05	1.3449218487965582e-05
152	9.263333339765685e-06	1.2237140705930297e-05	1.127144983237427e-05	1.2226808216346189e-05	1.3101787565667088e-05
153	8.355000001399406e-06	1.191916542206753e-05	1.0969766294768509e-05	1.1901088529780088e-05	1.2770529103880333e-05
154	6.7930000040803695e-06	1.1616375593540775e-05	1.0682726696664917e-05	1.1593722953519338e-05	1.2454880041763876e-05
155	5.2393999995079986e-06	1.132829914853807e-05	1.0409853983243306e-05	1.1301861459087535e-05	1.2154276147754677e-05
156	4.914399993247504e-06	1.1054479833940823e-05	1.0150700344121161e-05	1.1026082977709667e-05	1.1868264848365409e-05
157	5.44939999494152e-06	1.0794478331655748e-05	9.904828611403693e-06	1.0766739154202588e-05	1.1596421662171207e-05
158	5.202733328962281e-06	1.0547873421275723e-05	9.671811168733294e-06	1.0520748319327468e-05	1.1338336855408022e-05
159	5.0927333320557015e-06	1.031425989893099e-05	9.451226671101287e-06	1.028378847851184e-05	1.1093620265711523e-05
160	6.371399992849779e-06	1.0093247778389476e-05	9.242685656144197e-06	1.0059531145700332e-05	1.0861897772085873e-05
161	7.91999999823233e-06	9.884463671415616e-06	9.045817708006726e-06	9.848078793916498e-06	1.0642808583717308e-05
162	8.266666662738512e-06	9.687554921926563e-06	8.860282471852444e-06	9.649699088795527e-06	1.0435993989451277e-05
163	8.01833333527286e-06	9.502187971166655e-06	8.685744093156893e-06	9.462878153495557e-06	1.0241126650354298e-05
164	8.776666668483439e-06	9.328048547278186e-06	8.521885316491677e-06	9.287458560668313e-06	1.0057902700418377e-05
165	9.489999994255076e-06	9.164840540143295e-06	8.368395763266509e-06	9.124263081193799e-06	9.886033811883216e-06
166	9.374999998158677e-06	9.012286386059467e-06	8.225006987057446e-06	8.970409425283794e-06	9.725251536978701e-06
167	1.0861666669440926e-05	8.870125283319389e-06	8.09083952943678e-06	8.826873840966736e-06	9.575297241038167e-06
168	1.0605000005082048e-05	8.738120917938851e-06	7.964718900170595e-06	8.69521156814213e-06	9.435936772132493e-06
169	1.090666666214929e-05	8.61605602567389e-06	7.848071430257447e-06	8.575557357278411e-06	9.306934753941899e-06
170	1.0556666659939704e-05	8.50373403760495e-06	7.740694782049505e-06	8.46649836401794e-06	9.188120898240779e-06
171	1.0995000000810183e-05	8.400978446177408e-06	7.642399370160004e-06	8.366984883511491e-06	9.079313952494338e-06
172	1.1459999999116166e-05	8.307632297967438e-06	7.552856700216552e-06	8.276849272085733e-06	8.980371121299342e-06
173	9.848333333357884e-06	8.223559134684503e-06	7.47212451112692e-06	8.193998624241133e-06	8.891152514928136e-06
174	9.620000002651504e-06	8.1486419086839e-06	7.400084665516607e-06	8.118700010997416e-06	8.811547240279333e-06
175	9.41333333019081e-06	8.082791412882194e-06	7.336619026010161e-06	8.05251406888618e-06	8.741453990781232e-06
176	9.64666666008701e-06	8.025939104686683e-06	7.281639212367873e-06	7.995383818601837e-06	8.680819485713588e-06
177	9.496666669661884e-06	7.978038023920942e-06	7.2350937436014225e-06	7.947255808112948e-06	8.632365927430135e-06
178	9.596666668188826e-06	7.93906542054835e-06	7.195487358612784e-06	7.90809745195204e-06	8.593253444822486e-06
179	9.991666663106778e-06	7.909021013525065e-06	7.164021008900712e-06	7.877910838494905e-06	8.56346765827284e-06
180	1.058166667061937e-05	7.887929952247347e-06	7.14106770532407e-06	7.856679360687278e-06	8.543051031165124e-06
181	1.0558333336156694e-05	7.875835865410194e-06	7.126628348512459e-06	7.843998472983187e-06	8.532033255627052e-06
182	1.0608333328054876e-05	7.872823530038265e-06	7.120763815247266e-06	7.840447132711058e-06	8.530532307058281e-06
183	1.0808333339839337e-05	7.878997518865646e-06	7.123573207518581e-06	7.847409843301001e-06	8.538646197488736e-06
184	1.1091666661633721e-05	7.894494864941354e-06	7.135208220328221e-06	7.863651645029592e-06	8.556559641509457e-06
185	1.1141666668262479e-05	7.919481473203632e-06	7.155762502677146e-06	7.889308701620752e-06	8.584463675196611e-06
186	1.129166667341818e-05	7.954153179640957e-06	7.185422884030855e-06	7.924609292514854e-06	8.622549334627372e-06
187	1.2250000003682645e-05	7.998744378240644e-06	7.224441508957459e-06	7.969790410763026e-06	8.671022763528923e-06
188	1.1939999994991605e-05	8.05351199586627e-06	7.273068714270695e-06	8.025089958985368e-06	8.731752332991622e-06
189	1.2073333326360862e-05	8.118756224283061e-06	7.331546454782614e-06	8.090366979256501e-06	8.8035075766509e-06
190	1.227333333814532e-05	8.194832370481898e-06	7.400201974190102e-06	8.164528241113977e-06	8.886677603798036e-06
191	1.2606666666568464e-05	8.282134677940806e-06	7.479442666358845e-06	8.249881248518262e-06	8.98162529446887e-06
192	1.2656666673197221e-05	8.381098538602506e-06	7.5696876230849144e-06	8.34690844308809e-06	9.08887900710344e-06
193	1.307333332636086e-05	8.492203850945912e-06	7.671355337041038e-06	8.456092266444356e-06	9.209189137291992e-06
194	1.3416666667894215e-05	8.615975408992213e-06	7.78495400893051e-06	8.577915160205807e-06	9.343024169829056e-06
195	1.4016666673786444e-05	8.753005817695884e-06	7.911117798602171e-06	8.716966153426144e-06	9.49214959163275e-06
196	1.4199999997053885e-05	8.90395120485727e-06	8.05042270733039e-06	8.870189600586182e-06	9.658283171777833e-06
197	1.4800000002946115e-05	9.069527926111803e-06	8.203545552274147e-06	9.038083655492707e-06	9.839814132681758e-06
198	1.6499999992634714e-05	9.25054064028677e-06	8.37132485883156e-06	9.22152962723021e-06	1.0037633592718026e-05
199	1.631666666936727e-05	9.44786183036303e-06	8.554554163631096e-06	9.421118962621224e-06	1.0252650416523794e-05
200	1.705000000662876e-05	9.662436235698721e-06	8.754162344238655e-06	9.635432856092744e-06	1.048587910985139e-05
201	1.6e-05	9.895297754615034e-06	8.971214960055999e-06	9.867955242298934e-06	1.0738379870202197e-05
202	1.6183333337998016e-05	1.0147585347770954e-05	9.206769458758767e-06	1.0121694058617992e-05	1.1011350546381482e-05
203	1.539999999410777e-05	1.04205513298737e-05	9.462056855238872e-06	1.0397090560724517e-05	1.1306011289167107e-05
204	1.4749999996317356e-05	1.0715579048914866e-05	9.738470735859281e-06	1.0694515455169782e-05	1.1623853727416374e-05
205	1.4800000002946115e-05	1.1034164850018157e-05	1.003743773513448e-05	1.1012700803625538e-05	1.1966417128039045e-05
206	1.5333333328423142e-05	1.1377930519797549e-05	1.0360610963062242e-05	1.1353800580312585e-05	1.2335385650448116e-05
207	1.6133333331369257e-05	1.1748655848939915e-05	1.0709742038743833e-05	1.1719333146900099e-05	1.2732588840632115e-05
208	1.5800000002946114e-05	1.2148297474008376e-05	1.1086744452663127e-05	1.2114286266975476e-05	1.3159955617810524e-05
209	1.6716666663475042e-05	1.2579012747271855e-05	1.1493802263399082e-05	1.2546434360614906e-05	1.361973815115797e-05
210	1.6600000005892233e-05	1.3043140970495314e-05	1.193320557837446e-05	1.3012146561592273e-05	1.4114329286809682e-05
211	1.778333332915967e-05	1.3543224999942278e-05	1.240756907069494e-05	1.3514026825619835e-05	1.4646322488156393e-05
212	1.770000000441917e-05	1.4082054344679168e-05	1.2919624955246529e-05	1.4054870914639044e-05	1.5218527255179552e-05
213	1.7866666668630742e-05	1.466270775819728e-05	1.347251943552251e-05	1.4637917051543277e-05	1.5834021115614822e-05
214	1.9766666670103803e-05	1.5288554760343705e-05	1.4069601672704642e-05	1.5265164788637e-05	1.6496210611694618e-05
215	2.028333333652496e-05	1.596325720412601e-05	1.4714644603993074e-05	1.5940330175425324e-05	1.720881580748315e-05
216	2.0733333337261486e-05	1.669081267259851e-05	1.541164085560847e-05	1.666804881827152e-05	1.7975880562887136e-05
217	2.066666667157686e-05	1.7475643849249646e-05	1.6165150934357818e-05	1.744520918184539e-05	1.8801682604620948e-05
218	2.18499999948443e-05	1.8322619541192557e-05	1.6980086012162084e-05	1.82874190307704e-05	1.9691174513262692e-05
219	2.3966666667157687e-05	1.9237024638539722e-05	1.7861912282316375e-05	1.919640673891396e-05	2.064958913732853e-05
220	2.41500000051557e-05	2.0224637610844966e-05	1.8816546157644003e-05	2.018857356679204e-05	2.1682675562128377e-05
221	2.8016666673786445e-05	2.129183751981556e-05	1.984890838454116e-05	2.1275226552507672e-05	2.279664817157935e-05
222	3.2e-05	2.244566591258501e-05	2.0962041234930804e-05	2.2452467511246832e-05	2.3998472550424385e-05
223	3.4366666661265453e-05	2.369378878596505e-05	2.2168415532988754e-05	2.371713227374184e-05	2.5295710132412107e-05
224	3.6583333332105785e-05	2.504459640829917e-05	2.347673905587836e-05	2.508037564238159e-05	2.6696514197800238e-05
225	3.893333333431537e-05	2.6507365266287437e-05	2.4896363101848627e-05	2.655562117255419e-05	2.820985868348279e-05
226	4.3150000005155705e-05	2.8092290813896884e-05	2.6437786639132117e-05	2.8146593856944554e-05	2.984569644766243e-05
227	4.441666666789421e-05	2.9810491304363157e-05	2.8112587342441567e-05	2.986310695239107e-05	3.161478759317947e-05
228	4.5366666661265456e-05	3.1674209856956535e-05	2.9933224895525152e-05	3.172975324235879e-05	3.352879802107401e-05
229	4.5733333337261484e-05	3.369694346528157e-05	3.1913654462916286e-05	3.3758964098479474e-05	3.559614119577636e-05
230	4.6800000002946115e-05	3.589343245587818e-05	3.4055529346288745e-05	3.59397202669063e-05	3.78329065044611e-05
231	4.9433333326950086e-05	3.8279861246478266e-05	3.6386042820971744e-05	3.8287193670186775e-05	4.025673207373114e-05
232	4.909999999852694e-05	4.0874056918968794e-05	3.895126232748425e-05	4.089697974158323e-05	4.288461071176459e-05
233	5.113333333136926e-05	4.3695486477554455e-05	4.175261227680823e-05	4.372968447694123e-05	4.573469971915756e-05
234	5.3800000002946116e-05	4.6765505921973074e-05	4.480143208958529e-05	4.682634283530016e-05	4.882726803525417e-05
235	5.691666666052893e-05	5.010756104109465e-05	4.8122279647330335e-05	5.021193625105975e-05	5.2189224517872065e-05
236	6.0016666673786444e-05	5.3747209141049035e-05	5.169006445805921e-05	5.3793900763776615e-05	5.58399096570155e-05
237	6.229999999558083e-05	5.771246468521278e-05	5.5554343446459095e-05	5.778093454458578e-05	5.9805552210605626e-05
