time	data	mean	q025	med	q975
103	2.0499999988064538e-06	2.243596318018048e-06	1.6630538533442666e-06	2.2535798246175535e-06	2.8790399902133455e-06
104	2.173333333969891e-06	2.1653666834522707e-06	1.593419016330443e-06	2.176317797816139e-06	2.7872826975422923e-06
105	2.3266666660301087e-06	2.0908467798049984e-06	1.5299286503689941e-06	2.1033333899278947e-06	2.6992565639517705e-06
106	2.2800000028645106e-06	2.0199053410478185e-06	1.4700616334599585e-06	2.0317106091666552e-06	2.6148760951072034e-06
107	2.1883333324182815e-06	1.9524129453363377e-06	1.4136286698023933e-06	1.9624164338523835e-06	2.534051968638203e-06
108	2.243333334686019e-06	1.8882428797507795e-06	1.3604505025509803e-06	1.896522388632172e-06	2.45669469440598e-06
109	2.1250000029838654e-06	1.827270622531017e-06	1.310376185461895e-06	1.833903183246006e-06	2.382714074332607e-06
110	2.081666663523662e-06	1.769374856858308e-06	1.263255914720181e-06	1.7734086584577492e-06	2.3120202423084983e-06
111	2.0833333313440897e-06	1.7144367467695321e-06	1.2189408152629644e-06	1.719243379622633e-06	2.2445231997842346e-06
112	1.993333328718288e-06	1.6623412936253487e-06	1.1732521338892615e-06	1.6646646005853972e-06	2.180116883391061e-06
113	1.9000000023870924e-06	1.6129765146704488e-06	1.1298705064219756e-06	1.6073743040310846e-06	2.118694879226923e-06
114	1.7100000021483832e-06	1.5662349335577861e-06	1.0890703426442692e-06	1.5572233849992878e-06	2.0601724646305426e-06
115	1.5666666650752716e-06	1.5220139759379164e-06	1.0507277593505043e-06	1.5136374870974864e-06	2.004432755248963e-06
116	1.4328333345785998e-06	1.480214280379819e-06	1.014718750247225e-06	1.4727957446933942e-06	1.951403650337754e-06
117	1.2861666618646327e-06	1.4407409100534188e-06	9.809216985562738e-07	1.432602186866602e-06	1.901025460165073e-06
118	1.137166666137528e-06	1.4035028101101624e-06	9.49220390017411e-07	1.3957174983023543e-06	1.8568723154325393e-06
119	1.0311666643710796e-06	1.3684133846460561e-06	9.195006566652266e-07	1.3618053645905272e-06	1.81845269947805e-06
120	9.66000000334193e-07	1.3353904700928186e-06	8.916712295627378e-07	1.329921995518812e-06	1.7821188367047316e-06
