time	data	mean	q025	med	q975
106	2.2633334048903697e-06	8.175965190624537e-07	1.9485381035245457e-07	8.046702037999698e-07	1.4572818727642127e-06
107	3.173333352235192e-06	7.376412791726758e-07	1.7596078004147123e-07	7.265434802635579e-07	1.3228751106678922e-06
108	3.240000072907169e-06	6.681420427142419e-07	1.621634307957517e-07	6.527998842078794e-07	1.2031482263803722e-06
109	3.57833328540362e-06	6.076247404506765e-07	1.5234042084666937e-07	5.863781442148987e-07	1.0927939883326598e-06
110	3.4766666680167995e-06	5.548191824933016e-07	1.455710756335957e-07	5.303346478099012e-07	9.946756849098647e-07
111	3.4766666680167995e-06	5.086352327849121e-07	1.4111169344798625e-07	4.824012634683771e-07	9.073552246680184e-07
112	3.5449999250676313e-06	4.681384353753085e-07	1.383554050945782e-07	4.4878003785772023e-07	8.295731103438543e-07
113	2.464999900765242e-06	4.325283918603466e-07	1.368294345665594e-07	4.1593432546852676e-07	7.609649442920527e-07
114	2.398333382613179e-06	4.0112315709685276e-07	1.361484391687661e-07	3.858977654909348e-07	6.997235280564428e-07
115	1.958333350209993e-06	3.733397860882001e-07	1.3602603401950735e-07	3.5829306336040665e-07	6.494844784776815e-07
116	1.6550000344283856e-06	3.4868156611844224e-07	1.3623308883489245e-07	3.3171672414185624e-07	6.073707558593854e-07
117	1.6883333947643742e-06	3.2672815002189604e-07	1.3660265669549245e-07	3.139767327039299e-07	5.690719842896863e-07
118	1.3833333400839973e-06	3.0711848804916056e-07	1.3701565086087647e-07	2.9821495518306954e-07	5.3513630406529e-07
119	1.2483333623611878e-06	2.895485004451716e-07	1.3661352556492363e-07	2.8097814736417744e-07	5.041243023398708e-07
120	1.348333240849239e-06	2.737597458483799e-07	1.3292737967265447e-07	2.6587203943217037e-07	4.7297100383610815e-07
121	1.956666611311223e-06	2.5953007626664275e-07	1.2311393765834843e-07	2.5210210170283267e-07	4.472930185063803e-07
122	1.8891667237097759e-06	2.4667367550447643e-07	1.1450397682473256e-07	2.3633742606944245e-07	4.2924084184441533e-07
123	2.395833274265025e-06	2.350314355673647e-07	1.0772960579870982e-07	2.2396248443720277e-07	4.128272400829493e-07
124	2.5991667115585815e-06	2.2446676088392713e-07	1.0054224803025652e-07	2.142326177483775e-07	3.9495807860752935e-07
125	2.4308333734997832e-06	2.1486526686369482e-07	9.35612333004988e-08	2.0701294089704608e-07	3.7544920019288354e-07
126	2.532499990886604e-06	2.0612851466998407e-07	8.700433977085583e-08	2.0036157699281423e-07	3.5778608532278135e-07
127	2.059166598147429e-06	1.9817191434405646e-07	8.111812778870563e-08	1.9422800191908815e-07	3.417064090405367e-07
128	2.363333283378421e-06	1.909245287361447e-07	7.578824860357137e-08	1.8518362757891568e-07	3.2706458399595586e-07
129	2.194999945319623e-06	1.8432503606684914e-07	7.09363510245119e-08	1.7863548769997194e-07	3.1373563239450166e-07
130	1.958333350209993e-06	1.7832045794223208e-07	6.659664117444967e-08	1.7192034197030667e-07	3.0161279243698814e-07
131	2.0599999675968137e-06	1.7286617227136429e-07	6.271535554601394e-08	1.6775983362011885e-07	2.9365646513243443e-07
132	1.790000012151195e-06	1.679248917832196e-07	5.925171955465209e-08	1.640536735114561e-07	2.8680422184056803e-07
133	2.2633334048903697e-06	1.6346340945309827e-07	5.616606850973653e-08	1.6035903189196783e-07	2.8084282620210206e-07
134	2.7016666983947864e-06	1.594536522752578e-07	5.3418835103168647e-08	1.5601244009801112e-07	2.7791732753201174e-07
135	2.836666676117596e-06	1.5587282503070953e-07	5.097473271274267e-08	1.5185804536371345e-07	2.753615360455672e-07
136	3.2749999696220125e-06	1.5270231172707612e-07	4.88095848005475e-08	1.4675871719316206e-07	2.734010619922271e-07
137	3.3766665870088335e-06	1.4992611745640816e-07	4.690313661080957e-08	1.4363255140720988e-07	2.71884119994345e-07
138	4.321666633588414e-06	1.4753125855893738e-07	4.5235240065215196e-08	1.415577769464149e-07	2.70777911958561e-07
139	3.983333421091963e-06	1.4550829359558273e-07	4.378702106479044e-08	1.3945540181054102e-07	2.701409209023409e-07
140	3.6799999027904408e-06	1.438511682860826e-07	4.25419215871462e-08	1.384335494432441e-07	2.7001373416439794e-07
141	4.016666578908037e-06	1.425563094191754e-07	4.148775589063908e-08	1.3733488031188607e-07	2.703006698277888e-07
142	4.118333398814772e-06	1.4162263581213347e-07	4.06171520461786e-08	1.3620483033562562e-07	2.7102693361514815e-07
143	4.118333398814772e-06	1.410517695632595e-07	3.992379577817092e-08	1.3544593269179312e-07	2.722228291994617e-07
144	3.241666609286024e-06	1.408484361463767e-07	3.9401372814152196e-08	1.3527074258075304e-07	2.7391846228467394e-07
145	4.018333317806806e-06	1.4102073677856034e-07	3.904396172922582e-08	1.3610653794679099e-07	2.761469350351058e-07
146	4.085000038478784e-06	1.4157964761103632e-07	3.88500217988103e-08	1.3727134461703e-07	2.7894743079696386e-07
147	3.241666609286024e-06	1.4253933428595848e-07	3.881924131227019e-08	1.387856915060281e-07	2.823628236303022e-07
148	3.2083332489500353e-06	1.4391757077672207e-07	3.8954870041848965e-08	1.4067584550633803e-07	2.8643553596114794e-07
149	3.6799999027904408e-06	1.4573673440694154e-07	3.926136544285149e-08	1.4296749288542614e-07	2.912198423675381e-07
150	3.881666601185227e-06	1.480235234768066e-07	3.9748955213439726e-08	1.4502174230178471e-07	2.9677796681725007e-07
151	3.0383333745123824e-06	1.508098494768029e-07	4.042786992067237e-08	1.4751595810910053e-07	3.031705931606383e-07
152	3.7133332631264296e-06	1.5413370823911406e-07	4.130834013121238e-08	1.5054451256511093e-07	3.10473423665869e-07
153	3.914999961521216e-06	1.5803957474909124e-07	4.240333850287409e-08	1.5415114486324157e-07	3.187805601030348e-07
154	6.1399999918992036e-06	1.6257691020443562e-07	4.373942518636424e-08	1.5839497815590984e-07	3.2816880417490315e-07
155	6.613333384638379e-06	1.6780600302522112e-07	4.5325711577432454e-08	1.6331536933010943e-07	3.3875172995692315e-07
156	7.693333408940768e-06	1.737980494604939e-07	4.7188583528271476e-08	1.6895236955126678e-07	3.506665588576092e-07
157	9.10500009518436e-06	1.80635780540486e-07	4.935665919957526e-08	1.7537638422859565e-07	3.6408430683677873e-07
158	9.409999947344822e-06	1.884116852859551e-07	5.18893980551411e-08	1.826807998312234e-07	3.794392742715884e-07
159	1.0489999971647213e-05	1.9724116539834356e-07	5.484642761522254e-08	1.9098869876743118e-07	3.966617257629071e-07
160	9.306666591059232e-06	2.072486673661702e-07	5.8287375401639493e-08	2.0046998016159618e-07	4.1598322526567463e-07
161	1.0356666732823172e-05	2.1858162929760433e-07	6.22718689350412e-08	2.1148896657592073e-07	4.376353367344776e-07
162	1.2171666613336423e-05	2.314190607833205e-07	6.685953573724758e-08	2.2415367099478128e-07	4.619201597032627e-07
163	1.6254999912916437e-05	2.4597078020011206e-07	7.214365547939851e-08	2.3850231022427626e-07	4.894097395162644e-07
164	1.700166673889877e-05	2.624790981496752e-07	7.826267469341525e-08	2.547695970425717e-07	5.202901928536402e-07
165	1.7366666761175958e-05	2.8122622222608865e-07	8.534102541865498e-08	2.7292820256975437e-07	5.550457815718614e-07
166	1.6796666765226358e-05	3.0254764630197027e-07	9.344697413893559e-08	2.93592361028296e-07	5.942721526519811e-07
167	1.5711666726747575e-05	3.268310279315071e-07	1.0276195625942604e-07	3.171013473941343e-07	6.386929070656146e-07
168	1.5478333406915567e-05	3.545447660699635e-07	1.1358726511009953e-07	3.439425814302487e-07	6.888999243753123e-07
169	1.1844999965571615e-05	3.8625939270090275e-07	1.2625122590626872e-07	3.7466247930778947e-07	7.461151931890819e-07
170	1.6161666584983635e-05	4.226485393586466e-07	1.4069784978739533e-07	4.099303910769213e-07	8.116514809016934e-07
171	1.6511666767251558e-05	4.645057421931545e-07	1.5760973157234813e-07	4.5047938353305137e-07	8.863910414087205e-07
172	1.728166672269718e-05	5.127725486468342e-07	1.7752006772869773e-07	4.971958768976323e-07	9.718179683886762e-07
173	2.231666661941202e-05	5.686011031050777e-07	2.0103694497325143e-07	5.511938125227886e-07	1.0694100966188976e-06
174	2.0870000036453583e-05	6.334014302952304e-07	2.2895081719791448e-07	6.138622071394501e-07	1.177504070192984e-06
175	2.298666669636959e-05	7.088626172924088e-07	2.622327263755045e-07	6.87697359003454e-07	1.301686950057939e-06
176	1.9036666635613612e-05	7.970173044912855e-07	3.020621884724652e-07	7.749390463183636e-07	1.4447522757221431e-06
177	2.1969999914941637e-05	9.003725238111738e-07	3.4991613345729784e-07	8.770577473122843e-07	1.6099237221932915e-06
178	2.2153333295529616e-05	1.022020796870582e-06	4.0772630833242556e-07	9.945948950766997e-07	1.8015031306540695e-06
179	2.0836666676117596e-05	1.1657196738161484e-06	4.77881400308814e-07	1.133159309871098e-06	2.0243940891083983e-06
180	2.208333329958001e-05	1.3361241360119278e-06	5.633607461951242e-07	1.297165521904692e-06	2.2841854593279186e-06
181	2.3199999959496018e-05	1.5390284945429988e-06	6.680791437825573e-07	1.4920387446958679e-06	2.5880358454034756e-06
182	2.356666672067198e-05	1.781599727190658e-06	7.969679989980404e-07	1.7316874005939513e-06	2.9446598836337206e-06
183	2.2616666659916004e-05	2.0728189669889045e-06	9.563836267797976e-07	2.0244435496189854e-06	3.3705571744738872e-06
184	2.534999997974801e-05	2.423935933899543e-06	1.154593573971045e-06	2.3786113939194917e-06	3.891679307795289e-06
185	2.1733333319832005e-05	2.8491160121733195e-06	1.402252364490417e-06	2.800953821551808e-06	4.513264365213729e-06
186	2.0583333299580012e-05	3.3662701440845826e-06	1.7133468790440469e-06	3.298577574058731e-06	5.257876231280967e-06
187	2.233333340083997e-05	3.998143457166429e-06	2.112313762365542e-06	3.910199971636766e-06	6.154949871289864e-06
188	2.2300000040503984e-05	4.7737211386605815e-06	2.6279947916527777e-06	4.651717873093732e-06	7.186442710863298e-06
189	2.1183333380587978e-05	5.730139150499994e-06	3.2899706640413e-06	5.548340827651683e-06	8.411422541455475e-06
190	1.9650000020251992e-05	6.915141901533807e-06	4.144406460845145e-06	6.714343673883733e-06	9.934571601965291e-06
191	2.6100000081007965e-05	8.390392304967919e-06	5.253311933117554e-06	8.142177106944164e-06	1.1872213213963306e-05
192	2.903333336033599e-05	1.023591808016751e-05	6.699677967815448e-06	9.957498528659878e-06	1.425480779758847e-05
193	2.5266666680167996e-05	1.2555964088643756e-05	8.595077420950473e-06	1.2358709810891683e-05	1.7260802690020704e-05
194	3.260000008100797e-05	1.5486983908243457e-05	1.109542334428765e-05	1.5206634068364982e-05	2.102787074557367e-05
195	3.233333340083997e-05	1.92083704959477e-05	1.4336083151378359e-05	1.8924077441101536e-05	2.5738041062069594e-05
196	3.568333338058798e-05	2.395697062980844e-05	1.845742050408273e-05	2.3874536977773196e-05	3.154075606768908e-05
197	3.5e-05	3.0046852238528043e-05	2.353386029196019e-05	2.9992817213536933e-05	3.8686283546241034e-05
198	3.571666674092397e-05	3.7896232937011034e-05	2.992930272432124e-05	3.777490240544098e-05	4.766338112370523e-05
199	4.086666676117596e-05	4.806426492400698e-05	3.921150513274766e-05	4.777957908352531e-05	5.898417440822619e-05
200	3.7516666578908035e-05	6.13013706222152e-05	5.092000095534658e-05	6.127168341529728e-05	7.630416333147484e-05
201	4.6733333319832e-05	7.861814406933598e-05	6.42304477046166e-05	7.860753612641865e-05	9.765192610017393e-05
202	4.854999993924403e-05	0.00010137961202788233	8.080777834021674e-05	0.00010166383403121518	0.000126692136860587
203	4.9e-05	0.00013143371868351678	0.0001021413351967949	0.00013113307148272167	0.00016813743984659676
204	5.2000000000000004e-05	0.0001712854057372049	0.0001307089052494337	0.00016902167748133735	0.00022536135175186932
205	5.241666670041999e-05	0.00022432982110393333	0.0001679135088620424	0.00021819715219031064	0.0003042792704833182
206	5.8766666680168e-05	0.00029515896907482967	0.00021442374676713794	0.00028182785031628126	0.0004125729716201131
207	5.3066666720671974e-05	0.00038995259404862745	0.0002721288986654541	0.0003672410150481867	0.0005665882329575
208	5.553333336033599e-05	0.0005169507391559232	0.00034547919644873466	0.0004817443096275222	0.0007852966625358933
209	5.576666668016799e-05	0.000686971536966509	0.00043985751156711017	0.0006330252169630158	0.0010884824054501743
210	5.816666659916003e-05	0.0009138664911394522	0.0005604143341167646	0.0008286147034827517	0.0015048322292289256
211	5.998333342109196e-05	0.00121467361160249	0.0007152495595749922	0.0010913826540194607	0.0020672499998688433
212	5.491666670041998e-05	0.0016090209696515434	0.0009094531854696818	0.0014226613594858183	0.0028101600845252274
213	6.308333329958001e-05	0.0021170798792034618	0.0011554012132981312	0.001869236062217991	0.0037876078247035152
214	6.525000010125996e-05	0.002755223884556931	0.0014645225178219843	0.00243384090912216	0.005001816769325362
215	6.969999995949601e-05	0.0035288704467339384	0.0018486609441319003	0.0030774220419474093	0.0065638201877139144
216	7.293333327932802e-05	0.004423212168325145	0.002318479018760073	0.0038028488607081143	0.008196232674839113
217	7.701666657890803e-05	0.005394692517488454	0.002880586149495151	0.004702262870453987	0.010213265506944683
218	8.448333342109196e-05	0.006368018640952528	0.0035727728031311164	0.0056188732014216805	0.01223368398936578
219	9.0387499984811e-05	0.007243243725781145	0.004348332584475823	0.006517787582485087	0.014051245253044593
220	8.960416672573498e-05	0.007913987043384016	0.0050899114028997786	0.0071187165416487005	0.016230094624655127
221	9.480466670690062e-05	0.008292499835524499	0.0056645683430554	0.007225855447330638	0.016849364284560166
222	9.512133332631264e-05	0.008332751991053735	0.005603560574040969	0.007106685213838695	0.016482590092496103
223	0.00010082800003888383	0.008041984903305517	0.004598923019886139	0.006905400269161029	0.015486013346798357
224	0.00010203883339618202	0.007475931306473494	0.0036965340807576874	0.006503278787727232	0.01416749119835679
225	0.00010244383332935044	0.006720793631204879	0.002932369715745481	0.005905637803578813	0.013157923561971353
226	0.00012428516667186467	0.00587048984203667	0.0023105393191707635	0.005170172454406655	0.012184819357667236
227	0.0001343098333949669	0.005007648903684984	0.0018203853548304537	0.004429406627545388	0.011050618531488877
228	0.00014777216671601402	0.004192944814253547	0.0014374958162424786	0.003691049241778172	0.009905339744899915
229	0.0001544215000407065	0.0034628741357859076	0.001139979228799216	0.0029954956028740093	0.008634636443782396
230	0.0001740660000251125	0.0028332746944230856	0.0009088599347670678	0.002425582967273079	0.0075361444654405705
231	0.00019327166669434438	0.0023052515937405657	0.0007287878374158741	0.001977975749819676	0.00642970037139936
232	0.00019283283337917035	0.0018710619264070251	0.0005877983657282576	0.001615187242345174	0.005392393101675182
233	0.00020758299995180026	0.00151873722847991	0.00047719733391864025	0.001321549273030024	0.004468096995094953
234	0.00022314333326717685	0.0012351747203941524	0.00039083041699797895	0.0010766066968954861	0.003673766027771641
235	0.00023067033342473732	0.0010079185050132077	0.0003220619322786531	0.0008783885582844136	0.003008232180625486
236	0.0002367121667484172	0.0008260062078817213	0.0002668911045235965	0.0007211554165226484	0.00246014815188713
237	0.00023603699998339336	0.0006802335832651088	0.0002223037978688096	0.0005957555641954083	0.002013770458469234
238	0.00023792716675044242	0.0005631008216098183	0.00018601800042545013	0.00049513271917426	0.001652566973627057
239	0.0002221981667492273	0.00046861294692660427	0.00015629510599962483	0.0004138690387422543	0.0013611552463136914
240	0.00020744783330018757	0.00039203423544508496	0.00013180105679706566	0.0003478073404643297	0.001126142507036516
241	0.0002070765000751349	0.0003296488408421247	0.00011150442778953068	0.0002937530167951268	0.00093632752538559
242	0.00019614033333967897	0.00027855002277411134	9.460157263605987e-05	0.00024924197352374435	0.0007825756545838377
243	0.00018041133333846382	0.00023646487549373266	8.046136196720933e-05	0.00021269533449996228	0.0006575547999438155
