comparator,model,noise,regime,treatment,rep,level,m,u
jw_tf,address_heavy,garbled,split,none,0,Jaro-Winkler distance of street_name >= 0.92,0.6489497487976637,0.0009351203910939866
jw_tf,address_heavy,garbled,split,none,0,Jaro-Winkler distance of street_name >= 0.7,0.15743541616442902,0.007674361686388204
jw_tf,address_heavy,garbled,split,none,0,All other comparisons,0.07625060564046868,0.9913460539611487
jw_tf,address_heavy,garbled,split,none,1,Exact match on street_name,0.11080466684110758,5.201706663176489e-05
jw_tf,address_heavy,garbled,split,none,1,Jaro-Winkler distance of street_name >= 0.92,0.6399861264235065,0.0008278683951434518
jw_tf,address_heavy,garbled,split,none,1,Jaro-Winkler distance of street_name >= 0.7,0.16719745192783364,0.007222192158595002
jw_tf,address_heavy,garbled,split,none,1,All other comparisons,0.08201175480755224,0.9918979223796298
jw_tf,address_heavy,garbled,split,none,2,Exact match on street_name,0.11413723480268174,4.245286099627068e-05
jw_tf,address_heavy,garbled,split,none,2,Jaro-Winkler distance of street_name >= 0.92,0.6471899714830693,0.0011015292826772733
jw_tf,address_heavy,garbled,split,none,2,Jaro-Winkler distance of street_name >= 0.7,0.15953424445415465,0.007524769611588978
jw_tf,address_heavy,garbled,split,none,2,All other comparisons,0.0791385492600942,0.9913312482447375
jw_tf,address_heavy,garbled,split,abbreviate,0,Exact match on street_name,0.7627975624071286,0.0012665442871392528
jw_tf,address_heavy,garbled,split,abbreviate,0,Jaro-Winkler distance of street_name >= 0.92,0.041176939511374785,0.00014962154550255237
jw_tf,address_heavy,garbled,split,abbreviate,0,Jaro-Winkler distance of street_name >= 0.7,0.12948721180514636,0.012731452376761302
jw_tf,address_heavy,garbled,split,abbreviate,0,All other comparisons,0.0665382862763502,0.9858523817905969
jw_tf,address_heavy,garbled,split,abbreviate,1,Exact match on street_name,0.7459734380073841,0.0008104500381388253
jw_tf,address_heavy,garbled,split,abbreviate,1,Jaro-Winkler distance of street_name >= 0.92,0.04554034882584226,0.00015082919066782398
jw_tf,address_heavy,garbled,split,abbreviate,1,Jaro-Winkler distance of street_name >= 0.7,0.13960550125451138,0.012812056142981141
jw_tf,address_heavy,garbled,split,abbreviate,1,All other comparisons,0.0688807119122623,0.9862266646282122
jw_tf,address_heavy,garbled,split,abbreviate,2,Exact match on street_name,0.7608816697819385,0.0011722366852078114
jw_tf,address_heavy,garbled,split,abbreviate,2,Jaro-Winkler distance of street_name >= 0.92,0.03871457132160008,0.0001759726752451713
jw_tf,address_heavy,garbled,split,abbreviate,2,Jaro-Winkler distance of street_name >= 0.7,0.13342019955423445,0.012642010242863847
jw_tf,address_heavy,garbled,split,abbreviate,2,All other comparisons,0.06698355934222697,0.9860097803966832
jw_tf,address_heavy,garbled,split,expand,0,Exact match on street_name,0.7628086631149551,0.0010493733130627065
jw_tf,address_heavy,garbled,split,expand,0,Jaro-Winkler distance of street_name >= 0.92,0.040383321007617407,0.0001736344457287818
jw_tf,address_heavy,garbled,split,expand,0,Jaro-Winkler distance of street_name >= 0.7,0.12177244781335642,0.025188543710779176
jw_tf,address_heavy,garbled,split,expand,0,All other comparisons,0.07503556806407116,0.9735884485304294
jw_tf,address_heavy,garbled,split,expand,1,Exact match on street_name,0.7458998562960879,0.0009109504659111105
jw_tf,address_heavy,garbled,split,expand,1,Jaro-Winkler distance of street_name >= 0.92,0.04665125393231606,0.00021173660851491122
jw_tf,address_heavy,garbled,split,expand,1,Jaro-Winkler distance of street_name >= 0.7,0.12824307452670908,0.025373975759378654
jw_tf,address_heavy,garbled,split,expand,1,All other comparisons,0.07920581524488693,0.9735033371661953
jw_tf,address_heavy,garbled,split,expand,2,Exact match on street_name,0.7608645585109365,0.00101529719904041
jw_tf,address_heavy,garbled,split,expand,2,Jaro-Winkler distance of street_name >= 0.92,0.038985465511198504,0.00020424644318531128
jw_tf,address_heavy,garbled,split,expand,2,Jaro-Winkler distance of street_name >= 0.7,0.12348100865949821,0.02589468333001109
jw_tf,address_heavy,garbled,split,expand,2,All other comparisons,0.07666896731836684,0.9728857730277632
