scenario,noise_type,sigma,variable,realization,cp_time,delay,is_delay,tau_var_bp,tau_ac_bp,tau_var_cp,tau_ac_cp
MN low,multiplicative,0.05,I,57,88.69,74.19374815310283,True,-0.7146493419956687,-0.5125637181409295,0.929821755788772,0.12580090906927488
MN low,multiplicative,0.05,I,58,83.19,68.69374815310283,True,-0.6461540658242306,0.17296399419337946,0.7454072963518239,-0.6863453987292067
MN low,multiplicative,0.05,I,59,82.46000000000001,67.96374815310284,True,-0.7315437519335569,-0.7507608100711548,0.6998814878275147,0.03604769044049403
MN low,multiplicative,0.05,I,60,93.02,78.52374815310283,True,-0.8675157659265603,-0.6268798933866399,-0.7241645843744793,-0.8171942600128506
MN low,multiplicative,0.05,I,61,113.43,98.93374815310284,True,-0.9081240332214843,-0.6366826110754146,0.7584617215201921,-0.11455510340068059
MN low,multiplicative,0.05,I,62,117.805,103.30874815310284,True,-0.7313666976035791,-0.6254977273268127,0.9114461816710691,0.009965493443754312
MN low,multiplicative,0.05,I,63,113.845,99.34874815310283,True,-0.5957411770305322,0.04104899930986887,0.7075957259465504,0.5285462030889316
MN low,multiplicative,0.05,I,64,80.98,66.48374815310284,True,0.22156826348730393,0.38977178077627844,0.9675076747340614,-0.3106627638561671
MN low,multiplicative,0.05,I,65,88.49,73.99374815310283,True,-0.5009657076223791,-0.3397891530425263,0.8515332809785582,-0.42509507151186304
MN low,multiplicative,0.05,I,66,82.145,67.64874815310283,True,0.6597663073225292,0.6971057328478616,0.523607719949549,-0.1923733371409533
MN low,multiplicative,0.05,I,67,107.11,92.61374815310283,True,-0.8723285976059588,-0.4382218414602222,0.8374089145903237,0.5178010994502747
MN low,multiplicative,0.05,I,68,65.095,50.59874815310283,True,-0.43555650746055535,-0.3457537897717807,0.8685780919064277,0.17302301230337208
MN low,multiplicative,0.05,I,69,91.025,76.52874815310284,True,0.6119235620285094,0.8271131101116107,0.9699559743937554,-0.35668927441041376
MN low,multiplicative,0.05,I,70,81.26,66.76374815310284,True,-0.43066942719116624,0.02287142143214107,0.6825568168296803,-0.6650684181718663
MN low,multiplicative,0.05,I,71,81.57000000000001,67.07374815310284,True,-0.7476138121415481,-0.5038271340520215,0.7968615692153922,0.02595178601175602
MN low,multiplicative,0.05,I,72,84.3,69.80374815310283,True,-0.374215749268223,-0.18580328883177455,0.9335855881583016,0.4050346255443706
MN low,multiplicative,0.05,I,73,95.535,81.03874815310283,True,-0.811863592013517,-0.6084967040289379,0.8447385830894075,-0.16508222079436471
MN low,multiplicative,0.05,I,74,84.255,69.75874815310283,True,-0.6374917303253135,0.14608410080673945,0.8634339972870706,0.07079603055615048
MN low,multiplicative,0.05,I,75,77.735,63.23874815310283,True,-0.8148221127531471,-0.6281306965564836,0.9639742033745031,0.4157702101330287
MN low,multiplicative,0.05,I,76,102.035,87.53874815310283,True,-0.5374198614978224,0.2691616096713548,-0.13196734965850404,-0.6521739130434782
MN low,multiplicative,0.05,I,77,95.675,81.17874815310283,True,0.17154946336355628,-0.20443397348944573,0.5716636919635419,-0.40585326384426823
MN low,multiplicative,0.05,I,78,86.67,72.17374815310284,True,-0.5896527926512933,-0.4327445800909068,0.5950748435306155,-0.5243387829894576
MN low,multiplicative,0.05,I,79,112.79,98.29374815310284,True,-0.8809718950048784,-0.021295066752338113,0.8867537659741557,0.45087456271864057
MN low,multiplicative,0.05,I,80,98.745,84.24874815310284,True,-0.45799100449775104,0.35236952952095374,0.3458908640917636,-0.5352000190380999
MN low,multiplicative,0.05,I,81,85.235,70.73874815310283,True,-0.8715080554960614,-0.6686799457414149,0.8455972013993002,-0.47517669736560286
MN low,multiplicative,0.05,I,82,83.005,68.50874815310283,True,-0.7061221770067346,-0.4847699959544036,0.950110658956236,0.171823612003522
MN low,multiplicative,0.05,I,83,86.35000000000001,71.85374815310284,True,0.5421717712572284,0.62871897384641,0.9366716641679158,0.1942181290307227
MN low,multiplicative,0.05,I,84,90.455,75.95874815310283,True,-0.6772623212203421,-0.10730158730158727,0.9587634754051544,0.5192346683800956
MN low,multiplicative,0.05,I,85,97.39,82.89374815310283,True,-0.7997039575450369,-0.5480640632064919,0.9322015182884746,-0.14982508745627185
MN low,multiplicative,0.05,I,86,95.035,80.53874815310283,True,0.4010689893148663,0.4917227100735346,0.5419223721472596,-0.6349463363556316
MN low,multiplicative,0.05,I,87,79.83,65.33374815310283,True,0.4598529306775183,0.33993193879250844,0.4451041146093619,0.09815378025273076
MN low,multiplicative,0.05,I,88,86.875,72.37874815310283,True,-0.5919659218010042,0.35436281859070456,0.9866885604816638,-0.5278874848290139
MN low,multiplicative,0.05,I,89,93.755,79.25874815310283,True,0.6416039599247995,0.6231693676971037,0.926286380619214,0.10187192118226598
MN low,multiplicative,0.05,I,90,92.36,77.86374815310283,True,-0.6683010875514622,-0.33184455391351936,0.7507017919611622,0.07676828252540395
MN low,multiplicative,0.05,I,91,107.10000000000001,92.60374815310284,True,0.9254886842293137,0.8521558268484805,0.5948635206206419,-0.4355793531805525
MN low,multiplicative,0.05,I,92,87.515,73.01874815310283,True,0.8527859879584015,0.7255239047143094,0.889390542823826,0.1778453630327693
MN low,multiplicative,0.05,I,93,95.675,81.17874815310283,True,0.6169096404178862,0.6493448513838317,0.4020285095547464,-0.25187501487351555
MN low,multiplicative,0.05,I,94,104.845,90.34874815310283,True,-0.8130763189833653,-0.7084448252064443,0.805335427524333,-0.22343970871707
MN low,multiplicative,0.05,I,95,86.43,71.93374815310284,True,-0.0842102758144737,0.32506318269436707,0.8047890340544013,0.16957140477380356
MN low,multiplicative,0.05,I,96,97.57000000000001,83.07374815310284,True,0.5231565169796054,0.7832721734370908,0.6462245067942217,-0.46225173127721847
