drug,window_end,rolling12,rolling12_reported,percent_complete,percent_pending_investigation
psychostimulants,2018-06-01,11560.0,11460.0,100,0.143831864976519
psychostimulants,2018-07-01,11864.0,11761.0,100,0.143596330082063
psychostimulants,2018-08-01,12182.0,12079.0,100,0.14172073231962
psychostimulants,2018-09-01,12345.0,12241.0,100,0.14169245125485
psychostimulants,2018-10-01,12534.0,12430.0,100,0.140994835446445
psychostimulants,2018-11-01,12716.0,12606.0,100,0.143393699921632
psychostimulants,2018-12-01,12952.0,12843.0,100,0.141657341711447
psychostimulants,2019-01-01,13259.0,13142.0,100,0.1451494730744
psychostimulants,2019-02-01,13414.0,13293.0,100,0.146364320239587
psychostimulants,2019-03-01,13688.0,13563.0,100,0.147470911123323
psychostimulants,2019-04-01,13910.0,13780.0,100,0.149345951228781
psychostimulants,2019-05-01,14188.0,14055.0,100,0.149552808471666
psychostimulants,2019-06-01,14446.0,14308.0,100,0.1507894395177
psychostimulants,2019-07-01,14749.0,14608.0,100,0.151098005851569
psychostimulants,2019-08-01,15021.0,14873.0,100,0.153545122135766
psychostimulants,2019-09-01,15400.0,15247.0,100,0.153856156091252
psychostimulants,2019-10-01,15805.0,15647.0,100,0.154744051093264
psychostimulants,2019-11-01,16177.0,16015.0,100,0.154509264075633
psychostimulants,2019-12-01,16511.0,16342.0,100,0.156699771415432
psychostimulants,2020-01-01,16812.0,16642.0,100,0.155476854381403
psychostimulants,2020-02-01,17281.0,17109.0,100,0.154361020039846
psychostimulants,2020-03-01,17834.0,17663.0,100,0.15134662211962
psychostimulants,2020-04-01,18644.0,18478.0,100,0.14594034227204
psychostimulants,2020-05-01,19567.0,19394.0,100,0.145445886887547
psychostimulants,2020-06-01,20280.0,20100.0,100,0.145493220376793
psychostimulants,2020-07-01,21052.0,20864.0,100,0.146056852403804
psychostimulants,2020-08-01,22075.0,21882.0,100,0.144523227469328
psychostimulants,2020-09-01,22621.0,22426.0,100,0.143389751326772
psychostimulants,2020-10-01,23058.0,22857.0,100,0.144220695281164
psychostimulants,2020-11-01,23668.0,23463.0,100,0.143918629870251
psychostimulants,2020-12-01,24344.0,24134.0,100,0.143469060649304
psychostimulants,2021-01-01,25343.0,25135.0,100,0.140087161534615
psychostimulants,2021-02-01,26082.0,25871.0,100,0.139220399690345
psychostimulants,2021-03-01,27073.0,26847.0,100,0.141206689737586
psychostimulants,2021-04-01,27955.0,27704.0,100,0.146427514205053
psychostimulants,2021-05-01,28588.0,28328.0,100,0.147485444180715
psychostimulants,2021-06-01,29341.0,29063.0,100,0.150493566653992
psychostimulants,2021-07-01,30060.0,29771.0,100,0.151711123331068
psychostimulants,2021-08-01,30585.0,30286.0,100,0.152996736649151
psychostimulants,2021-09-01,31359.0,31047.0,100,0.154289079555841
psychostimulants,2021-10-01,32197.0,31876.0,100,0.154469116791617
psychostimulants,2021-11-01,32789.0,32456.0,100,0.15614073522822
psychostimulants,2021-12-01,33322.0,32962.0,100,0.161371150766679
psychostimulants,2022-01-01,33574.0,33206.0,100,0.16244632928952
psychostimulants,2022-02-01,34022.0,33646.0,100,0.163257676518588
psychostimulants,2022-03-01,34156.0,33777.0,100,0.163703044001847
psychostimulants,2022-04-01,33923.0,33550.0,100,0.162804732160096
psychostimulants,2022-05-01,33863.0,33490.0,100,0.163102165046911
psychostimulants,2022-06-01,34016.0,33655.0,100,0.159637232181273
psychostimulants,2022-07-01,34252.0,33890.0,100,0.159381755632709
psychostimulants,2022-08-01,34204.0,33837.0,100,0.160625821564571
psychostimulants,2022-09-01,34292.0,33922.0,100,0.161096478891247
psychostimulants,2022-10-01,34461.0,34089.0,100,0.161206301405914
psychostimulants,2022-11-01,34674.0,34294.0,100,0.162527755460564
psychostimulants,2022-12-01,35217.0,34842.0,100,0.16008176147088
psychostimulants,2023-01-01,35550.0,35163.0,100,0.161896611795298
psychostimulants,2023-02-01,35671.0,35283.0,100,0.161909215280214
psychostimulants,2023-03-01,35920.0,35541.0,100,0.159158109787529
psychostimulants,2023-04-01,36343.0,35965.0,100,0.157953094264251
psychostimulants,2023-05-01,36710.0,36341.0,100,0.155224618504679
psychostimulants,2023-06-01,36825.0,36451.0,100,0.156031139226424
psychostimulants,2023-07-01,37044.0,36656.0,100,0.158540425110518
psychostimulants,2023-08-01,37350.0,36963.0,100,0.157655055322505
psychostimulants,2023-09-01,37270.0,36876.0,100,0.159443545534544
psychostimulants,2023-10-01,37113.0,36695.0,100,0.164997407731545
psychostimulants,2023-11-01,36901.0,36481.0,100,0.166004913437546
psychostimulants,2023-12-01,36416.0,35982.0,100,0.170331272073411
psychostimulants,2024-01-01,36035.0,35608.0,100,0.169845844859966
psychostimulants,2024-02-01,35870.0,35448.0,100,0.169105012124813
psychostimulants,2024-03-01,35383.0,34968.0,100,0.16873238348971
psychostimulants,2024-04-01,34800.0,34392.0,100,0.168723239460433
psychostimulants,2024-05-01,34202.0,33792.0,100,0.170940005665772
psychostimulants,2024-06-01,33763.0,33355.0,100,0.171569961791376
psychostimulants,2024-07-01,32979.0,32600.0,100,0.166768455521275
psychostimulants,2024-08-01,32079.0,31725.0,100,0.163199140935173
psychostimulants,2024-09-01,31391.0,31069.0,100,0.156800206188888
psychostimulants,2024-10-01,30742.0,30455.0,100,0.149276020974765
psychostimulants,2024-11-01,30272.0,30018.0,100,0.141617349726909
psychostimulants,2024-12-01,29852.0,29641.0,100,0.131031538405639
psychostimulants,2025-01-01,29534.0,29409.0,100,0.130345290341301
psychostimulants,2025-02-01,29126.0,28998.0,100,0.128504951599477
psychostimulants,2025-03-01,28953.0,28825.0,100,0.127158663578818
psychostimulants,2025-04-01,28752.0,28635.0,100,0.124450333659787
psychostimulants,2025-05-01,28465.0,28350.0,100,0.121616673870609
psychostimulants,2025-06-01,28078.0,27964.0,100,0.115483448121356
psychostimulants,2025-07-01,27680.0,27556.0,100,0.111326571536554
psychostimulants,2025-08-01,27646.0,27378.0,100,0.108907417762359
psychostimulants,2025-09-01,27379.0,27128.0,100,0.108187298174231
psychostimulants,2025-10-01,27062.0,26872.0,100,0.107426020998163
psychostimulants,2025-11-01,26741.0,26607.0,100,0.105981312262411
psychostimulants,2025-12-01,26315.0,26258.0,100,0.103230210453105
psychostimulants,2026-01-01,25907.0,25773.0,100,0.138069191779369
psychostimulants,2026-02-01,25601.0,25327.0,100,0.179529359880262
psychostimulants,2026-03-01,25107.0,24646.0,100,0.240064540013534
synthetic_opioids,2015-01-01,5804.0,5766.0,100,0.143178355985338
synthetic_opioids,2015-02-01,6121.0,6079.0,100,0.146002798636808
synthetic_opioids,2015-03-01,6433.0,6390.0,100,0.145000790235669
synthetic_opioids,2015-04-01,6915.0,6868.0,100,0.14645411624489
synthetic_opioids,2015-05-01,7304.0,7254.0,100,0.146196609053962
synthetic_opioids,2015-06-01,7604.0,7551.0,100,0.147394042278837
synthetic_opioids,2015-07-01,7946.0,7890.0,100,0.147934447308352
synthetic_opioids,2015-08-01,8275.0,8216.0,100,0.148719883671925
synthetic_opioids,2015-09-01,8733.0,8669.0,100,0.150740135533958
synthetic_opioids,2015-10-01,9170.0,9101.0,100,0.15293214597802
synthetic_opioids,2015-11-01,9468.0,9397.0,100,0.152393367717461
synthetic_opioids,2015-12-01,9683.0,9610.0,100,0.153226512564574
synthetic_opioids,2016-01-01,10019.0,9946.0,100,0.150668764023293
synthetic_opioids,2016-02-01,10659.0,10585.0,100,0.14757664491327
synthetic_opioids,2016-03-01,11432.0,11351.0,100,0.148564499225548
synthetic_opioids,2016-04-01,12135.0,12048.0,100,0.149963599274203
synthetic_opioids,2016-05-01,12900.0,12802.0,100,0.15327337853094
synthetic_opioids,2016-06-01,13667.0,13562.0,100,0.154681724815674
synthetic_opioids,2016-07-01,14534.0,14417.0,100,0.157625860967647
synthetic_opioids,2016-08-01,15386.0,15256.0,100,0.161393319383945
synthetic_opioids,2016-09-01,16251.0,16111.0,100,0.163075370731903
synthetic_opioids,2016-10-01,17179.0,17027.0,100,0.165318715266751
synthetic_opioids,2016-11-01,18334.0,18171.0,100,0.165850094188956
synthetic_opioids,2016-12-01,19676.0,19500.0,100,0.166299133338958
synthetic_opioids,2017-01-01,21117.0,20932.0,100,0.164728689174528
synthetic_opioids,2017-02-01,22035.0,21844.0,100,0.163530261399387
synthetic_opioids,2017-03-01,22867.0,22671.0,100,0.162691522475906
synthetic_opioids,2017-04-01,23568.0,23371.0,100,0.16065818470984
synthetic_opioids,2017-05-01,24364.0,24168.0,100,0.157993861732237
synthetic_opioids,2017-06-01,25264.0,25062.0,100,0.157585544648999
synthetic_opioids,2017-07-01,25951.0,25748.0,100,0.155811199882131
synthetic_opioids,2017-08-01,26782.0,26577.0,100,0.154268102023496
synthetic_opioids,2017-09-01,27563.0,27358.0,100,0.15233443970737
synthetic_opioids,2017-10-01,28078.0,27876.0,100,0.149893307461566
synthetic_opioids,2017-11-01,28476.0,28281.0,100,0.146849670700199
synthetic_opioids,2017-12-01,28844.0,28659.0,100,0.14297699956809
synthetic_opioids,2018-01-01,28915.0,28731.0,100,0.142471479333549
synthetic_opioids,2018-02-01,28998.0,28811.0,100,0.143253846588792
synthetic_opioids,2018-03-01,29313.0,29120.0,100,0.144451873866691
synthetic_opioids,2018-04-01,29648.0,29453.0,100,0.144310792107075
synthetic_opioids,2018-05-01,29977.0,29777.0,100,0.145301479481175
synthetic_opioids,2018-06-01,30356.0,30158.0,100,0.143831864976519
synthetic_opioids,2018-07-01,30775.0,30575.0,100,0.143596330082063
synthetic_opioids,2018-08-01,31080.0,30884.0,100,0.14172073231962
synthetic_opioids,2018-09-01,31187.0,30991.0,100,0.14169245125485
synthetic_opioids,2018-10-01,31458.0,31262.0,100,0.140994835446445
synthetic_opioids,2018-11-01,31631.0,31426.0,100,0.143393699921632
synthetic_opioids,2018-12-01,31724.0,31525.0,100,0.141657341711447
synthetic_opioids,2019-01-01,31797.0,31585.0,100,0.1451494730744
synthetic_opioids,2019-02-01,31971.0,31754.0,100,0.146364320239587
synthetic_opioids,2019-03-01,32242.0,32019.0,100,0.147470911123323
synthetic_opioids,2019-04-01,32428.0,32197.0,100,0.149345951228781
synthetic_opioids,2019-05-01,32635.0,32402.0,100,0.149552808471666
synthetic_opioids,2019-06-01,32833.0,32594.0,100,0.1507894395177
synthetic_opioids,2019-07-01,33278.0,33035.0,100,0.151098005851569
synthetic_opioids,2019-08-01,33770.0,33514.0,100,0.153545122135766
synthetic_opioids,2019-09-01,34318.0,34057.0,100,0.153856156091252
synthetic_opioids,2019-10-01,35038.0,34768.0,100,0.154744051093264
synthetic_opioids,2019-11-01,35953.0,35677.0,100,0.154509264075633
synthetic_opioids,2019-12-01,36895.0,36603.0,100,0.156699771415432
synthetic_opioids,2020-01-01,37873.0,37579.0,100,0.155476854381403
synthetic_opioids,2020-02-01,39011.0,38712.0,100,0.154361020039846
synthetic_opioids,2020-03-01,40301.0,40006.0,100,0.15134662211962
synthetic_opioids,2020-04-01,42449.0,42163.0,100,0.14594034227204
synthetic_opioids,2020-05-01,45744.0,45438.0,100,0.145445886887547
synthetic_opioids,2020-06-01,48066.0,47744.0,100,0.145493220376793
synthetic_opioids,2020-07-01,50133.0,49794.0,100,0.146056852403804
synthetic_opioids,2020-08-01,51996.0,51653.0,100,0.144523227469328
synthetic_opioids,2020-09-01,53590.0,53243.0,100,0.143389751326772
synthetic_opioids,2020-10-01,54832.0,54472.0,100,0.144220695281164
synthetic_opioids,2020-11-01,56038.0,55672.0,100,0.143918629870251
synthetic_opioids,2020-12-01,57265.0,56894.0,100,0.143469060649304
synthetic_opioids,2021-01-01,59270.0,58908.0,100,0.140087161534615
synthetic_opioids,2021-02-01,60523.0,60159.0,100,0.139220399690345
synthetic_opioids,2021-03-01,62585.0,62195.0,100,0.141206689737586
synthetic_opioids,2021-04-01,64026.0,63591.0,100,0.146427514205053
synthetic_opioids,2021-05-01,64085.0,63642.0,100,0.147485444180715
synthetic_opioids,2021-06-01,64847.0,64378.0,100,0.150493566653992
synthetic_opioids,2021-07-01,65789.0,65305.0,100,0.151711123331068
synthetic_opioids,2021-08-01,66946.0,66444.0,100,0.152996736649151
synthetic_opioids,2021-09-01,68237.0,67716.0,100,0.154289079555841
synthetic_opioids,2021-10-01,69591.0,69058.0,100,0.154469116791617
synthetic_opioids,2021-11-01,70603.0,70049.0,100,0.15614073522822
synthetic_opioids,2021-12-01,71746.0,71143.0,100,0.161371150766679
synthetic_opioids,2022-01-01,72185.0,71570.0,100,0.16244632928952
synthetic_opioids,2022-02-01,73149.0,72519.0,100,0.163257676518588
synthetic_opioids,2022-03-01,73248.0,72614.0,100,0.163703044001847
synthetic_opioids,2022-04-01,72887.0,72263.0,100,0.162804732160096
synthetic_opioids,2022-05-01,72780.0,72155.0,100,0.163102165046911
synthetic_opioids,2022-06-01,72813.0,72215.0,100,0.159637232181273
synthetic_opioids,2022-07-01,73135.0,72536.0,100,0.159381755632709
synthetic_opioids,2022-08-01,73376.0,72765.0,100,0.160625821564571
synthetic_opioids,2022-09-01,73458.0,72843.0,100,0.161096478891247
synthetic_opioids,2022-10-01,74021.0,73400.0,100,0.161206301405914
synthetic_opioids,2022-11-01,74649.0,74012.0,100,0.162527755460564
synthetic_opioids,2022-12-01,75453.0,74829.0,100,0.16008176147088
synthetic_opioids,2023-01-01,76033.0,75390.0,100,0.161896611795298
synthetic_opioids,2023-02-01,76193.0,75548.0,100,0.161909215280214
synthetic_opioids,2023-03-01,76619.0,75993.0,100,0.159158109787529
synthetic_opioids,2023-04-01,77304.0,76683.0,100,0.157953094264251
synthetic_opioids,2023-05-01,77979.0,77375.0,100,0.155224618504679
synthetic_opioids,2023-06-01,78308.0,77695.0,100,0.156031139226424
synthetic_opioids,2023-07-01,78327.0,77693.0,100,0.158540425110518
synthetic_opioids,2023-08-01,78207.0,77581.0,100,0.157655055322505
synthetic_opioids,2023-09-01,77839.0,77201.0,100,0.159443545534544
synthetic_opioids,2023-10-01,77051.0,76373.0,100,0.164997407731545
synthetic_opioids,2023-11-01,76044.0,75367.0,100,0.166004913437546
synthetic_opioids,2023-12-01,74792.0,74091.0,100,0.170331272073411
synthetic_opioids,2024-01-01,73402.0,72718.0,100,0.169845844859966
synthetic_opioids,2024-02-01,72188.0,71521.0,100,0.169105012124813
synthetic_opioids,2024-03-01,70272.0,69626.0,100,0.16873238348971
synthetic_opioids,2024-04-01,68246.0,67618.0,100,0.168723239460433
synthetic_opioids,2024-05-01,65997.0,65374.0,100,0.170940005665772
synthetic_opioids,2024-06-01,63921.0,63313.0,100,0.171569961791376
synthetic_opioids,2024-07-01,61334.0,60783.0,100,0.166768455521275
synthetic_opioids,2024-08-01,58546.0,58042.0,100,0.163199140935173
synthetic_opioids,2024-09-01,55833.0,55391.0,100,0.156800206188888
synthetic_opioids,2024-10-01,53254.0,52876.0,100,0.149276020974765
synthetic_opioids,2024-11-01,51045.0,50725.0,100,0.141617349726909
synthetic_opioids,2024-12-01,48913.0,48662.0,100,0.131031538405639
synthetic_opioids,2025-01-01,47231.0,47043.0,100,0.130345290341301
synthetic_opioids,2025-02-01,45730.0,45587.0,100,0.128504951599477
synthetic_opioids,2025-03-01,44782.0,44642.0,100,0.127158663578818
synthetic_opioids,2025-04-01,43670.0,43569.0,100,0.124450333659787
synthetic_opioids,2025-05-01,42639.0,42532.0,100,0.121616673870609
synthetic_opioids,2025-06-01,41684.0,41594.0,100,0.115483448121356
synthetic_opioids,2025-07-01,41104.0,40998.0,100,0.111326571536554
synthetic_opioids,2025-08-01,40636.0,40380.0,100,0.108907417762359
synthetic_opioids,2025-09-01,40245.0,40018.0,100,0.108187298174231
synthetic_opioids,2025-10-01,39719.0,39514.0,100,0.107426020998163
synthetic_opioids,2025-11-01,39203.0,39049.0,100,0.105981312262411
synthetic_opioids,2025-12-01,38504.0,38458.0,100,0.103230210453105
synthetic_opioids,2026-01-01,37827.0,37645.0,100,0.138069191779369
synthetic_opioids,2026-02-01,37136.0,36815.0,100,0.179529359880262
synthetic_opioids,2026-03-01,35976.0,35423.0,100,0.240064540013534
