# 0.1.0+578d682 (2026-08-12)
replicate	draw	t	S	E	I	R	Dead	flow_infection	flow_onset	flow_recovery	flow_death
156	156	16	176	3	1	0	1	0	1	0	0
156	156	17	175	4	1	0	1	1	0	0	0
156	156	18	175	3	2	0	1	0	1	0	0
156	156	19	175	3	2	0	1	0	0	0	0
156	156	20	174	4	2	0	1	1	0	0	0
156	156	21	174	4	2	0	1	0	0	0	0
156	156	22	174	3	3	0	1	0	1	0	0
156	156	23	173	4	3	0	1	1	0	0	0
156	156	24	173	4	2	0	2	0	0	0	1
156	156	25	173	4	2	0	2	0	0	0	0
156	156	26	173	4	2	0	2	0	0	0	0
156	156	27	172	4	3	0	2	1	1	0	0
156	156	28	171	5	3	0	2	1	0	0	0
156	156	29	171	5	3	0	2	0	0	0	0
156	156	30	171	5	3	0	2	0	0	0	0
156	156	31	169	6	4	0	2	2	1	0	0
156	156	32	168	6	4	1	2	1	1	1	0
156	156	33	168	5	4	2	2	0	1	1	0
156	156	34	168	5	3	3	2	0	0	1	0
156	156	35	168	4	4	3	2	0	1	0	0
156	156	36	168	2	6	3	2	0	2	0	0
156	156	37	167	3	5	4	2	1	0	1	0
157	157	0	177	4	0	0	0	0	0	0	0
157	157	1	177	4	0	0	0	0	0	0	0
157	157	2	177	4	0	0	0	0	0	0	0
157	157	3	177	4	0	0	0	0	0	0	0
157	157	4	177	4	0	0	0	0	0	0	0
157	157	5	177	4	0	0	0	0	0	0	0
157	157	6	177	4	0	0	0	0	0	0	0
157	157	7	177	4	0	0	0	0	0	0	0
157	157	8	177	3	1	0	0	0	1	0	0
157	157	9	175	5	1	0	0	2	0	0	0
157	157	10	175	4	2	0	0	0	1	0	0
157	157	11	175	4	2	0	0	0	0	0	0
157	157	12	174	4	3	0	0	1	1	0	0
157	157	13	173	4	4	0	0	1	1	0	0
157	157	14	170	7	4	0	0	3	0	0	0
157	157	15	167	10	4	0	0	3	0	0	0
157	157	16	167	10	3	0	1	0	0	0	1
157	157	17	167	9	4	0	1	0	1	0	0
157	157	18	166	9	5	0	1	1	1	0	0
157	157	19	166	8	5	0	2	0	1	0	1
157	157	20	162	11	6	0	2	4	1	0	0
157	157	21	162	10	7	0	2	0	1	0	0
157	157	22	161	8	9	1	2	1	3	1	0
157	157	23	159	10	9	1	2	2	0	0	0
157	157	24	158	9	11	1	2	1	2	0	0
157	157	25	154	13	11	1	2	4	0	0	0
157	157	26	154	13	11	1	2	0	0	0	0
157	157	27	153	14	10	1	3	1	0	0	1
157	157	28	151	15	11	1	3	2	1	0	0
157	157	29	148	15	14	1	3	3	3	0	0
157	157	30	145	16	14	2	4	3	2	1	1
157	157	31	142	15	17	3	4	3	4	1	0
157	157	32	139	15	19	4	4	3	3	1	0
157	157	33	135	17	20	4	5	4	2	0	1
157	157	34	130	20	22	4	5	5	2	0	0
157	157	35	124	24	22	4	7	6	2	0	2
157	157	36	120	26	23	5	7	4	2	1	0
157	157	37	116	26	24	8	7	4	4	3	0
158	158	0	176	5	0	0	0	0	0	0	0
158	158	1	176	5	0	0	0	0	0	0	0
158	158	2	176	4	1	0	0	0	1	0	0
158	158	3	176	3	2	0	0	0	1	0	0
158	158	4	175	4	2	0	0	1	0	0	0
158	158	5	175	3	3	0	0	0	1	0	0
158	158	6	174	4	3	0	0	1	0	0	0
158	158	7	174	4	3	0	0	0	0	0	0
158	158	8	174	4	3	0	0	0	0	0	0
158	158	9	173	4	4	0	0	1	1	0	0
158	158	10	173	4	4	0	0	0	0	0	0
158	158	11	172	4	5	0	0	1	1	0	0
158	158	12	170	4	7	0	0	2	2	0	0
158	158	13	170	2	9	0	0	0	2	0	0
158	158	14	169	3	9	0	0	1	0	0	0
158	158	15	166	5	10	0	0	3	1	0	0
158	158	16	164	7	9	0	1	2	0	0	1
158	158	17	161	9	9	1	1	3	1	1	0
158	158	18	157	12	9	2	1	4	1	1	0
158	158	19	156	11	11	2	1	1	2	0	0
158	158	20	155	11	11	3	1	1	1	1	0
158	158	21	150	14	13	3	1	5	2	0	0
158	158	22	144	17	15	4	1	6	3	1	0
158	158	23	140	16	18	5	2	4	5	1	1
158	158	24	131	24	18	6	2	9	1	1	0
158	158	25	127	25	19	8	2	4	3	2	0
158	158	26	120	30	18	9	4	7	2	1	2
158	158	27	113	30	23	10	5	7	7	1	1
158	158	28	108	30	26	11	6	5	5	1	1
158	158	29	105	30	27	12	7	3	3	1	1
158	158	30	102	32	27	12	8	3	1	0	1
158	158	31	97	30	33	13	8	5	7	1	0
158	158	32	95	27	35	16	8	2	5	3	0
158	158	33	88	30	34	20	9	7	4	4	1
158	158	34	83	29	39	21	9	5	6	1	0
158	158	35	77	27	43	23	11	6	8	2	2
158	158	36	72	26	44	28	11	5	6	5	0
158	158	37	67	29	36	36	13	5	2	8	2
159	159	0	177	4	0	0	0	0	0	0	0
159	159	1	177	3	1	0	0	0	1	0	0
159	159	2	177	3	1	0	0	0	0	0	0
159	159	3	177	2	2	0	0	0	1	0	0
159	159	4	176	3	2	0	0	1	0	0	0
159	159	5	176	3	2	0	0	0	0	0	0
159	159	6	176	2	3	0	0	0	1	0	0
159	159	7	175	3	3	0	0	1	0	0	0
159	159	8	173	4	4	0	0	2	1	0	0
159	159	9	170	7	4	0	0	3	0	0	0
159	159	10	168	9	4	0	0	2	0	0	0
159	159	11	165	12	4	0	0	3	0	0	0
159	159	12	164	10	7	0	0	1	3	0	0
159	159	13	163	10	8	0	0	1	1	0	0
159	159	14	159	13	9	0	0	4	1	0	0
159	159	15	157	15	8	1	0	2	0	1	0
159	159	16	156	14	9	1	1	1	2	0	1
159	159	17	153	16	8	2	2	3	1	1	1
159	159	18	148	19	10	2	2	5	2	0	0
159	159	19	145	18	12	4	2	3	4	2	0
159	159	20	143	15	16	4	3	2	5	0	1
159	159	21	137	20	14	4	6	6	1	0	3
159	159	22	131	23	17	4	6	6	3	0	0
159	159	23	122	28	21	4	6	9	4	0	0
159	159	24	113	33	24	5	6	9	4	1	0
159	159	25	109	31	26	6	9	4	6	1	3
159	159	26	100	38	23	9	11	9	2	3	2
159	159	27	95	35	29	11	11	5	8	2	0
159	159	28	86	41	29	13	12	9	3	2	1
159	159	29	78	42	33	15	13	8	7	2	1
159	159	30	74	39	36	17	15	4	7	2	2
159	159	31	69	38	36	20	18	5	6	3	3
159	159	32	63	36	39	23	20	6	8	3	2
159	159	33	56	40	35	26	24	7	3	3	4
159	159	34	53	36	40	28	24	3	7	2	0
159	159	35	45	37	44	30	25	8	7	2	1
159	159	36	43	34	45	32	27	2	5	2	2
159	159	37	36	39	44	33	29	7	2	1	2
160	160	0	178	3	0	0	0	0	0	0	0
160	160	1	178	3	0	0	0	0	0	0	0
160	160	2	178	3	0	0	0	0	0	0	0
160	160	3	178	3	0	0	0	0	0	0	0
160	160	4	178	1	2	0	0	0	2	0	0
160	160	5	178	1	2	0	0	0	0	0	0
160	160	6	178	1	2	0	0	0	0	0	0
160	160	7	178	1	2	0	0	0	0	0	0
160	160	8	178	1	2	0	0	0	0	0	0
160	160	9	177	2	2	0	0	1	0	0	0
160	160	10	176	2	3	0	0	1	1	0	0
160	160	11	176	2	3	0	0	0	0	0	0
160	160	12	174	4	3	0	0	2	0	0	0
160	160	13	173	5	3	0	0	1	0	0	0
160	160	14	171	6	4	0	0	2	1	0	0
160	160	15	169	6	6	0	0	2	2	0	0
160	160	16	166	9	5	1	0	3	0	1	0
160	160	17	166	8	4	3	0	0	1	2	0
160	160	18	162	12	4	3	0	4	0	0	0
160	160	19	160	12	5	3	1	2	2	0	1
160	160	20	157	11	9	3	1	3	4	0	0
160	160	21	156	11	10	3	1	1	1	0	0
160	160	22	155	9	13	3	1	1	3	0	0
160	160	23	150	13	13	4	1	5	1	1	0
160	160	24	144	19	11	4	3	6	0	0	2
160	160	25	141	19	13	4	4	3	3	0	1
160	160	26	140	17	16	4	4	1	3	0	0
160	160	27	136	17	17	6	5	4	4	2	1
160	160	28	136	15	16	7	7	0	2	1	2
160	160	29	135	14	17	8	7	1	2	1	0
160	160	30	134	12	18	9	8	1	3	1	1
160	160	31	126	15	19	11	10	8	5	2	2
160	160	32	123	12	23	13	10	3	6	2	0
160	160	33	116	19	19	16	11	7	0	3	1
160	160	34	113	19	21	17	11	3	3	1	0
160	160	35	109	21	20	19	12	4	2	2	1
160	160	36	105	24	19	21	12	4	1	2	0
160	160	37	100	24	22	23	12	5	5	2	0
161	161	0	178	3	0	0	0	0	0	0	0
161	161	1	178	3	0	0	0	0	0	0	0
161	161	2	178	2	1	0	0	0	1	0	0
161	161	3	178	2	1	0	0	0	0	0	0
161	161	4	177	3	1	0	0	1	0	0	0
161	161	5	177	2	2	0	0	0	1	0	0
161	161	6	177	1	3	0	0	0	1	0	0
161	161	7	177	1	3	0	0	0	0	0	0
161	161	8	176	2	3	0	0	1	0	0	0
161	161	9	175	2	4	0	0	1	1	0	0
161	161	10	173	3	5	0	0	2	1	0	0
161	161	11	171	5	4	0	1	2	0	0	1
161	161	12	171	4	4	1	1	0	1	1	0
161	161	13	169	5	4	2	1	2	1	1	0
161	161	14	168	5	5	2	1	1	1	0	0
161	161	15	167	6	3	3	2	1	0	1	1
161	161	16	165	6	5	3	2	2	2	0	0
161	161	17	163	8	4	4	2	2	0	1	0
161	161	18	162	8	4	5	2	1	1	1	0
161	161	19	162	7	5	5	2	0	1	0	0
161	161	20	160	6	8	5	2	2	3	0	0
161	161	21	158	7	8	6	2	2	1	1	0
161	161	22	158	5	8	6	4	0	2	0	2
161	161	23	155	8	8	6	4	3	0	0	0
161	161	24	151	10	9	7	4	4	2	1	0
161	161	25	149	11	7	9	5	2	1	2	1
161	161	26	144	14	9	9	5	5	2	0	0
161	161	27	140	16	11	9	5	4	2	0	0
161	161	28	139	16	11	10	5	1	1	1	0
161	161	29	137	17	11	10	6	2	1	0	1
161	161	30	135	17	12	11	6	2	2	1	0
161	161	31	133	15	15	12	6	2	4	1	0
161	161	32	127	17	19	12	6	6	4	0	0
161	161	33	122	19	16	16	8	5	3	4	2
161	161	34	115	24	15	18	9	7	2	2	1
161	161	35	109	26	17	19	10	6	4	1	1
161	161	36	107	22	20	22	10	2	6	3	0
161	161	37	102	19	25	24	11	5	8	2	1
162	162	0	177	4	0	0	0	0	0	0	0
162	162	1	177	3	1	0	0	0	1	0	0
162	162	2	177	3	1	0	0	0	0	0	0
162	162	3	176	4	1	0	0	1	0	0	0
162	162	4	176	4	1	0	0	0	0	0	0
162	162	5	176	4	1	0	0	0	0	0	0
162	162	6	176	3	1	1	0	0	1	1	0
162	162	7	176	3	1	1	0	0	0	0	0
162	162	8	176	3	0	1	1	0	0	0	1
162	162	9	176	3	0	1	1	0	0	0	0
162	162	10	176	3	0	1	1	0	0	0	0
162	162	11	176	3	0	1	1	0	0	0	0
162	162	12	176	3	0	1	1	0	0	0	0
162	162	13	176	3	0	1	1	0	0	0	0
162	162	14	176	2	1	1	1	0	1	0	0
162	162	15	176	2	1	1	1	0	0	0	0
162	162	16	176	2	1	1	1	0	0	0	0
162	162	17	175	3	1	1	1	1	0	0	0
162	162	18	175	3	1	1	1	0	0	0	0
162	162	19	173	4	2	1	1	2	1	0	0
162	162	20	173	3	2	1	2	0	1	0	1
162	162	21	173	3	1	1	3	0	0	0	1
162	162	22	173	2	2	1	3	0	1	0	0
162	162	23	173	2	1	1	4	0	0	0	1
162	162	24	173	0	3	1	4	0	2	0	0
162	162	25	173	0	3	1	4	0	0	0	0
162	162	26	171	2	3	1	4	2	0	0	0
162	162	27	170	3	3	1	4	1	0	0	0
162	162	28	169	4	2	1	5	1	0	0	1
162	162	29	168	5	2	1	5	1	0	0	0
162	162	30	167	5	3	1	5	1	1	0	0
162	162	31	165	7	1	2	6	2	0	1	1
162	162	32	165	6	1	3	6	0	1	1	0
162	162	33	165	5	1	3	7	0	1	0	1
162	162	34	165	5	1	3	7	0	0	0	0
162	162	35	165	3	3	3	7	0	2	0	0
162	162	36	164	4	3	3	7	1	0	0	0
162	162	37	163	4	4	3	7	1	1	0	0
163	163	0	176	5	0	0	0	0	0	0	0
163	163	1	176	4	1	0	0	0	1	0	0
163	163	2	176	4	1	0	0	0	0	0	0
163	163	3	176	3	2	0	0	0	1	0	0
163	163	4	176	3	2	0	0	0	0	0	0
163	163	5	176	3	2	0	0	0	0	0	0
163	163	6	176	3	2	0	0	0	0	0	0
163	163	7	175	3	3	0	0	1	1	0	0
163	163	8	171	6	4	0	0	4	1	0	0
163	163	9	171	6	3	0	1	0	0	0	1
163	163	10	170	6	3	0	2	1	1	0	1
163	163	11	170	5	4	0	2	0	1	0	0
163	163	12	167	7	5	0	2	3	1	0	0
163	163	13	165	7	7	0	2	2	2	0	0
163	163	14	162	10	7	0	2	3	0	0	0
163	163	15	158	13	5	2	3	4	1	2	1
163	163	16	158	12	6	2	3	0	1	0	0
163	163	17	157	9	10	2	3	1	4	0	0
163	163	18	153	11	12	2	3	4	2	0	0
163	163	19	151	12	10	2	6	2	1	0	3
163	163	20	150	11	11	2	7	1	2	0	1
163	163	21	146	13	13	2	7	4	2	0	0
163	163	22	140	18	12	2	9	6	1	0	2
163	163	23	138	17	12	4	10	2	3	2	1
163	163	24	134	20	12	5	10	4	1	1	0
163	163	25	130	20	14	6	11	4	4	1	1
163	163	26	129	14	21	6	11	1	7	0	0
163	163	27	126	15	20	7	13	3	2	1	2
163	163	28	121	20	18	8	14	5	0	1	1
163	163	29	112	28	17	9	15	9	1	1	1
163	163	30	112	26	16	10	17	0	2	1	2
163	163	31	109	28	14	12	18	3	1	2	1
163	163	32	107	28	15	13	18	2	2	1	0
163	163	33	104	30	12	15	20	3	1	2	2
163	163	34	102	25	19	15	20	2	7	0	0
163	163	35	98	22	24	15	22	4	7	0	2
163	163	36	95	21	27	16	22	3	4	1	0
163	163	37	90	22	27	17	25	5	4	1	3
164	164	0	178	3	0	0	0	0	0	0	0
164	164	1	178	3	0	0	0	0	0	0	0
164	164	2	178	2	1	0	0	0	1	0	0
164	164	3	178	2	1	0	0	0	0	0	0
164	164	4	178	2	1	0	0	0	0	0	0
164	164	5	178	2	1	0	0	0	0	0	0
164	164	6	177	2	2	0	0	1	1	0	0
164	164	7	176	3	2	0	0	1	0	0	0
164	164	8	176	3	2	0	0	0	0	0	0
164	164	9	175	4	2	0	0	1	0	0	0
164	164	10	175	4	1	1	0	0	0	1	0
164	164	11	175	4	1	1	0	0	0	0	0
164	164	12	175	2	3	1	0	0	2	0	0
164	164	13	172	5	2	1	1	3	0	0	1
164	164	14	172	5	2	1	1	0	0	0	0
164	164	15	172	4	3	1	1	0	1	0	0
164	164	16	171	4	3	2	1	1	1	1	0
164	164	17	171	3	4	2	1	0	1	0	0
164	164	18	171	3	4	2	1	0	0	0	0
164	164	19	171	2	5	2	1	0	1	0	0
164	164	20	169	3	4	3	2	2	1	1	1
164	164	21	168	4	2	4	3	1	0	1	1
164	164	22	168	4	1	5	3	0	0	1	0
164	164	23	168	4	0	6	3	0	0	1	0
164	164	24	168	4	0	6	3	0	0	0	0
164	164	25	168	4	0	6	3	0	0	0	0
164	164	26	168	4	0	6	3	0	0	0	0
164	164	27	168	3	1	6	3	0	1	0	0
164	164	28	168	3	1	6	3	0	0	0	0
164	164	29	168	3	1	6	3	0	0	0	0
164	164	30	168	1	3	6	3	0	2	0	0
164	164	31	168	0	3	6	4	0	1	0	1
164	164	32	167	1	2	7	4	1	0	1	0
164	164	33	167	1	2	7	4	0	0	0	0
164	164	34	166	2	2	7	4	1	0	0	0
164	164	35	166	1	3	7	4	0	1	0	0
164	164	36	164	3	3	7	4	2	0	0	0
164	164	37	163	4	3	7	4	1	0	0	0
165	165	0	179	2	0	0	0	0	0	0	0
165	165	1	179	2	0	0	0	0	0	0	0
165	165	2	179	2	0	0	0	0	0	0	0
165	165	3	179	2	0	0	0	0	0	0	0
165	165	4	179	2	0	0	0	0	0	0	0
165	165	5	179	2	0	0	0	0	0	0	0
165	165	6	179	2	0	0	0	0	0	0	0
165	165	7	179	1	1	0	0	0	1	0	0
165	165	8	179	1	1	0	0	0	0	0	0
165	165	9	178	2	1	0	0	1	0	0	0
165	165	10	177	3	1	0	0	1	0	0	0
165	165	11	177	3	1	0	0	0	0	0	0
165	165	12	177	2	2	0	0	0	1	0	0
165	165	13	176	3	2	0	0	1	0	0	0
165	165	14	174	5	2	0	0	2	0	0	0
165	165	15	174	5	1	1	0	0	0	1	0
165	165	16	174	3	2	1	1	0	2	0	1
165	165	17	174	2	2	2	1	0	1	1	0
165	165	18	172	4	2	2	1	2	0	0	0
165	165	19	172	4	2	2	1	0	0	0	0
165	165	20	172	4	2	2	1	0	0	0	0
165	165	21	172	4	2	2	1	0	0	0	0
165	165	22	172	4	2	2	1	0	0	0	0
165	165	23	172	4	2	2	1	0	0	0	0
165	165	24	171	5	2	2	1	1	0	0	0
165	165	25	170	4	4	2	1	1	2	0	0
165	165	26	169	5	4	2	1	1	0	0	0
165	165	27	167	6	5	2	1	2	1	0	0
165	165	28	166	7	5	2	1	1	0	0	0
165	165	29	163	9	6	2	1	3	1	0	0
165	165	30	160	11	7	2	1	3	1	0	0
165	165	31	159	12	7	2	1	1	0	0	0
165	165	32	157	14	6	3	1	2	0	1	0
165	165	33	157	13	7	3	1	0	1	0	0
165	165	34	154	15	8	3	1	3	1	0	0
165	165	35	151	16	8	3	3	3	2	0	2
165	165	36	148	14	11	5	3	3	5	2	0
165	165	37	148	14	10	5	4	0	0	0	1
166	166	0	178	3	0	0	0	0	0	0	0
166	166	1	178	2	1	0	0	0	1	0	0
166	166	2	178	2	1	0	0	0	0	0	0
166	166	3	178	2	1	0	0	0	0	0	0
166	166	4	177	2	1	1	0	1	1	1	0
166	166	5	177	2	1	1	0	0	0	0	0
166	166	6	177	2	1	1	0	0	0	0	0
166	166	7	176	3	1	1	0	1	0	0	0
166	166	8	176	2	2	1	0	0	1	0	0
166	166	9	176	2	2	1	0	0	0	0	0
166	166	10	176	2	2	1	0	0	0	0	0
166	166	11	176	1	3	1	0	0	1	0	0
166	166	12	176	1	3	1	0	0	0	0	0
166	166	13	176	1	3	1	0	0	0	0	0
166	166	14	175	2	3	1	0	1	0	0	0
166	166	15	175	1	4	1	0	0	1	0	0
166	166	16	175	1	4	1	0	0	0	0	0
166	166	17	174	2	4	1	0	1	0	0	0
166	166	18	173	3	4	1	0	1	0	0	0
166	166	19	173	3	4	1	0	0	0	0	0
166	166	20	173	2	4	2	0	0	1	1	0
166	166	21	172	3	4	2	0	1	0	0	0
166	166	22	171	3	5	2	0	1	1	0	0
166	166	23	171	2	4	3	1	0	1	1	1
166	166	24	170	3	4	3	1	1	0	0	0
166	166	25	168	5	2	5	1	2	0	2	0
166	166	26	168	5	2	5	1	0	0	0	0
166	166	27	168	5	2	5	1	0	0	0	0
166	166	28	168	4	3	5	1	0	1	0	0
166	166	29	168	4	3	5	1	0	0	0	0
166	166	30	167	4	3	5	2	1	1	0	1
166	166	31	166	4	4	5	2	1	1	0	0
166	166	32	165	4	5	5	2	1	1	0	0
166	166	33	164	4	6	5	2	1	1	0	0
166	166	34	163	5	4	7	2	1	0	2	0
166	166	35	163	4	4	8	2	0	1	1	0
166	166	36	161	6	2	9	3	2	0	1	1
166	166	37	161	5	3	9	3	0	1	0	0
167	167	0	177	4	0	0	0	0	0	0	0
167	167	1	177	3	1	0	0	0	1	0	0
167	167	2	177	2	2	0	0	0	1	0	0
167	167	3	176	3	1	0	1	1	0	0	1
167	167	4	176	2	2	0	1	0	1	0	0
167	167	5	176	1	3	0	1	0	1	0	0
167	167	6	176	1	2	1	1	0	0	1	0
167	167	7	176	1	1	2	1	0	0	1	0
167	167	8	176	1	1	2	1	0	0	0	0
167	167	9	176	1	1	2	1	0	0	0	0
167	167	10	176	1	1	2	1	0	0	0	0
167	167	11	175	1	2	2	1	1	1	0	0
167	167	12	175	1	2	2	1	0	0	0	0
167	167	13	175	1	1	3	1	0	0	1	0
167	167	14	175	1	1	3	1	0	0	0	0
167	167	15	175	1	1	3	1	0	0	0	0
167	167	16	175	0	2	3	1	0	1	0	0
167	167	17	173	2	2	3	1	2	0	0	0
167	167	18	173	2	2	3	1	0	0	0	0
167	167	19	172	3	2	3	1	1	0	0	0
167	167	20	172	3	2	3	1	0	0	0	0
167	167	21	171	2	4	3	1	1	2	0	0
167	167	22	170	3	3	4	1	1	0	1	0
167	167	23	170	2	3	5	1	0	1	1	0
167	167	24	170	1	4	5	1	0	1	0	0
167	167	25	170	1	3	6	1	0	0	1	0
167	167	26	168	3	3	6	1	2	0	0	0
167	167	27	168	3	3	6	1	0	0	0	0
167	167	28	168	3	3	6	1	0	0	0	0
167	167	29	167	3	3	7	1	1	1	1	0
167	167	30	167	2	4	7	1	0	1	0	0
167	167	31	167	2	4	7	1	0	0	0	0
167	167	32	167	2	4	7	1	0	0	0	0
167	167	33	167	2	4	7	1	0	0	0	0
167	167	34	166	1	6	7	1	1	2	0	0
167	167	35	165	2	5	7	2	1	0	0	1
167	167	36	163	4	5	7	2	2	0	0	0
167	167	37	163	2	6	8	2	0	2	1	0
168	168	0	177	4	0	0	0	0	0	0	0
168	168	1	177	4	0	0	0	0	0	0	0
168	168	2	177	4	0	0	0	0	0	0	0
168	168	3	177	4	0	0	0	0	0	0	0
168	168	4	177	4	0	0	0	0	0	0	0
168	168	5	177	4	0	0	0	0	0	0	0
168	168	6	177	4	0	0	0	0	0	0	0
168	168	7	177	3	1	0	0	0	1	0	0
168	168	8	177	3	1	0	0	0	0	0	0
168	168	9	176	3	2	0	0	1	1	0	0
168	168	10	176	2	2	1	0	0	1	1	0
168	168	11	176	1	3	1	0	0	1	0	0
168	168	12	176	1	3	1	0	0	0	0	0
168	168	13	176	1	3	1	0	0	0	0	0
168	168	14	176	1	2	2	0	0	0	1	0
168	168	15	175	2	2	2	0	1	0	0	0
168	168	16	175	2	2	2	0	0	0	0	0
168	168	17	175	1	3	2	0	0	1	0	0
168	168	18	175	1	2	3	0	0	0	1	0
168	168	19	175	0	3	3	0	0	1	0	0
168	168	20	175	0	3	3	0	0	0	0	0
168	168	21	175	0	3	3	0	0	0	0	0
168	168	22	173	2	2	4	0	2	0	1	0
168	168	23	171	4	1	5	0	2	0	1	0
168	168	24	171	4	1	5	0	0	0	0	0
168	168	25	171	4	0	6	0	0	0	1	0
168	168	26	171	4	0	6	0	0	0	0	0
168	168	27	171	3	1	6	0	0	1	0	0
168	168	28	171	2	1	7	0	0	1	1	0
168	168	29	171	2	1	7	0	0	0	0	0
168	168	30	171	2	1	7	0	0	0	0	0
168	168	31	171	2	1	7	0	0	0	0	0
168	168	32	171	2	1	7	0	0	0	0	0
168	168	33	171	1	2	7	0	0	1	0	0
168	168	34	171	1	2	7	0	0	0	0	0
168	168	35	171	1	2	7	0	0	0	0	0
168	168	36	171	1	2	7	0	0	0	0	0
168	168	37	170	2	2	7	0	1	0	0	0
169	169	0	177	4	0	0	0	0	0	0	0
169	169	1	177	4	0	0	0	0	0	0	0
169	169	2	177	3	1	0	0	0	1	0	0
169	169	3	177	3	1	0	0	0	0	0	0
169	169	4	177	3	1	0	0	0	0	0	0
169	169	5	177	3	1	0	0	0	0	0	0
169	169	6	177	2	2	0	0	0	1	0	0
169	169	7	177	2	2	0	0	0	0	0	0
169	169	8	177	2	2	0	0	0	0	0	0
169	169	9	177	2	1	1	0	0	0	1	0
169	169	10	177	2	1	1	0	0	0	0	0
169	169	11	177	2	1	1	0	0	0	0	0
169	169	12	177	1	2	1	0	0	1	0	0
169	169	13	177	1	2	1	0	0	0	0	0
169	169	14	177	1	1	1	1	0	0	0	1
169	169	15	176	2	1	1	1	1	0	0	0
169	169	16	176	2	1	1	1	0	0	0	0
169	169	17	176	1	2	1	1	0	1	0	0
169	169	18	176	1	2	1	1	0	0	0	0
169	169	19	175	2	2	1	1	1	0	0	0
169	169	20	175	2	2	1	1	0	0	0	0
169	169	21	175	2	2	1	1	0	0	0	0
169	169	22	175	2	2	1	1	0	0	0	0
169	169	23	175	2	2	1	1	0	0	0	0
169	169	24	175	2	1	2	1	0	0	1	0
169	169	25	175	2	1	2	1	0	0	0	0
169	169	26	175	2	0	3	1	0	0	1	0
169	169	27	175	2	0	3	1	0	0	0	0
169	169	28	175	2	0	3	1	0	0	0	0
169	169	29	175	2	0	3	1	0	0	0	0
169	169	30	175	2	0	3	1	0	0	0	0
169	169	31	175	2	0	3	1	0	0	0	0
169	169	32	175	2	0	3	1	0	0	0	0
169	169	33	175	1	1	3	1	0	1	0	0
169	169	34	175	1	1	3	1	0	0	0	0
169	169	35	175	1	1	3	1	0	0	0	0
169	169	36	175	1	1	3	1	0	0	0	0
169	169	37	175	1	1	3	1	0	0	0	0
170	170	0	177	4	0	0	0	0	0	0	0
170	170	1	177	4	0	0	0	0	0	0	0
170	170	2	177	4	0	0	0	0	0	0	0
170	170	3	177	4	0	0	0	0	0	0	0
170	170	4	177	3	1	0	0	0	1	0	0
170	170	5	177	3	1	0	0	0	0	0	0
170	170	6	176	3	2	0	0	1	1	0	0
170	170	7	176	3	1	1	0	0	0	1	0
170	170	8	176	3	1	1	0	0	0	0	0
170	170	9	176	3	1	1	0	0	0	0	0
170	170	10	175	4	1	1	0	1	0	0	0
170	170	11	175	4	1	1	0	0	0	0	0
170	170	12	175	4	1	1	0	0	0	0	0
170	170	13	175	3	2	1	0	0	1	0	0
170	170	14	175	3	1	2	0	0	0	1	0
170	170	15	175	2	1	2	1	0	1	0	1
170	170	16	175	2	1	2	1	0	0	0	0
170	170	17	175	2	1	2	1	0	0	0	0
170	170	18	173	4	1	2	1	2	0	0	0
170	170	19	173	4	1	2	1	0	0	0	0
170	170	20	173	4	1	2	1	0	0	0	0
170	170	21	173	4	1	2	1	0	0	0	0
170	170	22	173	3	2	2	1	0	1	0	0
170	170	23	173	3	2	2	1	0	0	0	0
170	170	24	173	3	2	2	1	0	0	0	0
170	170	25	173	2	3	2	1	0	1	0	0
170	170	26	173	2	3	2	1	0	0	0	0
170	170	27	172	3	3	2	1	1	0	0	0
170	170	28	170	5	3	2	1	2	0	0	0
170	170	29	169	5	4	2	1	1	1	0	0
170	170	30	168	6	4	2	1	1	0	0	0
170	170	31	168	4	6	2	1	0	2	0	0
170	170	32	168	4	4	4	1	0	0	2	0
170	170	33	168	4	4	4	1	0	0	0	0
170	170	34	168	3	5	4	1	0	1	0	0
170	170	35	168	2	6	4	1	0	1	0	0
170	170	36	168	2	6	4	1	0	0	0	0
170	170	37	167	3	6	4	1	1	0	0	0
171	171	0	179	2	0	0	0	0	0	0	0
171	171	1	179	2	0	0	0	0	0	0	0
171	171	2	179	2	0	0	0	0	0	0	0
171	171	3	179	2	0	0	0	0	0	0	0
171	171	4	179	2	0	0	0	0	0	0	0
171	171	5	179	2	0	0	0	0	0	0	0
171	171	6	179	1	1	0	0	0	1	0	0
171	171	7	179	1	1	0	0	0	0	0	0
171	171	8	179	1	1	0	0	0	0	0	0
171	171	9	178	2	1	0	0	1	0	0	0
171	171	10	178	2	1	0	0	0	0	0	0
171	171	11	177	3	0	1	0	1	0	1	0
171	171	12	177	2	1	1	0	0	1	0	0
171	171	13	177	2	1	1	0	0	0	0	0
171	171	14	177	2	1	1	0	0	0	0	0
171	171	15	177	2	1	1	0	0	0	0	0
171	171	16	177	2	0	1	1	0	0	0	1
171	171	17	177	2	0	1	1	0	0	0	0
171	171	18	177	1	1	1	1	0	1	0	0
171	171	19	177	1	1	1	1	0	0	0	0
171	171	20	177	1	1	1	1	0	0	0	0
171	171	21	177	1	1	1	1	0	0	0	0
171	171	22	177	1	1	1	1	0	0	0	0
171	171	23	177	1	0	2	1	0	0	1	0
171	171	24	177	1	0	2	1	0	0	0	0
171	171	25	177	1	0	2	1	0	0	0	0
