replicate	draw	time	daily_cases
1	1	0	0
1	1	1	0
1	1	2	0
1	1	3	0
1	1	4	0
1	1	5	0
1	1	6	0
1	1	7	0
1	1	8	3
1	1	9	0
1	1	10	0
1	1	11	0
1	1	12	0
1	1	13	0
1	1	14	0
1	1	15	0
1	1	16	1
1	1	17	0
1	1	18	2
1	1	19	2
1	1	20	0
1	1	21	0
1	1	22	0
1	1	23	0
1	1	24	0
1	1	25	1
1	1	26	0
1	1	27	0
1	1	28	0
1	1	29	0
1	1	30	0
1	1	31	0
1	1	32	1
1	1	33	0
1	1	34	2
1	1	35	3
1	1	36	2
1	1	37	0
2	2	0	0
2	2	1	0
2	2	2	0
2	2	3	2
2	2	4	0
2	2	5	0
2	2	6	0
2	2	7	0
2	2	8	1
2	2	9	0
2	2	10	0
2	2	11	0
2	2	12	0
2	2	13	0
2	2	14	0
2	2	15	0
2	2	16	0
2	2	17	0
2	2	18	0
2	2	19	0
2	2	20	0
2	2	21	0
2	2	22	0
2	2	23	0
2	2	24	0
2	2	25	0
2	2	26	0
2	2	27	0
2	2	28	0
2	2	29	0
2	2	30	0
2	2	31	0
2	2	32	0
2	2	33	0
2	2	34	0
2	2	35	0
2	2	36	0
2	2	37	0
3	3	0	0
3	3	1	0
3	3	2	0
3	3	3	1
3	3	4	0
3	3	5	0
3	3	6	0
3	3	7	0
3	3	8	0
3	3	9	0
3	3	10	0
3	3	11	0
3	3	12	0
3	3	13	2
3	3	14	0
3	3	15	0
3	3	16	0
3	3	17	0
3	3	18	0
3	3	19	0
3	3	20	0
3	3	21	0
3	3	22	0
3	3	23	0
3	3	24	0
3	3	25	0
3	3	26	0
3	3	27	0
3	3	28	0
3	3	29	0
3	3	30	0
3	3	31	0
3	3	32	0
3	3	33	0
3	3	34	0
3	3	35	0
3	3	36	0
3	3	37	0
4	4	0	0
4	4	1	0
4	4	2	4
4	4	3	0
4	4	4	0
4	4	5	0
4	4	6	0
4	4	7	0
4	4	8	0
4	4	9	0
4	4	10	0
4	4	11	0
4	4	12	0
4	4	13	0
4	4	14	0
4	4	15	0
4	4	16	0
4	4	17	0
4	4	18	0
4	4	19	0
4	4	20	0
4	4	21	0
4	4	22	0
4	4	23	0
4	4	24	0
4	4	25	0
4	4	26	0
4	4	27	0
4	4	28	0
4	4	29	0
4	4	30	0
4	4	31	0
4	4	32	0
4	4	33	0
4	4	34	0
4	4	35	0
4	4	36	0
4	4	37	0
5	5	0	0
5	5	1	0
5	5	2	0
5	5	3	0
5	5	4	0
5	5	5	0
5	5	6	0
5	5	7	0
5	5	8	0
5	5	9	0
5	5	10	0
5	5	11	0
5	5	12	0
5	5	13	0
5	5	14	0
5	5	15	0
5	5	16	0
5	5	17	1
5	5	18	0
5	5	19	0
5	5	20	0
5	5	21	0
5	5	22	0
5	5	23	0
5	5	24	0
5	5	25	0
5	5	26	0
5	5	27	1
5	5	28	0
5	5	29	0
5	5	30	0
5	5	31	0
5	5	32	0
5	5	33	0
5	5	34	0
5	5	35	0
5	5	36	0
5	5	37	0
6	6	0	0
6	6	1	1
6	6	2	0
6	6	3	0
6	6	4	0
6	6	5	2
6	6	6	0
6	6	7	0
6	6	8	0
6	6	9	1
6	6	10	1
6	6	11	0
6	6	12	1
6	6	13	0
6	6	14	0
6	6	15	0
6	6	16	0
6	6	17	0
6	6	18	0
6	6	19	2
6	6	20	3
6	6	21	5
6	6	22	2
6	6	23	1
6	6	24	0
6	6	25	3
6	6	26	2
6	6	27	3
6	6	28	4
6	6	29	7
6	6	30	2
6	6	31	5
6	6	32	7
6	6	33	5
6	6	34	4
6	6	35	8
6	6	36	1
6	6	37	5
7	7	0	0
7	7	1	0
7	7	2	0
7	7	3	0
7	7	4	0
7	7	5	0
7	7	6	0
7	7	7	2
7	7	8	0
7	7	9	0
7	7	10	0
7	7	11	0
7	7	12	0
7	7	13	0
7	7	14	0
7	7	15	2
7	7	16	2
7	7	17	0
7	7	18	0
7	7	19	0
7	7	20	3
7	7	21	0
7	7	22	0
7	7	23	0
7	7	24	0
7	7	25	0
7	7	26	1
7	7	27	1
7	7	28	0
7	7	29	0
7	7	30	1
7	7	31	0
7	7	32	0
7	7	33	3
7	7	34	0
7	7	35	8
7	7	36	0
7	7	37	0
8	8	0	0
8	8	1	1
8	8	2	0
8	8	3	0
8	8	4	0
8	8	5	0
8	8	6	0
8	8	7	0
8	8	8	0
8	8	9	0
8	8	10	2
8	8	11	1
8	8	12	1
8	8	13	3
8	8	14	0
8	8	15	1
8	8	16	1
8	8	17	0
8	8	18	0
8	8	19	3
8	8	20	2
8	8	21	0
8	8	22	4
8	8	23	3
8	8	24	5
8	8	25	1
8	8	26	4
8	8	27	9
8	8	28	3
8	8	29	2
8	8	30	2
8	8	31	1
8	8	32	2
8	8	33	2
8	8	34	0
8	8	35	6
8	8	36	0
8	8	37	1
9	9	0	0
9	9	1	0
9	9	2	0
9	9	3	0
9	9	4	0
9	9	5	2
9	9	6	0
9	9	7	2
9	9	8	0
9	9	9	0
9	9	10	0
9	9	11	0
9	9	12	0
9	9	13	0
9	9	14	1
9	9	15	0
9	9	16	0
9	9	17	2
9	9	18	3
9	9	19	1
9	9	20	0
9	9	21	0
9	9	22	0
9	9	23	1
9	9	24	1
9	9	25	2
9	9	26	0
9	9	27	3
9	9	28	0
9	9	29	2
9	9	30	0
9	9	31	2
9	9	32	0
9	9	33	0
9	9	34	0
9	9	35	2
9	9	36	0
9	9	37	1
10	10	0	0
10	10	1	0
10	10	2	2
10	10	3	0
10	10	4	0
10	10	5	0
10	10	6	3
10	10	7	0
10	10	8	0
10	10	9	0
10	10	10	1
10	10	11	0
10	10	12	0
10	10	13	0
10	10	14	0
10	10	15	0
10	10	16	0
10	10	17	0
10	10	18	0
10	10	19	0
10	10	20	0
10	10	21	0
10	10	22	0
10	10	23	0
10	10	24	0
10	10	25	0
10	10	26	0
10	10	27	0
10	10	28	0
10	10	29	0
10	10	30	0
10	10	31	0
10	10	32	0
10	10	33	0
10	10	34	0
10	10	35	0
10	10	36	0
10	10	37	0
11	11	0	0
11	11	1	0
11	11	2	0
11	11	3	0
11	11	4	0
11	11	5	0
11	11	6	0
11	11	7	0
11	11	8	0
11	11	9	0
11	11	10	0
11	11	11	0
11	11	12	2
11	11	13	0
11	11	14	0
11	11	15	0
11	11	16	0
11	11	17	0
11	11	18	0
11	11	19	0
11	11	20	0
11	11	21	0
11	11	22	0
11	11	23	0
11	11	24	0
11	11	25	0
11	11	26	0
11	11	27	0
11	11	28	0
11	11	29	0
11	11	30	0
11	11	31	0
11	11	32	0
11	11	33	3
11	11	34	0
11	11	35	0
11	11	36	0
11	11	37	0
12	12	0	0
12	12	1	0
12	12	2	0
12	12	3	0
12	12	4	0
12	12	5	0
12	12	6	0
12	12	7	0
12	12	8	1
12	12	9	0
12	12	10	0
12	12	11	0
12	12	12	0
12	12	13	0
12	12	14	0
12	12	15	0
12	12	16	0
12	12	17	0
12	12	18	0
12	12	19	0
12	12	20	0
12	12	21	0
12	12	22	0
12	12	23	0
12	12	24	1
12	12	25	0
12	12	26	0
12	12	27	0
12	12	28	0
12	12	29	0
12	12	30	0
12	12	31	1
12	12	32	0
12	12	33	0
12	12	34	0
12	12	35	9
12	12	36	0
12	12	37	2
13	13	0	0
13	13	1	0
13	13	2	0
13	13	3	0
13	13	4	0
13	13	5	0
13	13	6	0
13	13	7	0
13	13	8	0
13	13	9	0
13	13	10	0
13	13	11	0
13	13	12	0
13	13	13	0
13	13	14	0
13	13	15	1
13	13	16	0
13	13	17	0
13	13	18	0
13	13	19	0
13	13	20	0
13	13	21	0
13	13	22	0
13	13	23	0
13	13	24	0
13	13	25	0
13	13	26	0
13	13	27	0
13	13	28	1
13	13	29	0
13	13	30	1
13	13	31	0
13	13	32	0
13	13	33	0
13	13	34	0
13	13	35	1
13	13	36	0
13	13	37	2
14	14	0	0
14	14	1	0
14	14	2	0
14	14	3	0
14	14	4	0
14	14	5	0
14	14	6	0
14	14	7	0
14	14	8	0
14	14	9	0
14	14	10	0
14	14	11	0
14	14	12	0
14	14	13	0
14	14	14	0
14	14	15	0
14	14	16	2
14	14	17	0
14	14	18	0
14	14	19	0
14	14	20	0
14	14	21	0
14	14	22	0
14	14	23	0
14	14	24	2
14	14	25	0
14	14	26	0
14	14	27	0
14	14	28	0
14	14	29	0
14	14	30	3
14	14	31	0
14	14	32	0
14	14	33	0
14	14	34	0
14	14	35	0
14	14	36	0
14	14	37	1
15	15	0	0
15	15	1	0
15	15	2	0
15	15	3	1
15	15	4	0
15	15	5	0
15	15	6	0
15	15	7	0
15	15	8	0
15	15	9	0
15	15	10	0
15	15	11	0
15	15	12	0
15	15	13	2
15	15	14	0
15	15	15	0
15	15	16	0
15	15	17	0
15	15	18	0
15	15	19	0
15	15	20	0
15	15	21	0
15	15	22	0
15	15	23	0
15	15	24	0
15	15	25	0
15	15	26	0
15	15	27	0
15	15	28	2
15	15	29	0
15	15	30	0
15	15	31	0
15	15	32	3
15	15	33	0
15	15	34	1
15	15	35	0
15	15	36	1
15	15	37	0
16	16	0	0
16	16	1	0
16	16	2	0
16	16	3	0
16	16	4	0
16	16	5	0
16	16	6	0
16	16	7	0
16	16	8	0
16	16	9	0
16	16	10	0
16	16	11	0
16	16	12	2
16	16	13	0
16	16	14	0
16	16	15	3
16	16	16	0
16	16	17	0
16	16	18	1
16	16	19	0
16	16	20	0
16	16	21	0
16	16	22	0
16	16	23	0
16	16	24	0
16	16	25	0
16	16	26	0
16	16	27	0
16	16	28	0
16	16	29	0
16	16	30	0
16	16	31	0
16	16	32	0
16	16	33	0
16	16	34	1
16	16	35	0
16	16	36	1
16	16	37	0
17	17	0	0
17	17	1	0
17	17	2	1
17	17	3	0
17	17	4	0
17	17	5	0
17	17	6	0
17	17	7	0
17	17	8	0
17	17	9	0
17	17	10	0
17	17	11	0
17	17	12	0
17	17	13	3
17	17	14	0
17	17	15	0
17	17	16	0
17	17	17	0
17	17	18	1
17	17	19	0
17	17	20	0
17	17	21	0
17	17	22	5
17	17	23	0
17	17	24	1
17	17	25	0
17	17	26	0
17	17	27	0
17	17	28	1
17	17	29	2
17	17	30	2
17	17	31	1
17	17	32	0
17	17	33	2
17	17	34	1
17	17	35	1
17	17	36	1
17	17	37	5
18	18	0	0
18	18	1	0
18	18	2	0
18	18	3	0
18	18	4	0
18	18	5	0
18	18	6	0
18	18	7	0
18	18	8	0
18	18	9	0
18	18	10	0
18	18	11	0
18	18	12	0
18	18	13	0
18	18	14	0
18	18	15	1
18	18	16	0
18	18	17	1
18	18	18	0
18	18	19	7
18	18	20	1
18	18	21	4
18	18	22	1
18	18	23	7
18	18	24	0
18	18	25	1
18	18	26	0
18	18	27	0
18	18	28	1
18	18	29	2
18	18	30	6
18	18	31	5
18	18	32	2
18	18	33	0
18	18	34	5
18	18	35	3
18	18	36	3
18	18	37	2
19	19	0	0
19	19	1	5
19	19	2	0
19	19	3	0
19	19	4	1
19	19	5	0
19	19	6	0
19	19	7	1
19	19	8	0
19	19	9	5
19	19	10	0
19	19	11	3
19	19	12	2
19	19	13	0
19	19	14	3
19	19	15	0
19	19	16	0
19	19	17	0
19	19	18	0
19	19	19	0
19	19	20	0
19	19	21	0
19	19	22	0
19	19	23	0
19	19	24	0
19	19	25	0
19	19	26	1
19	19	27	0
19	19	28	0
19	19	29	0
19	19	30	7
19	19	31	0
19	19	32	0
19	19	33	1
19	19	34	0
19	19	35	0
19	19	36	1
19	19	37	2
20	20	0	0
20	20	1	0
20	20	2	0
20	20	3	0
20	20	4	0
20	20	5	4
20	20	6	0
20	20	7	1
20	20	8	0
20	20	9	0
20	20	10	0
20	20	11	0
20	20	12	1
20	20	13	0
20	20	14	0
20	20	15	1
20	20	16	0
20	20	17	0
20	20	18	0
20	20	19	0
20	20	20	2
20	20	21	0
20	20	22	0
20	20	23	0
20	20	24	0
20	20	25	0
20	20	26	0
20	20	27	1
20	20	28	0
20	20	29	1
20	20	30	0
20	20	31	1
20	20	32	0
20	20	33	0
20	20	34	1
20	20	35	1
20	20	36	0
20	20	37	0
21	21	0	0
21	21	1	0
21	21	2	1
21	21	3	0
21	21	4	0
21	21	5	0
21	21	6	0
21	21	7	0
21	21	8	0
21	21	9	0
21	21	10	2
21	21	11	0
21	21	12	0
21	21	13	0
21	21	14	0
21	21	15	0
21	21	16	1
21	21	17	0
21	21	18	0
21	21	19	0
21	21	20	0
21	21	21	0
21	21	22	1
21	21	23	0
21	21	24	4
21	21	25	0
21	21	26	0
21	21	27	0
21	21	28	0
21	21	29	0
21	21	30	0
21	21	31	0
21	21	32	0
21	21	33	0
21	21	34	0
21	21	35	0
21	21	36	0
21	21	37	0
22	22	0	0
22	22	1	0
22	22	2	0
22	22	3	0
22	22	4	0
22	22	5	0
22	22	6	0
22	22	7	0
22	22	8	0
22	22	9	2
22	22	10	0
22	22	11	0
22	22	12	0
22	22	13	0
22	22	14	0
22	22	15	1
22	22	16	0
22	22	17	0
22	22	18	0
22	22	19	0
22	22	20	0
22	22	21	1
22	22	22	1
22	22	23	1
22	22	24	1
22	22	25	0
22	22	26	1
22	22	27	0
22	22	28	0
22	22	29	3
22	22	30	1
22	22	31	3
22	22	32	4
22	22	33	0
22	22	34	1
22	22	35	1
22	22	36	1
22	22	37	7
23	23	0	0
23	23	1	0
23	23	2	1
23	23	3	0
23	23	4	0
23	23	5	0
23	23	6	0
23	23	7	0
23	23	8	0
23	23	9	0
23	23	10	0
23	23	11	0
23	23	12	0
23	23	13	0
23	23	14	0
23	23	15	1
23	23	16	0
23	23	17	0
23	23	18	2
23	23	19	0
23	23	20	0
23	23	21	0
23	23	22	0
23	23	23	0
23	23	24	0
23	23	25	0
23	23	26	1
23	23	27	0
23	23	28	0
23	23	29	0
23	23	30	0
23	23	31	0
23	23	32	0
23	23	33	1
23	23	34	2
23	23	35	0
23	23	36	0
23	23	37	0
24	24	0	0
24	24	1	0
24	24	2	0
24	24	3	0
24	24	4	0
24	24	5	0
24	24	6	0
24	24	7	0
24	24	8	0
24	24	9	0
24	24	10	0
24	24	11	0
24	24	12	0
24	24	13	4
24	24	14	0
24	24	15	2
24	24	16	0
24	24	17	0
24	24	18	0
24	24	19	0
24	24	20	0
24	24	21	2
24	24	22	0
24	24	23	0
24	24	24	0
24	24	25	0
24	24	26	0
24	24	27	2
24	24	28	0
24	24	29	0
24	24	30	3
24	24	31	0
24	24	32	0
24	24	33	2
24	24	34	0
24	24	35	0
24	24	36	0
24	24	37	0
25	25	0	0
25	25	1	0
25	25	2	1
25	25	3	2
25	25	4	0
25	25	5	0
25	25	6	2
25	25	7	0
25	25	8	0
25	25	9	1
25	25	10	0
25	25	11	0
25	25	12	0
25	25	13	0
25	25	14	0
25	25	15	0
25	25	16	1
25	25	17	0
25	25	18	0
25	25	19	0
25	25	20	1
25	25	21	0
25	25	22	0
25	25	23	0
25	25	24	0
25	25	25	4
25	25	26	0
25	25	27	0
25	25	28	0
25	25	29	1
25	25	30	0
25	25	31	0
25	25	32	2
25	25	33	0
25	25	34	0
25	25	35	0
25	25	36	2
25	25	37	0
26	26	0	0
26	26	1	1
26	26	2	0
26	26	3	1
26	26	4	0
26	26	5	0
26	26	6	0
26	26	7	0
26	26	8	0
26	26	9	0
26	26	10	0
26	26	11	1
26	26	12	0
26	26	13	0
26	26	14	0
26	26	15	0
26	26	16	0
26	26	17	0
26	26	18	1
26	26	19	0
26	26	20	2
26	26	21	1
26	26	22	7
26	26	23	3
26	26	24	1
26	26	25	1
26	26	26	0
26	26	27	0
26	26	28	5
26	26	29	5
26	26	30	2
26	26	31	3
26	26	32	4
26	26	33	0
26	26	34	2
26	26	35	0
26	26	36	1
26	26	37	8
27	27	0	0
27	27	1	0
27	27	2	0
27	27	3	0
27	27	4	0
27	27	5	0
27	27	6	0
27	27	7	0
27	27	8	0
27	27	9	0
27	27	10	0
27	27	11	0
27	27	12	0
27	27	13	0
27	27	14	0
27	27	15	0
27	27	16	0
27	27	17	0
27	27	18	0
27	27	19	3
27	27	20	0
27	27	21	0
27	27	22	0
27	27	23	0
27	27	24	0
27	27	25	0
27	27	26	6
27	27	27	0
27	27	28	0
27	27	29	0
27	27	30	2
27	27	31	1
27	27	32	2
27	27	33	1
27	27	34	1
27	27	35	1
27	27	36	0
27	27	37	2
28	28	0	0
28	28	1	0
28	28	2	0
28	28	3	0
28	28	4	1
28	28	5	0
28	28	6	0
28	28	7	1
28	28	8	0
28	28	9	0
28	28	10	0
28	28	11	0
28	28	12	0
28	28	13	0
28	28	14	2
28	28	15	0
28	28	16	0
28	28	17	0
28	28	18	0
28	28	19	0
28	28	20	1
28	28	21	1
28	28	22	0
28	28	23	0
28	28	24	0
28	28	25	0
28	28	26	0
28	28	27	1
28	28	28	2
28	28	29	1
28	28	30	1
28	28	31	0
28	28	32	0
28	28	33	0
28	28	34	0
28	28	35	0
28	28	36	3
28	28	37	5
29	29	0	0
29	29	1	0
29	29	2	0
29	29	3	0
29	29	4	0
29	29	5	0
29	29	6	0
29	29	7	0
29	29	8	0
29	29	9	0
29	29	10	0
29	29	11	0
29	29	12	0
29	29	13	0
29	29	14	0
29	29	15	0
29	29	16	0
29	29	17	0
29	29	18	0
29	29	19	0
29	29	20	0
29	29	21	0
29	29	22	0
29	29	23	0
29	29	24	0
29	29	25	0
29	29	26	0
29	29	27	0
29	29	28	0
29	29	29	0
29	29	30	0
29	29	31	0
29	29	32	0
29	29	33	0
29	29	34	0
29	29	35	0
29	29	36	0
29	29	37	0
30	30	0	0
30	30	1	0
30	30	2	0
30	30	3	0
30	30	4	0
30	30	5	0
30	30	6	0
30	30	7	0
30	30	8	0
30	30	9	0
30	30	10	0
30	30	11	0
30	30	12	0
30	30	13	0
30	30	14	0
30	30	15	0
30	30	16	0
30	30	17	0
30	30	18	0
30	30	19	0
30	30	20	0
30	30	21	0
30	30	22	0
30	30	23	0
30	30	24	0
30	30	25	0
30	30	26	0
30	30	27	0
30	30	28	0
30	30	29	0
30	30	30	0
30	30	31	0
30	30	32	0
30	30	33	0
30	30	34	0
30	30	35	0
30	30	36	0
30	30	37	0
31	31	0	0
31	31	1	0
31	31	2	0
31	31	3	0
31	31	4	0
31	31	5	0
31	31	6	0
31	31	7	0
31	31	8	0
31	31	9	0
31	31	10	0
31	31	11	0
31	31	12	0
31	31	13	0
31	31	14	0
31	31	15	0
31	31	16	0
31	31	17	1
31	31	18	0
31	31	19	1
31	31	20	0
31	31	21	0
31	31	22	1
31	31	23	0
31	31	24	3
31	31	25	1
31	31	26	2
31	31	27	2
31	31	28	0
31	31	29	0
31	31	30	0
31	31	31	1
31	31	32	0
31	31	33	7
31	31	34	2
31	31	35	0
31	31	36	4
31	31	37	0
32	32	0	0
32	32	1	2
32	32	2	0
32	32	3	0
32	32	4	0
32	32	5	1
32	32	6	0
32	32	7	0
32	32	8	0
32	32	9	0
32	32	10	0
32	32	11	0
32	32	12	0
32	32	13	0
32	32	14	0
32	32	15	1
32	32	16	0
32	32	17	0
32	32	18	0
32	32	19	0
32	32	20	0
32	32	21	4
32	32	22	0
32	32	23	0
32	32	24	3
32	32	25	2
32	32	26	1
32	32	27	0
32	32	28	1
32	32	29	0
32	32	30	4
32	32	31	0
32	32	32	3
32	32	33	1
32	32	34	0
32	32	35	5
32	32	36	1
32	32	37	4
33	33	0	0
33	33	1	0
33	33	2	0
33	33	3	0
33	33	4	0
33	33	5	0
33	33	6	0
33	33	7	1
33	33	8	1
33	33	9	0
33	33	10	0
33	33	11	0
33	33	12	0
33	33	13	0
33	33	14	0
33	33	15	0
33	33	16	0
33	33	17	2
33	33	18	0
33	33	19	2
33	33	20	0
33	33	21	0
33	33	22	0
33	33	23	0
33	33	24	1
33	33	25	0
33	33	26	0
33	33	27	0
33	33	28	0
33	33	29	1
33	33	30	4
33	33	31	0
33	33	32	0
33	33	33	1
33	33	34	0
33	33	35	3
33	33	36	0
33	33	37	4
34	34	0	0
34	34	1	0
34	34	2	0
34	34	3	0
34	34	4	0
34	34	5	0
34	34	6	0
34	34	7	0
34	34	8	0
34	34	9	0
34	34	10	0
34	34	11	1
34	34	12	0
34	34	13	0
34	34	14	0
34	34	15	0
34	34	16	0
34	34	17	0
34	34	18	0
34	34	19	1
34	34	20	0
34	34	21	0
34	34	22	0
34	34	23	0
34	34	24	0
34	34	25	3
34	34	26	0
34	34	27	0
34	34	28	0
34	34	29	0
34	34	30	0
34	34	31	2
34	34	32	2
34	34	33	2
34	34	34	0
34	34	35	0
34	34	36	2
34	34	37	0
35	35	0	0
35	35	1	0
35	35	2	0
35	35	3	0
35	35	4	0
35	35	5	0
35	35	6	0
35	35	7	0
35	35	8	0
35	35	9	1
35	35	10	0
35	35	11	0
35	35	12	0
35	35	13	0
35	35	14	0
35	35	15	0
35	35	16	0
35	35	17	0
35	35	18	0
35	35	19	0
35	35	20	0
35	35	21	0
35	35	22	0
35	35	23	0
35	35	24	2
35	35	25	0
35	35	26	1
35	35	27	2
35	35	28	0
35	35	29	0
35	35	30	2
35	35	31	0
35	35	32	0
35	35	33	0
35	35	34	0
35	35	35	4
35	35	36	3
35	35	37	0
36	36	0	0
36	36	1	0
36	36	2	0
36	36	3	0
36	36	4	0
36	36	5	0
36	36	6	0
36	36	7	0
36	36	8	0
36	36	9	0
36	36	10	1
36	36	11	0
36	36	12	0
36	36	13	0
36	36	14	0
36	36	15	0
36	36	16	0
36	36	17	0
36	36	18	0
36	36	19	0
36	36	20	0
36	36	21	0
36	36	22	0
36	36	23	0
36	36	24	0
36	36	25	0
36	36	26	0
36	36	27	0
36	36	28	0
36	36	29	2
36	36	30	0
36	36	31	0
36	36	32	0
36	36	33	0
36	36	34	3
36	36	35	2
36	36	36	0
36	36	37	1
37	37	0	0
37	37	1	0
37	37	2	0
37	37	3	0
37	37	4	0
37	37	5	0
37	37	6	1
37	37	7	0
37	37	8	0
37	37	9	0
37	37	10	0
37	37	11	0
37	37	12	0
37	37	13	0
37	37	14	0
37	37	15	0
37	37	16	0
37	37	17	0
37	37	18	0
37	37	19	1
37	37	20	0
37	37	21	0
37	37	22	0
37	37	23	0
37	37	24	0
37	37	25	0
37	37	26	1
37	37	27	0
37	37	28	0
37	37	29	0
37	37	30	3
37	37	31	0
37	37	32	0
37	37	33	2
37	37	34	0
37	37	35	0
37	37	36	0
37	37	37	0
38	38	0	0
38	38	1	0
38	38	2	0
38	38	3	2
38	38	4	1
38	38	5	0
38	38	6	2
38	38	7	0
38	38	8	0
38	38	9	0
38	38	10	0
38	38	11	0
38	38	12	0
38	38	13	0
38	38	14	0
38	38	15	0
38	38	16	0
38	38	17	0
38	38	18	0
38	38	19	0
38	38	20	0
38	38	21	0
38	38	22	0
38	38	23	0
38	38	24	0
38	38	25	0
38	38	26	0
38	38	27	0
38	38	28	0
38	38	29	0
38	38	30	0
38	38	31	0
38	38	32	0
38	38	33	0
38	38	34	0
38	38	35	0
38	38	36	0
38	38	37	0
39	39	0	0
39	39	1	0
39	39	2	0
39	39	3	0
39	39	4	0
39	39	5	0
39	39	6	0
39	39	7	0
39	39	8	0
39	39	9	0
39	39	10	0
39	39	11	0
39	39	12	0
39	39	13	0
39	39	14	0
39	39	15	0
39	39	16	0
39	39	17	0
39	39	18	0
39	39	19	0
39	39	20	0
39	39	21	0
39	39	22	0
39	39	23	0
39	39	24	3
39	39	25	1
39	39	26	1
39	39	27	0
39	39	28	0
39	39	29	0
39	39	30	0
39	39	31	1
39	39	32	0
39	39	33	0
39	39	34	1
39	39	35	1
39	39	36	4
39	39	37	0
40	40	0	0
40	40	1	0
40	40	2	0
40	40	3	0
40	40	4	1
40	40	5	0
40	40	6	0
40	40	7	0
40	40	8	0
40	40	9	3
40	40	10	0
40	40	11	1
40	40	12	2
40	40	13	0
40	40	14	0
40	40	15	0
40	40	16	0
40	40	17	0
40	40	18	0
40	40	19	1
40	40	20	0
40	40	21	0
40	40	22	0
40	40	23	2
40	40	24	0
40	40	25	1
40	40	26	0
40	40	27	0
40	40	28	0
40	40	29	0
40	40	30	3
40	40	31	0
40	40	32	3
40	40	33	0
40	40	34	3
40	40	35	1
40	40	36	3
40	40	37	2
41	41	0	0
41	41	1	2
41	41	2	0
41	41	3	0
41	41	4	0
41	41	5	0
41	41	6	0
41	41	7	2
41	41	8	2
41	41	9	0
41	41	10	0
41	41	11	0
41	41	12	1
41	41	13	0
41	41	14	0
41	41	15	2
41	41	16	0
41	41	17	0
41	41	18	0
41	41	19	0
41	41	20	1
41	41	21	0
41	41	22	0
41	41	23	0
41	41	24	0
41	41	25	0
41	41	26	0
41	41	27	2
41	41	28	0
41	41	29	0
41	41	30	0
41	41	31	0
41	41	32	0
41	41	33	1
41	41	34	3
41	41	35	0
41	41	36	3
41	41	37	1
42	42	0	0
42	42	1	0
42	42	2	0
42	42	3	0
42	42	4	0
42	42	5	0
42	42	6	0
42	42	7	1
42	42	8	0
42	42	9	0
42	42	10	0
42	42	11	0
42	42	12	0
42	42	13	0
42	42	14	3
42	42	15	0
42	42	16	1
42	42	17	0
42	42	18	0
42	42	19	0
42	42	20	0
42	42	21	0
42	42	22	0
42	42	23	0
42	42	24	0
42	42	25	0
42	42	26	0
42	42	27	0
42	42	28	2
42	42	29	0
42	42	30	0
42	42	31	0
42	42	32	0
42	42	33	0
42	42	34	0
42	42	35	0
42	42	36	0
42	42	37	0
43	43	0	0
43	43	1	0
43	43	2	1
43	43	3	1
43	43	4	0
43	43	5	0
43	43	6	0
43	43	7	0
43	43	8	0
43	43	9	0
43	43	10	0
43	43	11	1
43	43	12	2
43	43	13	0
43	43	14	0
43	43	15	1
43	43	16	0
43	43	17	0
43	43	18	0
43	43	19	1
43	43	20	0
43	43	21	0
43	43	22	0
43	43	23	0
43	43	24	0
43	43	25	0
43	43	26	0
43	43	27	1
43	43	28	0
43	43	29	1
43	43	30	0
43	43	31	7
43	43	32	2
43	43	33	2
43	43	34	0
43	43	35	0
43	43	36	0
43	43	37	0
44	44	0	0
44	44	1	0
44	44	2	0
44	44	3	0
44	44	4	0
44	44	5	2
44	44	6	0
44	44	7	0
44	44	8	0
44	44	9	0
44	44	10	0
44	44	11	0
44	44	12	0
44	44	13	0
44	44	14	0
44	44	15	0
44	44	16	0
44	44	17	0
44	44	18	0
44	44	19	0
44	44	20	0
44	44	21	0
44	44	22	1
44	44	23	1
44	44	24	0
44	44	25	0
44	44	26	0
44	44	27	0
44	44	28	0
44	44	29	0
44	44	30	0
44	44	31	0
44	44	32	0
44	44	33	0
44	44	34	0
44	44	35	0
44	44	36	0
44	44	37	0
45	45	0	0
45	45	1	3
45	45	2	0
45	45	3	0
45	45	4	2
45	45	5	0
45	45	6	0
45	45	7	0
45	45	8	0
45	45	9	0
45	45	10	0
45	45	11	4
45	45	12	0
45	45	13	0
45	45	14	0
45	45	15	0
45	45	16	0
45	45	17	0
45	45	18	4
45	45	19	0
45	45	20	0
45	45	21	1
45	45	22	0
45	45	23	2
45	45	24	0
45	45	25	0
45	45	26	0
45	45	27	0
45	45	28	1
45	45	29	0
45	45	30	2
45	45	31	0
45	45	32	0
45	45	33	0
45	45	34	0
45	45	35	0
45	45	36	0
45	45	37	0
46	46	0	0
46	46	1	0
46	46	2	0
46	46	3	0
46	46	4	0
46	46	5	0
46	46	6	0
46	46	7	0
46	46	8	0
46	46	9	0
46	46	10	0
46	46	11	0
46	46	12	0
46	46	13	0
46	46	14	0
46	46	15	0
46	46	16	0
46	46	17	0
46	46	18	0
46	46	19	0
46	46	20	0
46	46	21	0
46	46	22	0
46	46	23	0
46	46	24	1
46	46	25	0
46	46	26	0
46	46	27	0
46	46	28	0
46	46	29	0
46	46	30	0
46	46	31	0
46	46	32	0
46	46	33	1
46	46	34	0
46	46	35	0
46	46	36	3
46	46	37	0
