beta	z_lat	d_inf	delta	e0	R0
0.2020248014506185	23.26289533415735	8.853979921300166	0.457790407570534	1.5329067890570105	1.7887235356484288
0.4715527035770984	29.47474284326637	12.810080258056772	0.3170866237883076	4.3337532969734935	6.040627978726285
0.4649320722085929	28.445284724016435	12.604750888395	0.31879135959829574	3.1726399930722	5.8603529502145895
0.3910860722975177	27.640531270774876	11.975103486110797	0.32028080304925927	4.899416331149005	4.6832961877393835
0.4133430678185076	22.89404034610897	10.398077250036668	0.3289060322708396	4.8099337907599935	4.297973149943988
0.1834337298105736	15.947990548030468	12.52890547893216	0.3441398528970108	4.309222057689511	2.298223862444657
0.30412720964069984	16.25702564977157	13.231285319804492	0.31797588524192916	2.8156704291892796	4.023993884272095
0.2664528473366733	18.544944949414266	13.829725925747615	0.41514129731815697	3.743799778275003	3.684969850801262
0.291353738175274	24.97872460383857	12.898832430589897	0.31961295029152703	3.90275174915222	3.7581230467488216
0.25650840863254487	25.19034838034932	11.040657354004413	0.3173196840895252	4.3489408348939245	2.8320214481328754
0.2585807910685097	25.938593360269408	12.479754894688751	0.44144883344521385	2.2194797903767087	3.227024893009723
0.24470411422023064	30.25579587182859	13.942735751341734	0.4465552065567564	2.413763116608306	3.411844801838821
0.1794445815189606	19.839825133704373	11.317508773196998	0.3150122122972408	1.4561701747589453	2.0308656256435005
0.100254830581073	19.665870806649103	11.330451674899178	0.3898733994530768	1.6021826727316564	1.1359325130740519
0.11689681187082752	21.258458114890622	10.483200165017248	0.47052512017318365	0.8353688044808669	1.2254526774942494
0.2431275987029056	19.98834296801787	9.2943068170054	0.3978000491277155	2.9397378779349954	2.2597024980265688
0.11157505198248968	24.303242245692875	10.344472580027276	0.4312985929808844	3.1538030898533487	1.1541850658479824
0.12333461202380236	18.053580565005447	12.311375677908572	0.4708648434938425	3.189902493443961	1.5184187427141305
0.15624318640755147	18.91709494678252	11.867471372444893	0.395650517125491	3.5025183611653423	1.854211541831188
0.1809261862337068	14.952791599162456	12.603999598520186	0.3537649609354761	2.128418787577364	2.2803935786514287
0.32037093848679377	19.22891998099455	7.6828191605706255	0.4538455978808365	0.9517680511740739	2.4613519846963325
0.3282098443816029	19.026439607628788	10.764330317887037	0.41005846139360663	2.528061740384264	3.5329591785058745
0.3048496575770627	19.755459970984543	12.64377795129874	0.3045066650296869	1.997532900862268	3.8544513789338364
0.21106583681721716	18.379842494139258	8.269213324501687	0.49294241166903496	3.408115449798943	1.7453484301560307
0.30524202665242745	23.4537878624606	10.004377975843592	0.3355562936014763	3.3830445074399975	3.053756608743408
0.2236681482233724	24.419216753364296	7.473093082872464	0.3798019523993464	2.713716956573968	1.671492891346977
0.17517399603029454	24.388253987819496	8.73468154804439	0.35790157694709174	1.934404492657842	1.530089070823015
0.31893328420794326	19.39223718734836	10.283927295263732	0.3941262420490564	1.6896416854056449	3.279886706834173
0.15205679162353197	13.500480398403134	7.902306741998093	0.47136885788494337	1.4659920989778712	1.2015994096132359
0.40618587100229087	11.486135222842831	11.929512632193	0.4487653101348269	1.1519638274645905	4.845599479140145
0.3730070554683172	11.630219972124438	13.938016198727526	0.4105353194229637	1.4885989033932474	5.198978381357062
0.2432050140847288	13.075954082687058	13.864945208844302	0.45994881543716526	0.9215003862962157	3.372024194800972
0.21810418497599665	14.311178568513297	13.184686100587871	0.4492744419269936	0.8089861180666857	2.875635216133069
0.35679264514879616	16.97717395844981	12.240870261137577	0.4770499410684372	1.7749443744709439	4.367452479394511
0.1923233048578772	15.74293971891918	11.842894181259744	0.473288022284468	3.827475002318672	2.2776645480219977
0.4072157738549356	16.41642249430876	13.388090620114252	0.4354958044745904	3.143238017409008	5.45184168230983
0.4459016174578961	18.119328134946542	11.526009716218418	0.45667486427874093	1.8558976510005665	5.139466375297219
0.1259798787883838	18.0084221043368	12.294027880775115	0.4396300171102602	1.736181364346388	1.5488001422410598
0.10979753935884708	18.099671120413447	11.341617774129052	0.4894261239745313	1.22584623255969	1.2452817239479341
0.1844968153010704	19.00362901403664	11.153846439100944	0.3756711390328061	2.138708183515336	2.0578491463713084
0.1348110509155123	20.428063880436316	7.705254728533424	0.3417977036088572	2.821939514432781	1.0387534875253113
0.1596148260900231	23.026845108056733	7.990610191641534	0.37599681107009264	3.690162497937101	1.2754198560920296
