# 0.1.0+e44f04a (2026-09-09)
replicate	draw	t	t_start	t_stop	S	I	H	R	flow_infection	flow_sick	flow_recover
360	360	5	4	5	14	2	5	7	0	1	2
360	360	6	5	6	14	1	3	10	0	1	3
360	360	7	6	7	14	0	3	11	0	1	1
360	360	8	7	8	14	0	3	11	0	0	0
360	360	9	8	9	14	0	3	11	0	0	0
360	360	10	9	10	14	0	0	14	0	0	3
360	360	11	10	11	14	0	0	14	0	0	0
360	360	12	11	12	14	0	0	14	0	0	0
360	360	13	12	13	14	0	0	14	0	0	0
360	360	14	13	14	14	0	0	14	0	0	0
360	360	15	14	15	14	0	0	14	0	0	0
361	361	1	1	1	19	4	5	0	0	0	0
361	361	2	1	2	4	13	11	0	15	6	0
361	361	3	2	3	3	6	16	3	1	8	3
361	361	4	3	4	2	3	12	11	1	4	8
361	361	5	4	5	2	1	13	12	0	2	1
361	361	6	5	6	2	1	11	14	0	0	2
361	361	7	6	7	2	1	8	17	0	0	3
361	361	8	7	8	2	1	4	21	0	0	4
361	361	9	8	9	2	1	3	22	0	0	1
361	361	10	9	10	2	0	3	23	0	1	1
361	361	11	10	11	2	0	0	26	0	0	3
361	361	12	11	12	2	0	0	26	0	0	0
361	361	13	12	13	2	0	0	26	0	0	0
361	361	14	13	14	2	0	0	26	0	0	0
361	361	15	14	15	2	0	0	26	0	0	0
362	362	1	1	1	10	9	9	0	0	0	0
362	362	2	1	2	7	5	13	3	3	7	3
362	362	3	2	3	6	3	11	8	1	3	5
362	362	4	3	4	6	0	7	15	0	3	7
362	362	5	4	5	6	0	5	17	0	0	2
362	362	6	5	6	6	0	5	17	0	0	0
362	362	7	6	7	6	0	2	20	0	0	3
362	362	8	7	8	6	0	2	20	0	0	0
362	362	9	8	9	6	0	2	20	0	0	0
362	362	10	9	10	6	0	0	22	0	0	2
362	362	11	10	11	6	0	0	22	0	0	0
362	362	12	11	12	6	0	0	22	0	0	0
362	362	13	12	13	6	0	0	22	0	0	0
362	362	14	13	14	6	0	0	22	0	0	0
362	362	15	14	15	6	0	0	22	0	0	0
363	363	1	1	1	19	5	4	0	0	0	0
363	363	2	1	2	0	17	10	1	19	7	1
363	363	3	2	3	0	6	13	9	0	11	8
363	363	4	3	4	0	3	12	13	0	3	4
363	363	5	4	5	0	2	11	15	0	1	2
363	363	6	5	6	0	1	6	21	0	1	6
363	363	7	6	7	0	1	4	23	0	0	2
363	363	8	7	8	0	1	3	24	0	0	1
363	363	9	8	9	0	0	1	27	0	1	3
363	363	10	9	10	0	0	1	27	0	0	0
363	363	11	10	11	0	0	0	28	0	0	1
363	363	12	11	12	0	0	0	28	0	0	0
363	363	13	12	13	0	0	0	28	0	0	0
363	363	14	13	14	0	0	0	28	0	0	0
363	363	15	14	15	0	0	0	28	0	0	0
364	364	1	1	1	23	4	1	0	0	0	0
364	364	2	1	2	4	16	8	0	19	7	0
364	364	3	2	3	0	12	11	5	4	8	5
364	364	4	3	4	0	3	18	7	0	9	2
364	364	5	4	5	0	0	17	11	0	3	4
364	364	6	5	6	0	0	12	16	0	0	5
364	364	7	6	7	0	0	10	18	0	0	2
364	364	8	7	8	0	0	9	19	0	0	1
364	364	9	8	9	0	0	9	19	0	0	0
364	364	10	9	10	0	0	4	24	0	0	5
364	364	11	10	11	0	0	3	25	0	0	1
364	364	12	11	12	0	0	3	25	0	0	0
364	364	13	12	13	0	0	2	26	0	0	1
364	364	14	13	14	0	0	2	26	0	0	0
364	364	15	14	15	0	0	0	28	0	0	2
365	365	1	1	1	11	7	10	0	0	0	0
365	365	2	1	2	11	2	11	4	0	5	4
365	365	3	2	3	11	1	7	9	0	1	5
365	365	4	3	4	10	0	4	14	1	2	5
365	365	5	4	5	10	0	3	15	0	0	1
365	365	6	5	6	10	0	2	16	0	0	1
365	365	7	6	7	10	0	2	16	0	0	0
365	365	8	7	8	10	0	1	17	0	0	1
365	365	9	8	9	10	0	0	18	0	0	1
365	365	10	9	10	10	0	0	18	0	0	0
365	365	11	10	11	10	0	0	18	0	0	0
365	365	12	11	12	10	0	0	18	0	0	0
365	365	13	12	13	10	0	0	18	0	0	0
365	365	14	13	14	10	0	0	18	0	0	0
365	365	15	14	15	10	0	0	18	0	0	0
366	366	1	1	1	9	9	11	0	0	0	0
366	366	2	1	2	5	6	14	4	4	7	4
366	366	3	2	3	2	3	15	9	3	6	5
366	366	4	3	4	2	1	11	15	0	2	6
366	366	5	4	5	2	0	8	19	0	1	4
366	366	6	5	6	2	0	6	21	0	0	2
366	366	7	6	7	2	0	5	22	0	0	1
366	366	8	7	8	2	0	4	23	0	0	1
366	366	9	8	9	2	0	3	24	0	0	1
366	366	10	9	10	2	0	2	25	0	0	1
366	366	11	10	11	2	0	0	27	0	0	2
366	366	12	11	12	2	0	0	27	0	0	0
366	366	13	12	13	2	0	0	27	0	0	0
366	366	14	13	14	2	0	0	27	0	0	0
366	366	15	14	15	2	0	0	27	0	0	0
367	367	1	1	1	5	11	12	0	0	0	0
367	367	2	1	2	3	4	18	3	2	9	3
367	367	3	2	3	3	1	15	9	0	3	6
367	367	4	3	4	3	1	14	10	0	0	1
367	367	5	4	5	3	0	11	14	0	1	4
367	367	6	5	6	3	0	8	17	0	0	3
367	367	7	6	7	3	0	8	17	0	0	0
367	367	8	7	8	3	0	6	19	0	0	2
367	367	9	8	9	3	0	5	20	0	0	1
367	367	10	9	10	3	0	5	20	0	0	0
367	367	11	10	11	3	0	4	21	0	0	1
367	367	12	11	12	3	0	0	25	0	0	4
367	367	13	12	13	3	0	0	25	0	0	0
367	367	14	13	14	3	0	0	25	0	0	0
367	367	15	14	15	3	0	0	25	0	0	0
368	368	1	1	1	22	4	2	0	0	0	0
368	368	2	1	2	18	5	5	0	4	3	0
368	368	3	2	3	17	2	8	1	1	4	1
368	368	4	3	4	14	1	12	1	3	4	0
368	368	5	4	5	14	1	11	2	0	0	1
368	368	6	5	6	14	0	9	5	0	1	3
368	368	7	6	7	14	0	8	6	0	0	1
368	368	8	7	8	14	0	8	6	0	0	0
368	368	9	8	9	14	0	6	8	0	0	2
368	368	10	9	10	14	0	6	8	0	0	0
368	368	11	10	11	14	0	6	8	0	0	0
368	368	12	11	12	14	0	5	9	0	0	1
368	368	13	12	13	14	0	5	9	0	0	0
368	368	14	13	14	14	0	5	9	0	0	0
368	368	15	14	15	14	0	4	10	0	0	1
369	369	1	1	1	13	11	4	0	0	0	0
369	369	2	1	2	9	8	10	1	4	7	1
369	369	3	2	3	6	7	13	2	3	4	1
369	369	4	3	4	4	3	15	6	2	6	4
369	369	5	4	5	3	2	11	12	1	2	6
369	369	6	5	6	3	0	9	16	0	2	4
369	369	7	6	7	3	0	4	21	0	0	5
369	369	8	7	8	3	0	3	22	0	0	1
369	369	9	8	9	3	0	2	23	0	0	1
369	369	10	9	10	3	0	1	24	0	0	1
369	369	11	10	11	3	0	0	25	0	0	1
369	369	12	11	12	3	0	0	25	0	0	0
369	369	13	12	13	3	0	0	25	0	0	0
369	369	14	13	14	3	0	0	25	0	0	0
369	369	15	14	15	3	0	0	25	0	0	0
370	370	1	1	1	25	1	1	0	0	0	0
370	370	2	1	2	23	1	2	1	2	2	1
370	370	3	2	3	23	1	2	1	0	0	0
370	370	4	3	4	21	1	4	1	2	2	0
370	370	5	4	5	18	3	3	3	3	1	2
370	370	6	5	6	17	1	5	4	1	3	1
370	370	7	6	7	17	0	5	5	0	1	1
370	370	8	7	8	17	0	4	6	0	0	1
370	370	9	8	9	17	0	3	7	0	0	1
370	370	10	9	10	17	0	2	8	0	0	1
370	370	11	10	11	17	0	1	9	0	0	1
370	370	12	11	12	17	0	1	9	0	0	0
370	370	13	12	13	17	0	0	10	0	0	1
370	370	14	13	14	17	0	0	10	0	0	0
370	370	15	14	15	17	0	0	10	0	0	0
371	371	1	1	1	10	8	11	0	0	0	0
371	371	2	1	2	9	3	16	1	1	6	1
371	371	3	2	3	8	2	14	5	1	2	4
371	371	4	3	4	8	1	11	9	0	1	4
371	371	5	4	5	8	1	9	11	0	0	2
371	371	6	5	6	8	0	7	14	0	1	3
371	371	7	6	7	8	0	3	18	0	0	4
371	371	8	7	8	8	0	2	19	0	0	1
371	371	9	8	9	8	0	2	19	0	0	0
371	371	10	9	10	8	0	2	19	0	0	0
371	371	11	10	11	8	0	1	20	0	0	1
371	371	12	11	12	8	0	1	20	0	0	0
371	371	13	12	13	8	0	1	20	0	0	0
371	371	14	13	14	8	0	0	21	0	0	1
371	371	15	14	15	8	0	0	21	0	0	0
372	372	1	1	1	9	8	10	0	0	0	0
372	372	2	1	2	5	4	13	5	4	8	5
372	372	3	2	3	4	2	14	7	1	3	2
372	372	4	3	4	4	1	15	7	0	1	0
372	372	5	4	5	4	0	12	11	0	1	4
372	372	6	5	6	4	0	9	14	0	0	3
372	372	7	6	7	4	0	8	15	0	0	1
372	372	8	7	8	4	0	8	15	0	0	0
372	372	9	8	9	4	0	6	17	0	0	2
372	372	10	9	10	4	0	5	18	0	0	1
372	372	11	10	11	4	0	3	20	0	0	2
372	372	12	11	12	4	0	3	20	0	0	0
372	372	13	12	13	4	0	2	21	0	0	1
372	372	14	13	14	4	0	1	22	0	0	1
372	372	15	14	15	4	0	0	23	0	0	1
373	373	1	1	1	12	11	5	0	0	0	0
373	373	2	1	2	8	5	14	1	4	10	1
373	373	3	2	3	8	0	18	2	0	5	1
373	373	4	3	4	8	0	11	9	0	0	7
373	373	5	4	5	8	0	7	13	0	0	4
373	373	6	5	6	8	0	6	14	0	0	1
373	373	7	6	7	8	0	5	15	0	0	1
373	373	8	7	8	8	0	3	17	0	0	2
373	373	9	8	9	8	0	3	17	0	0	0
373	373	10	9	10	8	0	2	18	0	0	1
373	373	11	10	11	8	0	2	18	0	0	0
373	373	12	11	12	8	0	1	19	0	0	1
373	373	13	12	13	8	0	1	19	0	0	0
373	373	14	13	14	8	0	1	19	0	0	0
373	373	15	14	15	8	0	1	19	0	0	0
374	374	1	1	1	15	9	4	0	0	0	0
374	374	2	1	2	6	9	8	5	9	9	5
374	374	3	2	3	5	3	12	8	1	7	3
374	374	4	3	4	4	3	7	14	1	1	6
374	374	5	4	5	4	1	7	16	0	2	2
374	374	6	5	6	3	0	8	17	1	2	1
374	374	7	6	7	3	0	2	23	0	0	6
374	374	8	7	8	3	0	1	24	0	0	1
374	374	9	8	9	3	0	0	25	0	0	1
374	374	10	9	10	3	0	0	25	0	0	0
374	374	11	10	11	3	0	0	25	0	0	0
374	374	12	11	12	3	0	0	25	0	0	0
374	374	13	12	13	3	0	0	25	0	0	0
374	374	14	13	14	3	0	0	25	0	0	0
374	374	15	14	15	3	0	0	25	0	0	0
375	375	1	1	1	16	8	5	0	0	0	0
375	375	2	1	2	9	9	7	4	7	6	4
375	375	3	2	3	6	4	15	4	3	8	0
375	375	4	3	4	5	2	13	9	1	3	5
375	375	5	4	5	4	1	11	13	1	2	4
375	375	6	5	6	4	0	8	17	0	1	4
375	375	7	6	7	4	0	6	19	0	0	2
375	375	8	7	8	4	0	5	20	0	0	1
375	375	9	8	9	4	0	4	21	0	0	1
375	375	10	9	10	4	0	3	22	0	0	1
375	375	11	10	11	4	0	3	22	0	0	0
375	375	12	11	12	4	0	3	22	0	0	0
375	375	13	12	13	4	0	2	23	0	0	1
375	375	14	13	14	4	0	2	23	0	0	0
375	375	15	14	15	4	0	2	23	0	0	0
376	376	1	1	1	9	11	9	0	0	0	0
376	376	2	1	2	9	7	12	1	0	4	1
376	376	3	2	3	8	2	15	4	1	6	3
376	376	4	3	4	7	1	12	9	1	2	5
376	376	5	4	5	7	0	9	13	0	1	4
376	376	6	5	6	7	0	9	13	0	0	0
376	376	7	6	7	7	0	9	13	0	0	0
376	376	8	7	8	7	0	6	16	0	0	3
376	376	9	8	9	7	0	5	17	0	0	1
376	376	10	9	10	7	0	3	19	0	0	2
376	376	11	10	11	7	0	3	19	0	0	0
376	376	12	11	12	7	0	3	19	0	0	0
376	376	13	12	13	7	0	2	20	0	0	1
376	376	14	13	14	7	0	2	20	0	0	0
376	376	15	14	15	7	0	2	20	0	0	0
377	377	1	1	1	15	9	3	0	0	0	0
377	377	2	1	2	5	6	15	1	10	13	1
377	377	3	2	3	5	2	17	3	0	4	2
377	377	4	3	4	2	3	14	8	3	2	5
377	377	5	4	5	2	0	11	14	0	3	6
377	377	6	5	6	2	0	6	19	0	0	5
377	377	7	6	7	2	0	4	21	0	0	2
377	377	8	7	8	2	0	3	22	0	0	1
377	377	9	8	9	2	0	3	22	0	0	0
377	377	10	9	10	2	0	2	23	0	0	1
377	377	11	10	11	2	0	2	23	0	0	0
377	377	12	11	12	2	0	2	23	0	0	0
377	377	13	12	13	2	0	1	24	0	0	1
377	377	14	13	14	2	0	1	24	0	0	0
377	377	15	14	15	2	0	1	24	0	0	0
378	378	1	1	1	6	11	11	0	0	0	0
378	378	2	1	2	4	2	20	2	2	11	2
378	378	3	2	3	3	0	17	8	1	3	6
378	378	4	3	4	3	0	12	13	0	0	5
378	378	5	4	5	3	0	9	16	0	0	3
378	378	6	5	6	3	0	7	18	0	0	2
378	378	7	6	7	3	0	5	20	0	0	2
378	378	8	7	8	3	0	2	23	0	0	3
378	378	9	8	9	3	0	2	23	0	0	0
378	378	10	9	10	3	0	2	23	0	0	0
378	378	11	10	11	3	0	1	24	0	0	1
378	378	12	11	12	3	0	0	25	0	0	1
378	378	13	12	13	3	0	0	25	0	0	0
378	378	14	13	14	3	0	0	25	0	0	0
378	378	15	14	15	3	0	0	25	0	0	0
379	379	1	1	1	11	7	10	0	0	0	0
379	379	2	1	2	2	7	17	2	9	9	2
379	379	3	2	3	1	2	18	7	1	6	5
379	379	4	3	4	1	0	16	11	0	2	4
379	379	5	4	5	1	0	8	19	0	0	8
379	379	6	5	6	1	0	3	24	0	0	5
379	379	7	6	7	1	0	2	25	0	0	1
379	379	8	7	8	1	0	2	25	0	0	0
379	379	9	8	9	1	0	2	25	0	0	0
379	379	10	9	10	1	0	2	25	0	0	0
379	379	11	10	11	1	0	1	26	0	0	1
379	379	12	11	12	1	0	0	27	0	0	1
379	379	13	12	13	1	0	0	27	0	0	0
379	379	14	13	14	1	0	0	27	0	0	0
379	379	15	14	15	1	0	0	27	0	0	0
380	380	1	1	1	16	9	4	0	0	0	0
380	380	2	1	2	0	18	10	1	16	7	1
380	380	3	2	3	0	6	17	6	0	12	5
380	380	4	3	4	0	1	20	8	0	5	2
380	380	5	4	5	0	0	10	19	0	1	11
380	380	6	5	6	0	0	8	21	0	0	2
380	380	7	6	7	0	0	5	24	0	0	3
380	380	8	7	8	0	0	5	24	0	0	0
380	380	9	8	9	0	0	3	26	0	0	2
380	380	10	9	10	0	0	2	27	0	0	1
380	380	11	10	11	0	0	2	27	0	0	0
380	380	12	11	12	0	0	1	28	0	0	1
380	380	13	12	13	0	0	1	28	0	0	0
380	380	14	13	14	0	0	1	28	0	0	0
380	380	15	14	15	0	0	1	28	0	0	0
381	381	1	1	1	22	6	0	0	0	0	0
381	381	2	1	2	10	10	7	1	12	8	1
381	381	3	2	3	5	9	5	9	5	6	8
381	381	4	3	4	1	9	5	13	4	4	4
381	381	5	4	5	1	1	11	15	0	8	2
381	381	6	5	6	1	1	4	22	0	0	7
381	381	7	6	7	1	0	4	23	0	1	1
381	381	8	7	8	1	0	4	23	0	0	0
381	381	9	8	9	1	0	2	25	0	0	2
381	381	10	9	10	1	0	2	25	0	0	0
381	381	11	10	11	1	0	0	27	0	0	2
381	381	12	11	12	1	0	0	27	0	0	0
381	381	13	12	13	1	0	0	27	0	0	0
381	381	14	13	14	1	0	0	27	0	0	0
381	381	15	14	15	1	0	0	27	0	0	0
382	382	1	1	1	20	7	1	0	0	0	0
382	382	2	1	2	12	11	5	0	8	4	0
382	382	3	2	3	7	11	8	2	5	5	2
382	382	4	3	4	6	3	15	4	1	9	2
382	382	5	4	5	5	4	13	6	1	0	2
382	382	6	5	6	4	4	13	7	1	1	1
382	382	7	6	7	4	1	10	13	0	3	6
382	382	8	7	8	4	0	8	16	0	1	3
382	382	9	8	9	4	0	6	18	0	0	2
382	382	10	9	10	4	0	6	18	0	0	0
382	382	11	10	11	4	0	5	19	0	0	1
382	382	12	11	12	4	0	3	21	0	0	2
382	382	13	12	13	4	0	2	22	0	0	1
382	382	14	13	14	4	0	2	22	0	0	0
382	382	15	14	15	4	0	2	22	0	0	0
383	383	1	1	1	23	1	3	0	0	0	0
383	383	2	1	2	23	0	2	2	0	1	2
383	383	3	2	3	23	0	1	3	0	0	1
383	383	4	3	4	23	0	1	3	0	0	0
383	383	5	4	5	23	0	1	3	0	0	0
383	383	6	5	6	23	0	1	3	0	0	0
383	383	7	6	7	23	0	1	3	0	0	0
383	383	8	7	8	23	0	1	3	0	0	0
383	383	9	8	9	23	0	0	4	0	0	1
383	383	10	9	10	23	0	0	4	0	0	0
383	383	11	10	11	23	0	0	4	0	0	0
383	383	12	11	12	23	0	0	4	0	0	0
383	383	13	12	13	23	0	0	4	0	0	0
383	383	14	13	14	23	0	0	4	0	0	0
383	383	15	14	15	23	0	0	4	0	0	0
384	384	1	1	1	14	12	2	0	0	0	0
384	384	2	1	2	3	12	8	5	11	11	5
384	384	3	2	3	0	6	13	9	3	9	4
384	384	4	3	4	0	2	9	17	0	4	8
384	384	5	4	5	0	1	6	21	0	1	4
384	384	6	5	6	0	0	3	25	0	1	4
384	384	7	6	7	0	0	1	27	0	0	2
384	384	8	7	8	0	0	1	27	0	0	0
384	384	9	8	9	0	0	0	28	0	0	1
384	384	10	9	10	0	0	0	28	0	0	0
384	384	11	10	11	0	0	0	28	0	0	0
384	384	12	11	12	0	0	0	28	0	0	0
384	384	13	12	13	0	0	0	28	0	0	0
384	384	14	13	14	0	0	0	28	0	0	0
384	384	15	14	15	0	0	0	28	0	0	0
385	385	1	1	1	19	7	2	0	0	0	0
385	385	2	1	2	4	13	9	2	15	9	2
385	385	3	2	3	1	5	18	4	3	11	2
385	385	4	3	4	0	4	16	8	1	2	4
385	385	5	4	5	0	0	14	14	0	4	6
385	385	6	5	6	0	0	9	19	0	0	5
385	385	7	6	7	0	0	7	21	0	0	2
385	385	8	7	8	0	0	6	22	0	0	1
385	385	9	8	9	0	0	4	24	0	0	2
385	385	10	9	10	0	0	1	27	0	0	3
385	385	11	10	11	0	0	0	28	0	0	1
385	385	12	11	12	0	0	0	28	0	0	0
385	385	13	12	13	0	0	0	28	0	0	0
385	385	14	13	14	0	0	0	28	0	0	0
385	385	15	14	15	0	0	0	28	0	0	0
386	386	1	1	1	11	7	10	0	0	0	0
386	386	2	1	2	9	4	13	2	2	5	2
386	386	3	2	3	9	0	16	3	0	4	1
386	386	4	3	4	9	0	11	8	0	0	5
386	386	5	4	5	9	0	9	10	0	0	2
386	386	6	5	6	9	0	7	12	0	0	2
386	386	7	6	7	9	0	7	12	0	0	0
386	386	8	7	8	9	0	5	14	0	0	2
386	386	9	8	9	9	0	4	15	0	0	1
386	386	10	9	10	9	0	2	17	0	0	2
386	386	11	10	11	9	0	2	17	0	0	0
386	386	12	11	12	9	0	1	18	0	0	1
386	386	13	12	13	9	0	0	19	0	0	1
386	386	14	13	14	9	0	0	19	0	0	0
386	386	15	14	15	9	0	0	19	0	0	0
387	387	1	1	1	6	11	11	0	0	0	0
387	387	2	1	2	2	7	15	4	4	8	4
387	387	3	2	3	0	3	18	7	2	6	3
387	387	4	3	4	0	2	14	12	0	1	5
387	387	5	4	5	0	1	9	18	0	1	6
387	387	6	5	6	0	0	8	20	0	1	2
387	387	7	6	7	0	0	4	24	0	0	4
387	387	8	7	8	0	0	2	26	0	0	2
387	387	9	8	9	0	0	2	26	0	0	0
387	387	10	9	10	0	0	2	26	0	0	0
387	387	11	10	11	0	0	2	26	0	0	0
387	387	12	11	12	0	0	2	26	0	0	0
387	387	13	12	13	0	0	2	26	0	0	0
387	387	14	13	14	0	0	1	27	0	0	1
387	387	15	14	15	0	0	1	27	0	0	0
388	388	1	1	1	17	6	5	0	0	0	0
388	388	2	1	2	17	2	5	4	0	4	4
388	388	3	2	3	17	1	5	5	0	1	1
388	388	4	3	4	17	0	3	8	0	1	3
388	388	5	4	5	17	0	2	9	0	0	1
388	388	6	5	6	17	0	2	9	0	0	0
388	388	7	6	7	17	0	0	11	0	0	2
388	388	8	7	8	17	0	0	11	0	0	0
388	388	9	8	9	17	0	0	11	0	0	0
388	388	10	9	10	17	0	0	11	0	0	0
388	388	11	10	11	17	0	0	11	0	0	0
388	388	12	11	12	17	0	0	11	0	0	0
388	388	13	12	13	17	0	0	11	0	0	0
388	388	14	13	14	17	0	0	11	0	0	0
388	388	15	14	15	17	0	0	11	0	0	0
389	389	1	1	1	19	3	6	0	0	0	0
389	389	2	1	2	19	2	7	0	0	1	0
389	389	3	2	3	19	1	6	2	0	1	2
389	389	4	3	4	18	2	2	6	1	0	4
389	389	5	4	5	18	1	2	7	0	1	1
389	389	6	5	6	17	2	2	7	1	0	0
389	389	7	6	7	17	1	2	8	0	1	1
389	389	8	7	8	17	0	3	8	0	1	0
389	389	9	8	9	17	0	2	9	0	0	1
389	389	10	9	10	17	0	2	9	0	0	0
389	389	11	10	11	17	0	2	9	0	0	0
389	389	12	11	12	17	0	2	9	0	0	0
389	389	13	12	13	17	0	1	10	0	0	1
389	389	14	13	14	17	0	1	10	0	0	0
389	389	15	14	15	17	0	0	11	0	0	1
390	390	1	1	1	26	1	1	0	0	0	0
390	390	2	1	2	22	2	4	0	4	3	0
390	390	3	2	3	13	9	5	1	9	2	1
390	390	4	3	4	2	12	10	4	11	8	3
390	390	5	4	5	2	4	12	10	0	8	6
390	390	6	5	6	1	2	8	17	1	3	7
390	390	7	6	7	1	0	5	22	0	2	5
390	390	8	7	8	1	0	4	23	0	0	1
390	390	9	8	9	1	0	2	25	0	0	2
390	390	10	9	10	1	0	1	26	0	0	1
390	390	11	10	11	1	0	1	26	0	0	0
390	390	12	11	12	1	0	1	26	0	0	0
390	390	13	12	13	1	0	0	27	0	0	1
390	390	14	13	14	1	0	0	27	0	0	0
390	390	15	14	15	1	0	0	27	0	0	0
391	391	1	1	1	11	7	10	0	0	0	0
391	391	2	1	2	10	3	11	4	1	5	4
391	391	3	2	3	10	1	9	8	0	2	4
391	391	4	3	4	9	1	7	11	1	1	3
391	391	5	4	5	7	2	5	14	2	1	3
391	391	6	5	6	5	1	7	15	2	3	1
391	391	7	6	7	5	0	5	18	0	1	3
391	391	8	7	8	5	0	3	20	0	0	2
391	391	9	8	9	5	0	3	20	0	0	0
391	391	10	9	10	5	0	2	21	0	0	1
391	391	11	10	11	5	0	0	23	0	0	2
391	391	12	11	12	5	0	0	23	0	0	0
391	391	13	12	13	5	0	0	23	0	0	0
391	391	14	13	14	5	0	0	23	0	0	0
391	391	15	14	15	5	0	0	23	0	0	0
392	392	1	1	1	18	2	8	0	0	0	0
392	392	2	1	2	17	2	8	1	1	1	1
392	392	3	2	3	16	3	7	2	1	0	1
392	392	4	3	4	15	1	10	2	1	3	0
392	392	5	4	5	13	2	11	2	2	1	0
392	392	6	5	6	12	3	9	4	1	0	2
392	392	7	6	7	12	2	10	4	0	1	0
392	392	8	7	8	12	1	10	5	0	1	1
392	392	9	8	9	12	1	9	6	0	0	1
392	392	10	9	10	12	0	8	8	0	1	2
392	392	11	10	11	12	0	7	9	0	0	1
392	392	12	11	12	12	0	4	12	0	0	3
392	392	13	12	13	12	0	4	12	0	0	0
392	392	14	13	14	12	0	4	12	0	0	0
392	392	15	14	15	12	0	4	12	0	0	0
393	393	1	1	1	12	7	9	0	0	0	0
393	393	2	1	2	12	4	10	2	0	3	2
393	393	3	2	3	12	1	11	4	0	3	2
393	393	4	3	4	12	1	10	5	0	0	1
393	393	5	4	5	12	0	9	7	0	1	2
393	393	6	5	6	12	0	9	7	0	0	0
393	393	7	6	7	12	0	8	8	0	0	1
393	393	8	7	8	12	0	4	12	0	0	4
393	393	9	8	9	12	0	2	14	0	0	2
393	393	10	9	10	12	0	1	15	0	0	1
393	393	11	10	11	12	0	0	16	0	0	1
393	393	12	11	12	12	0	0	16	0	0	0
393	393	13	12	13	12	0	0	16	0	0	0
393	393	14	13	14	12	0	0	16	0	0	0
393	393	15	14	15	12	0	0	16	0	0	0
394	394	1	1	1	12	11	5	0	0	0	0
394	394	2	1	2	10	2	11	5	2	11	5
394	394	3	2	3	10	1	10	7	0	1	2
394	394	4	3	4	9	1	5	13	1	1	6
394	394	5	4	5	9	0	4	15	0	1	2
394	394	6	5	6	9	0	3	16	0	0	1
394	394	7	6	7	9	0	3	16	0	0	0
394	394	8	7	8	9	0	3	16	0	0	0
394	394	9	8	9	9	0	1	18	0	0	2
394	394	10	9	10	9	0	1	18	0	0	0
394	394	11	10	11	9	0	1	18	0	0	0
394	394	12	11	12	9	0	1	18	0	0	0
394	394	13	12	13	9	0	1	18	0	0	0
394	394	14	13	14	9	0	1	18	0	0	0
394	394	15	14	15	9	0	0	19	0	0	1
395	395	1	1	1	17	5	5	0	0	0	0
395	395	2	1	2	8	9	7	3	9	5	3
395	395	3	2	3	5	8	10	4	3	4	1
395	395	4	3	4	5	3	11	8	0	5	4
395	395	5	4	5	3	2	11	11	2	3	3
395	395	6	5	6	3	0	8	16	0	2	5
395	395	7	6	7	3	0	6	18	0	0	2
395	395	8	7	8	3	0	3	21	0	0	3
395	395	9	8	9	3	0	2	22	0	0	1
395	395	10	9	10	3	0	1	23	0	0	1
395	395	11	10	11	3	0	1	23	0	0	0
395	395	12	11	12	3	0	0	24	0	0	1
395	395	13	12	13	3	0	0	24	0	0	0
395	395	14	13	14	3	0	0	24	0	0	0
395	395	15	14	15	3	0	0	24	0	0	0
396	396	1	1	1	21	2	5	0	0	0	0
396	396	2	1	2	1	13	13	1	20	9	1
396	396	3	2	3	0	2	21	5	1	12	4
396	396	4	3	4	0	2	14	12	0	0	7
396	396	5	4	5	0	0	11	17	0	2	5
396	396	6	5	6	0	0	5	23	0	0	6
396	396	7	6	7	0	0	4	24	0	0	1
396	396	8	7	8	0	0	3	25	0	0	1
396	396	9	8	9	0	0	1	27	0	0	2
396	396	10	9	10	0	0	0	28	0	0	1
396	396	11	10	11	0	0	0	28	0	0	0
396	396	12	11	12	0	0	0	28	0	0	0
396	396	13	12	13	0	0	0	28	0	0	0
396	396	14	13	14	0	0	0	28	0	0	0
396	396	15	14	15	0	0	0	28	0	0	0
397	397	1	1	1	13	5	10	0	0	0	0
397	397	2	1	2	8	5	5	10	5	5	10
397	397	3	2	3	2	8	4	14	6	3	4
397	397	4	3	4	1	2	8	17	1	7	3
397	397	5	4	5	1	0	7	20	0	2	3
397	397	6	5	6	1	0	6	21	0	0	1
397	397	7	6	7	1	0	2	25	0	0	4
397	397	8	7	8	1	0	1	26	0	0	1
397	397	9	8	9	1	0	1	26	0	0	0
397	397	10	9	10	1	0	1	26	0	0	0
397	397	11	10	11	1	0	1	26	0	0	0
397	397	12	11	12	1	0	0	27	0	0	1
397	397	13	12	13	1	0	0	27	0	0	0
397	397	14	13	14	1	0	0	27	0	0	0
397	397	15	14	15	1	0	0	27	0	0	0
398	398	1	1	1	17	7	3	0	0	0	0
398	398	2	1	2	17	5	2	3	0	2	3
398	398	3	2	3	15	6	3	3	2	1	0
398	398	4	3	4	12	2	9	4	3	7	1
398	398	5	4	5	12	1	7	7	0	1	3
398	398	6	5	6	12	0	7	8	0	1	1
398	398	7	6	7	12	0	7	8	0	0	0
398	398	8	7	8	12	0	6	9	0	0	1
398	398	9	8	9	12	0	6	9	0	0	0
398	398	10	9	10	12	0	6	9	0	0	0
398	398	11	10	11	12	0	5	10	0	0	1
398	398	12	11	12	12	0	4	11	0	0	1
398	398	13	12	13	12	0	4	11	0	0	0
398	398	14	13	14	12	0	3	12	0	0	1
