chain	draw	a0	beta	d_home	h0	i0	d_school
0	3470	1.0414	1.7082	3.1853	6.2765	10.5323	1.0
0	3475	1.0511	1.7743	3.9527	4.4541	5.1098	1.0
0	3480	1.5184	0.8851	3.2559	2.5385	1.1624	1.0
0	3485	1.9139	1.5462	2.9614	9.9266	1.342	1.0
0	3490	2.788	1.1251	3.8022	4.0351	8.1625	1.0
0	3495	1.9887	0.7519	3.5119	0.1173	0.4025	1.0
0	3500	5.5683	0.6087	3.851	0.5408	3.2346	1.0
0	3505	3.0133	1.0651	2.1177	2.2451	8.6706	1.0
0	3510	3.7321	0.6616	2.6504	3.3622	10.8709	1.0
0	3515	3.7321	1.125	1.9714	6.4947	5.771	1.0
0	3520	4.9194	0.9265	2.3058	3.9574	3.7386	1.0
0	3525	1.7313	1.4576	2.7004	2.0472	3.942	1.0
0	3530	2.0721	2.1161	3.1603	2.0363	3.5876	1.0
0	3535	0.6452	3.3578	3.0754	0.6962	5.9116	1.0
0	3540	1.5313	3.7239	2.6556	5.6755	5.8497	1.0
0	3545	1.1826	2.8172	3.601	3.2475	9.7693	1.0
0	3550	1.6376	1.0934	2.499	2.1311	6.5761	1.0
0	3555	1.0963	2.4663	3.7467	1.7613	8.8402	1.0
0	3560	0.5821	2.6732	5.2645	11.7951	5.6515	1.0
0	3565	0.9744	1.1632	4.1523	10.8045	5.6474	1.0
0	3570	1.1214	4.4873	3.6353	10.9377	2.35	1.0
0	3575	0.8884	1.5804	3.7322	10.9377	7.8307	1.0
0	3580	1.6456	2.1356	2.2787	7.941	11.0981	1.0
0	3585	1.0237	4.5607	3.9784	9.407	4.3067	1.0
0	3590	0.4472	2.5015	3.8167	9.407	7.285	1.0
0	3595	0.6905	2.1946	2.8324	5.1121	3.5782	1.0
0	3600	0.3047	4.362	2.8902	5.7915	1.9558	1.0
0	3605	0.5125	4.0364	2.5582	6.9164	3.2474	1.0
0	3610	1.1319	3.6963	2.5536	2.0472	1.2313	1.0
0	3615	1.532	3.6963	2.627	8.8501	7.7884	1.0
0	3620	1.6568	2.7681	3.017	3.0986	9.0512	1.0
0	3625	0.9952	2.8214	2.0121	7.858	9.0512	1.0
0	3630	0.6508	4.1514	2.6397	9.9839	2.609	1.0
0	3635	2.1284	5.417	2.8844	2.4253	3.6322	1.0
0	3640	1.3809	4.8194	3.0342	7.3196	3.6758	1.0
0	3645	1.9079	4.2293	2.134	0.9861	1.3667	1.0
0	3650	2.0826	3.6486	2.134	11.2701	11.5757	1.0
0	3655	2.0826	2.5442	2.1944	7.9777	11.3016	1.0
0	3660	1.154	2.2018	1.7829	3.3802	11.3016	1.0
0	3665	2.236	3.1893	2.5145	2.3567	5.8765	1.0
0	3670	2.236	3.0826	1.7602	4.378	4.4937	1.0
0	3675	2.5498	2.387	2.4177	7.224	8.8686	1.0
0	3680	1.4635	5.3378	2.4	10.3278	3.7503	1.0
0	3685	1.5446	5.3378	2.8902	10.3278	5.7459	1.0
0	3690	0.9105	5.3378	2.5296	6.265	6.113	1.0
0	3695	1.5422	5.5745	2.8017	8.3659	1.121	1.0
0	3700	1.2121	6.0137	2.3172	5.7041	9.8475	1.0
0	3705	1.2625	5.4688	2.9145	2.7443	7.3854	1.0
0	3710	1.5766	1.4226	2.9145	10.5999	6.8438	1.0
0	3715	1.2049	1.4226	3.7113	10.5999	9.5185	1.0
0	3720	2.2866	0.3104	2.1265	4.6609	9.0199	1.0
0	3725	1.813	1.9422	3.3841	2.466	1.269	1.0
0	3730	2.4536	2.5006	2.9756	6.4026	0.3603	1.0
0	3735	4.1535	1.6098	4.7948	5.2135	1.7925	1.0
0	3740	2.7172	0.7478	2.754	6.2146	8.0128	1.0
0	3745	1.1862	0.6805	4.5875	8.7534	3.9835	1.0
0	3750	0.9438	0.9442	2.9905	10.9246	3.143	1.0
0	3755	1.45	0.9271	3.3629	11.9222	2.4264	1.0
0	3760	1.2958	0.3766	4.6846	9.6944	5.5124	1.0
0	3765	1.0335	0.7598	3.8864	5.3896	8.2866	1.0
0	3770	2.4953	1.4652	2.2643	1.3805	8.5282	1.0
0	3775	2.232	0.8698	3.8819	8.4801	4.8326	1.0
0	3780	1.8982	1.9436	4.0733	6.6405	4.9502	1.0
0	3785	1.6893	1.2639	2.8531	6.6405	8.0996	1.0
0	3790	0.8533	2.3201	2.7981	5.1681	8.3779	1.0
0	3795	1.8835	1.4428	2.3417	0.7859	8.3779	1.0
0	3800	1.1304	0.8416	3.9961	0.8519	6.9814	1.0
0	3805	1.6269	1.7139	4.0325	0.3183	4.9339	1.0
0	3810	2.2742	1.4558	2.4749	0.5878	3.7311	1.0
0	3815	0.8139	4.1523	3.3598	1.496	9.0055	1.0
0	3820	2.1098	5.6674	2.386	0.683	9.0055	1.0
0	3825	2.343	3.2166	2.741	7.1325	7.6458	1.0
0	3830	3.9143	2.7473	1.8577	7.2486	10.2536	1.0
0	3835	2.4875	2.5751	1.9188	6.4401	5.8728	1.0
0	3840	2.2513	4.7972	2.3198	7.2625	5.6973	1.0
0	3845	1.8566	4.7972	2.4003	4.8717	7.707	1.0
0	3850	1.7418	4.7972	2.2704	5.6273	9.2555	1.0
0	3855	1.8026	2.4132	3.3135	4.9665	0.4193	1.0
0	3860	2.3323	3.0745	3.2084	10.0117	0.6567	1.0
0	3865	1.7294	0.4015	3.2084	9.5057	0.7635	1.0
0	3870	2.576	2.131	3.2084	9.2707	2.5837	1.0
0	3875	3.4083	1.3202	3.096	5.1325	6.8386	1.0
0	3880	2.9826	1.8123	3.158	0.77	5.0181	1.0
0	3885	3.0914	0.5951	3.9536	8.8072	0.6856	1.0
0	3890	2.0904	0.4748	3.0821	7.7897	9.0441	1.0
0	3895	1.6887	1.0528	3.1458	1.2453	1.2167	1.0
0	3900	1.9165	1.2525	3.4427	3.3226	7.1375	1.0
0	3905	3.4124	1.752	3.0508	3.0378	3.6193	1.0
0	3910	2.8294	1.752	2.806	1.0729	1.1124	1.0
0	3915	3.289	0.7716	2.781	1.7674	2.5971	1.0
0	3920	2.6631	0.7492	3.4572	11.1921	7.9248	1.0
0	3925	3.0102	0.4735	3.3411	10.4659	3.5644	1.0
0	3930	1.9252	2.1148	2.7363	1.4939	5.0623	1.0
0	3935	1.3277	1.8621	2.5418	5.3149	1.8119	1.0
0	3940	2.0835	3.4171	3.0645	4.798	5.4683	1.0
0	3945	2.3508	3.4171	2.6288	9.1933	3.3335	1.0
0	3950	1.4731	1.1983	3.3161	9.1933	4.8628	1.0
0	3955	1.4545	0.4283	3.2687	4.3301	5.8219	1.0
0	3960	1.0279	1.7061	2.4361	9.976	11.5876	1.0
0	3965	2.4191	0.3833	3.633	4.7904	8.876	1.0
0	3970	1.4657	1.6879	3.853	3.3995	10.0421	1.0
0	3975	0.8175	1.074	3.5278	5.4859	9.473	1.0
0	3980	0.8559	0.6643	2.2219	11.4768	2.7745	1.0
0	3985	4.3596	1.2728	2.6132	10.9768	3.0876	1.0
0	3990	3.7261	1.2595	2.8105	10.9768	2.9894	1.0
0	3995	2.6741	1.0801	3.4015	8.2379	10.1771	1.0
0	4000	1.8575	1.1608	3.0493	3.1505	10.1771	1.0
0	4005	3.1402	1.4759	2.7346	5.718	8.9803	1.0
0	4010	2.6408	2.7885	2.2354	1.106	10.7661	1.0
0	4015	1.4402	1.8419	2.7672	1.0666	3.3899	1.0
0	4020	1.4581	2.3325	4.2573	10.8444	10.3972	1.0
0	4025	1.05	4.3541	2.49	7.6269	9.3223	1.0
0	4030	0.8509	4.2035	3.397	6.6251	9.3223	1.0
0	4035	1.5235	6.4555	3.6239	10.6712	2.2548	1.0
0	4040	2.0825	0.8483	2.8583	10.6712	1.4044	1.0
0	4045	2.9065	0.7373	2.2494	2.689	6.9029	1.0
0	4050	1.4411	0.8763	2.741	10.8821	1.8292	1.0
0	4055	0.8907	2.4758	2.7516	3.3671	3.889	1.0
0	4060	1.7107	1.7046	3.093	0.2101	0.859	1.0
