chain	draw	a0	beta	d_home	h0	i0	d_school
0	7730	4.213	0.618	2.1277	0.2229	7.1348	1.0
0	7735	1.998	0.1928	3.8459	0.1432	9.4126	1.0
0	7740	5.0164	0.2023	5.1958	1.0262	2.0319	1.0
0	7745	5.0164	0.4924	4.7822	0.1289	1.942	1.0
0	7750	3.1576	0.6068	1.8796	0.3857	7.824	1.0
0	7755	2.2061	1.9568	2.6125	4.3571	2.5843	1.0
0	7760	1.4003	2.4411	2.2778	3.3491	1.7523	1.0
0	7765	1.193	3.1388	3.268	3.2649	2.9568	1.0
0	7770	1.4256	1.7636	3.2057	10.0779	3.7375	1.0
0	7775	2.5581	1.0836	2.483	10.0779	5.5416	1.0
0	7780	3.924	0.9067	2.4963	4.8452	2.7496	1.0
0	7785	2.0633	1.5384	3.2088	4.4416	3.3144	1.0
0	7790	2.5809	1.8353	3.2088	7.165	11.5876	1.0
0	7795	1.443	1.6625	2.7274	7.9136	4.276	1.0
0	7800	2.3442	3.1202	2.7709	4.1075	3.0049	1.0
0	7805	3.1098	3.1202	2.5523	1.0381	11.2997	1.0
0	7810	2.322	2.7048	2.0366	2.1172	8.0041	1.0
0	7815	1.0623	2.1794	3.6944	1.839	8.9458	1.0
0	7820	1.2405	1.9254	4.0209	3.2805	9.0732	1.0
0	7825	1.2234	2.1208	3.1928	0.4797	9.0732	1.0
0	7830	0.9159	4.0511	2.565	7.6271	8.0269	1.0
0	7835	1.2083	3.39	2.8024	4.8929	8.0269	1.0
0	7840	2.1813	4.0598	1.885	0.2034	10.5017	1.0
0	7845	1.1647	4.9601	2.5532	0.1463	2.1005	1.0
0	7850	1.2792	3.4949	2.661	0.2593	11.6625	1.0
0	7855	1.7526	2.4598	2.7281	8.8423	11.6625	1.0
0	7860	1.7375	3.5266	2.0976	4.7462	9.7912	1.0
0	7865	0.9924	4.4042	2.0138	4.7462	1.4236	1.0
0	7870	2.0247	4.5678	2.4041	1.2191	2.4717	1.0
0	7875	2.3317	4.1819	2.0702	0.3454	4.9166	1.0
0	7880	2.0982	4.1255	2.2919	0.4093	10.2688	1.0
0	7885	0.8209	4.662	1.9039	0.6864	10.7198	1.0
0	7890	0.831	2.6711	2.5378	4.4609	10.7198	1.0
0	7895	1.1623	6.3149	3.3872	0.8774	9.5056	1.0
0	7900	0.9528	6.2491	3.3256	1.3229	2.8943	1.0
0	7905	1.1376	6.2242	3.0766	4.7319	6.5166	1.0
0	7910	0.8938	6.5817	2.4863	0.4307	5.013	1.0
0	7915	1.3786	7.2376	3.1294	0.3232	7.3066	1.0
0	7920	1.3241	3.8604	3.1065	0.574	11.4192	1.0
0	7925	2.0673	2.5976	2.1665	1.2282	11.4192	1.0
0	7930	1.7103	3.6044	2.44	7.5927	4.6507	1.0
0	7935	0.5411	1.6185	2.9156	5.4559	9.0486	1.0
0	7940	1.6347	1.8096	3.2841	6.1465	3.8041	1.0
0	7945	5.4493	0.6887	3.5168	5.5878	7.1835	1.0
0	7950	4.0231	0.9969	1.9823	3.9959	9.2442	1.0
0	7955	4.0231	0.6409	2.7843	3.2599	4.6138	1.0
0	7960	1.9776	1.2019	3.7349	4.3675	10.5258	1.0
0	7965	1.1479	1.5683	3.4089	9.7272	10.2552	1.0
0	7970	1.2889	1.1268	2.7178	8.8764	8.7429	1.0
0	7975	3.4496	0.9979	3.3279	11.4207	9.4044	1.0
0	7980	2.7765	1.1255	3.0296	0.5325	3.069	1.0
0	7985	2.8721	3.1765	3.1102	1.4165	2.2453	1.0
0	7990	1.5115	4.0387	2.8479	2.0501	6.5383	1.0
0	7995	1.5734	4.0387	3.3319	4.9749	9.7302	1.0
0	8000	2.3644	4.0387	2.7596	4.2633	6.9651	1.0
0	8005	2.0798	3.1519	2.1221	7.9622	9.369	1.0
0	8010	0.7494	1.8306	2.5824	10.0449	10.969	1.0
0	8015	1.4474	1.6934	2.8179	1.7468	9.9622	1.0
0	8020	1.3441	1.9361	3.6009	11.1483	10.6565	1.0
0	8025	1.1605	1.5866	2.6003	8.2514	7.4957	1.0
0	8030	1.282	2.1072	1.7926	6.5627	0.7199	1.0
0	8035	1.5004	2.5379	1.8693	3.9663	2.6234	1.0
0	8040	0.6897	6.4636	2.4142	1.8825	5.5195	1.0
0	8045	1.59	6.4636	3.4771	5.5587	5.6385	1.0
0	8050	2.1354	4.559	2.4599	10.8845	8.2927	1.0
0	8055	2.6864	4.6282	2.1096	3.8843	5.1718	1.0
0	8060	3.6643	4.6282	2.3335	3.2346	5.522	1.0
0	8065	1.3773	5.6773	2.2729	0.694	6.32	1.0
0	8070	3.7846	1.3879	2.378	1.1191	11.4707	1.0
0	8075	2.1895	1.0245	2.6564	2.2921	4.0293	1.0
0	8080	1.4074	1.1312	2.9178	9.5619	10.2079	1.0
0	8085	1.973	0.6999	2.9178	10.7723	11.2399	1.0
0	8090	1.5845	1.5428	2.9359	7.6312	1.7009	1.0
0	8095	0.784	0.9898	3.1129	6.4082	4.9785	1.0
0	8100	1.7841	0.7513	3.4936	3.4116	5.5679	1.0
0	8105	0.2954	1.5029	3.0384	11.1468	6.8159	1.0
0	8110	0.723	3.3594	3.8277	8.51	6.8159	1.0
0	8115	1.1103	3.3594	2.6742	5.0428	11.2797	1.0
0	8120	1.3115	3.8891	2.071	1.3126	7.89	1.0
0	8125	1.6568	4.6698	3.0225	8.4762	6.2256	1.0
0	8130	1.1385	5.133	2.3464	8.3247	5.2726	1.0
0	8135	2.053	4.2028	2.4764	2.2559	8.1418	1.0
0	8140	2.4134	2.6574	1.6821	1.2224	10.901	1.0
0	8145	1.8797	4.0999	1.768	3.2004	9.9389	1.0
0	8150	1.8797	7.5849	2.1436	8.0197	8.789	1.0
0	8155	1.6414	6.4758	3.6018	4.7545	1.11	1.0
0	8160	0.5737	6.4538	3.1343	6.5535	4.8001	1.0
0	8165	0.7151	7.5859	2.889	2.2991	11.8075	1.0
0	8170	1.608	4.3236	3.4672	9.1113	1.3887	1.0
0	8175	1.1725	1.5653	3.0803	7.9533	3.8277	1.0
0	8180	0.9477	1.6256	4.4029	0.6029	2.1723	1.0
0	8185	2.299	2.7534	3.2253	1.5238	0.1293	1.0
0	8190	2.6222	2.6113	2.501	2.2624	3.2416	1.0
0	8195	1.5	6.0284	3.2565	4.3721	5.2129	1.0
0	8200	1.0788	6.7804	2.8932	1.3639	5.2129	1.0
0	8205	1.9848	2.4295	2.6052	2.8775	3.1041	1.0
0	8210	1.7785	2.4478	2.5496	11.3624	1.5306	1.0
0	8215	2.4058	1.006	2.7951	0.7128	4.3653	1.0
0	8220	2.1139	1.5936	2.8136	1.628	1.7392	1.0
0	8225	2.7056	1.4857	2.0739	8.5564	5.5918	1.0
0	8230	1.7666	0.8125	2.8599	8.7317	9.7235	1.0
0	8235	0.8754	0.5816	3.0765	10.0937	4.1187	1.0
0	8240	1.4362	0.9487	3.9273	5.976	8.2737	1.0
0	8245	1.3371	0.2034	2.5032	9.7324	11.2899	1.0
0	8250	1.3172	0.8726	3.6559	5.2679	9.7517	1.0
0	8255	1.7318	1.0494	3.2659	3.2724	10.6244	1.0
0	8260	1.4458	1.0204	2.3458	2.8847	10.6244	1.0
0	8265	1.4668	0.2979	4.0068	4.6564	11.6696	1.0
0	8270	3.0101	0.373	3.7507	2.3646	5.4765	1.0
0	8275	4.0156	0.3564	2.7125	2.7044	7.5223	1.0
0	8280	2.2554	0.1647	3.4192	1.9382	7.5223	1.0
0	8285	2.5579	0.7067	3.6165	3.9097	4.5529	1.0
0	8290	2.4059	0.6127	2.8465	5.9648	4.6581	1.0
0	8295	1.2888	1.2956	3.3104	4.3955	11.0123	1.0
0	8300	1.9337	1.8603	3.639	6.9857	9.7655	1.0
0	8305	1.9337	1.6951	2.8985	6.3807	5.3106	1.0
0	8310	3.0354	1.8181	2.378	7.8203	7.6156	1.0
0	8315	2.61	3.128	1.9233	5.5175	7.6156	1.0
0	8320	3.4119	6.399	2.3139	4.9025	9.2615	1.0
0	8325	1.1482	9.5958	2.3618	3.17	4.0543	1.0
0	8330	1.0918	9.5958	4.7733	6.706	4.9475	1.0
0	8335	0.7733	8.9752	3.0927	7.6228	3.8715	1.0
0	8340	1.4261	6.5168	2.1912	0.7889	1.9116	1.0
0	8345	0.7516	6.5168	2.8565	1.3103	1.4627	1.0
0	8350	1.5997	4.5726	2.7341	11.8639	10.8907	1.0
0	8355	2.2153	1.5714	2.6064	9.6108	2.4854	1.0
0	8360	2.6568	0.6752	3.02	9.1931	8.9507	1.0
0	8365	1.3621	0.6279	3.5511	6.6411	3.9866	1.0
0	8370	0.9333	0.2344	3.1221	9.8508	5.3349	1.0
0	8375	1.1109	0.4551	3.1263	2.8739	1.507	1.0
0	8380	1.5888	1.9626	2.9884	2.6219	0.6296	1.0
0	8385	1.6476	2.1086	2.4553	4.427	0.6359	1.0
0	8390	2.1439	4.6092	3.2882	10.4482	0.1618	1.0
0	8395	0.5443	2.6406	2.5169	6.3015	2.335	1.0
0	8400	0.992	2.9932	3.4032	4.5973	2.8944	1.0
0	8405	0.6465	2.9932	2.2272	0.842	7.1745	1.0
0	8410	1.277	3.4066	3.0412	2.0356	3.6611	1.0
0	8415	1.9432	1.3798	3.0412	10.6627	9.7433	1.0
0	8420	1.9636	1.5989	2.6493	7.8769	6.2391	1.0
0	8425	1.0193	1.7605	3.6699	1.8919	2.5128	1.0
0	8430	1.6805	1.8609	2.4754	9.2414	2.7851	1.0
0	8435	1.4868	2.0112	2.6831	11.9543	4.832	1.0
0	8440	0.8778	4.1921	2.6869	7.4076	11.9821	1.0
0	8445	1.6017	1.0329	2.848	4.6676	6.2174	1.0
0	8450	3.4389	1.3555	2.7215	0.3684	9.5328	1.0
0	8455	1.5131	0.8504	2.0438	2.6891	9.5328	1.0
0	8460	2.1101	2.0121	2.8469	5.4315	11.0596	1.0
0	8465	1.4161	1.858	2.1155	3.2908	6.1632	1.0
0	8470	2.3458	2.2433	2.3171	3.9807	8.4141	1.0
0	8475	0.999	2.7724	2.1966	2.4216	4.6088	1.0
0	8480	1.5008	5.1231	2.1966	4.0478	7.1945	1.0
0	8485	1.425	2.9589	2.7349	6.7398	6.2811	1.0
0	8490	2.2587	1.038	2.9388	6.7398	3.044	1.0
0	8495	3.4536	0.821	3.8636	9.2421	2.1355	1.0
0	8500	2.2213	0.9661	2.3925	9.2421	1.0272	1.0
0	8505	1.7402	4.6605	2.6289	6.5939	8.9272	1.0
0	8510	2.0857	5.3877	2.031	1.5788	10.4574	1.0
0	8515	2.1461	6.3701	2.0336	3.6287	7.7681	1.0
0	8520	2.896	4.8827	1.8638	6.3759	11.0338	1.0
0	8525	1.9078	4.8827	2.7352	3.434	7.0281	1.0
0	8530	1.1603	4.895	2.0716	0.7594	7.6343	1.0
0	8535	3.7113	4.2388	3.1365	9.7989	3.7002	1.0
0	8540	2.5898	1.8913	2.935	9.7989	7.4299	1.0
0	8545	1.5964	0.6731	3.3731	9.186	7.4299	1.0
0	8550	2.5961	2.0454	3.9783	6.4909	9.4338	1.0
0	8555	2.3291	2.1437	2.9282	2.2998	11.8305	1.0
0	8560	2.1741	5.0249	2.7725	9.2211	9.8241	1.0
0	8565	2.7508	2.8147	1.8335	2.6902	10.4151	1.0
0	8570	1.1197	2.8748	2.2241	9.9356	4.8201	1.0
0	8575	1.4457	3.5893	2.6566	11.3728	3.8179	1.0
0	8580	1.0327	4.8673	2.94	8.862	1.2699	1.0
0	8585	1.4262	3.5941	2.3786	1.4546	5.5997	1.0
0	8590	3.8493	2.5096	1.716	1.1707	3.3566	1.0
0	8595	3.1541	2.5096	1.2528	0.697	10.6961	1.0
0	8600	3.5044	3.0351	1.8569	7.9891	10.6961	1.0
0	8605	2.2044	1.8157	1.5139	6.7572	9.5513	1.0
0	8610	2.2165	1.2781	2.7578	6.0555	6.1879	1.0
0	8615	2.6236	0.831	2.5688	3.1145	9.0229	1.0
0	8620	1.0498	0.5228	3.1594	7.9238	3.742	1.0
0	8625	2.5031	1.0063	3.8595	1.8416	4.132	1.0
0	8630	2.9985	0.9593	3.2519	9.1	4.8406	1.0
0	8635	1.8262	0.931	2.3861	9.7513	6.4655	1.0
0	8640	3.8715	0.8684	1.6709	5.9721	5.0067	1.0
0	8645	1.9802	1.3547	2.5737	1.5555	10.2124	1.0
0	8650	0.6495	4.9196	2.8784	3.4901	1.0824	1.0
0	8655	1.201	4.02	2.4355	1.8064	1.5253	1.0
0	8660	0.7365	4.958	3.5918	7.6617	1.1404	1.0
0	8665	1.2875	3.7778	3.2075	5.9329	2.7684	1.0
0	8670	1.5514	7.0198	2.2905	3.5156	8.4262	1.0
0	8675	2.0545	1.648	3.5602	6.937	3.7519	1.0
0	8680	2.3583	1.4529	2.4787	6.1573	5.1827	1.0
0	8685	2.578	2.293	3.3857	7.6841	6.4353	1.0
0	8690	3.0521	0.9933	1.8773	6.0627	7.588	1.0
0	8695	1.3604	0.426	2.5412	8.2378	9.5131	1.0
0	8700	0.8444	0.6803	3.6049	11.5558	9.5131	1.0
0	8705	0.9109	1.2184	3.7585	11.4884	9.576	1.0
0	8710	0.8367	1.9171	3.7466	5.7194	6.2365	1.0
0	8715	1.2721	3.257	2.9161	8.9307	7.8398	1.0
0	8720	0.8006	1.5368	3.4053	2.5843	5.1601	1.0
0	8725	1.0229	2.2874	2.1879	8.4929	4.9242	1.0
0	8730	1.4284	2.3972	2.1179	9.7067	6.6422	1.0
0	8735	4.1846	0.7722	3.3595	3.8071	3.749	1.0
0	8740	1.9034	1.316	2.5383	7.6537	1.8535	1.0
0	8745	1.7302	0.2543	3.2123	7.1202	8.399	1.0
0	8750	1.1678	0.622	2.7459	8.8172	8.0374	1.0
0	8755	1.2552	1.2518	2.6019	1.6724	6.1447	1.0
0	8760	0.957	1.6938	2.8369	9.8531	7.7777	1.0
0	8765	1.0023	3.5005	2.8984	9.6548	10.7864	1.0
0	8770	1.1903	3.401	4.118	1.5501	4.4401	1.0
0	8775	1.1903	2.6773	3.6166	3.5017	11.577	1.0
0	8780	1.6618	1.159	2.8293	6.4539	11.577	1.0
0	8785	0.6653	2.0466	3.0231	7.5541	11.577	1.0
0	8790	1.0457	0.9081	3.2478	10.2922	2.8727	1.0
0	8795	1.3468	2.8215	2.1476	0.7596	5.6395	1.0
0	8800	2.7094	3.4178	3.5101	7.7206	9.0552	1.0
0	8805	1.961	1.0851	3.3644	6.1603	10.9373	1.0
0	8810	1.3158	1.1023	2.5788	11.5376	10.9373	1.0
0	8815	1.4198	3.2167	2.2296	3.9147	3.4903	1.0
0	8820	1.1016	2.2211	2.9987	0.4194	5.5727	1.0
0	8825	1.6452	3.1929	2.4234	0.3605	6.8679	1.0
0	8830	1.9832	3.1929	2.3117	1.4331	1.2039	1.0
0	8835	1.2217	3.6058	3.6846	0.8408	6.5029	1.0
0	8840	2.3136	4.2669	2.3335	1.1284	3.5686	1.0
0	8845	1.6354	0.7396	2.9129	8.1172	4.2634	1.0
0	8850	3.5954	0.5678	2.4037	6.8385	3.2009	1.0
0	8855	2.5905	0.4666	2.9165	7.7193	4.3485	1.0
0	8860	1.6706	0.5798	2.0677	6.7216	4.7664	1.0
0	8865	0.4926	1.4316	2.8147	5.6559	9.3213	1.0
0	8870	2.0128	1.4378	3.3975	3.5589	6.9071	1.0
0	8875	1.7072	1.0364	3.7957	4.6992	10.5063	1.0
0	8880	1.4259	0.5543	3.0815	6.4317	8.8936	1.0
0	8885	2.1016	0.4703	3.2119	3.4638	11.1753	1.0
0	8890	4.3642	0.609	3.8326	7.1587	9.9764	1.0
0	8895	1.3422	0.7412	3.8326	4.0793	3.274	1.0
0	8900	1.2504	0.3986	3.9635	8.9389	10.5711	1.0
0	8905	1.7533	0.2788	3.2513	1.7407	5.9175	1.0
0	8910	2.0626	1.642	3.1829	4.4356	10.8341	1.0
0	8915	1.6501	1.642	4.1297	3.2417	7.8365	1.0
0	8920	1.0482	1.6949	4.1213	2.6994	10.1287	1.0
0	8925	1.9918	2.6593	2.5971	7.0738	3.328	1.0
0	8930	2.3168	1.0742	3.884	6.6963	6.5727	1.0
0	8935	2.3168	0.6235	2.563	5.2974	5.0727	1.0
0	8940	2.3168	0.3994	2.815	3.7987	1.5883	1.0
0	8945	2.3468	0.2263	3.5934	10.7731	4.6609	1.0
0	8950	1.4131	0.3535	4.3279	1.4055	6.7686	1.0
0	8955	1.1844	0.7293	4.0982	3.3597	6.6869	1.0
0	8960	1.7956	1.2852	2.6001	10.442	6.6239	1.0
0	8965	2.3278	1.7512	2.5819	4.5425	5.3112	1.0
0	8970	1.0733	1.3969	2.6935	8.0643	6.2248	1.0
0	8975	1.7609	1.8407	2.0482	8.0643	9.5421	1.0
0	8980	1.2012	1.0581	2.281	4.1691	10.2212	1.0
0	8985	1.6134	0.6941	3.7665	5.8799	7.2497	1.0
0	8990	1.7144	0.8584	3.5415	10.2809	11.8119	1.0
0	8995	1.0388	1.1282	3.5686	6.8016	11.9976	1.0
0	9000	0.9727	1.6688	3.2533	1.298	10.4887	1.0
0	9005	1.6007	3.3254	1.792	0.7697	7.6601	1.0
0	9010	1.6164	3.4263	1.8156	5.159	8.6803	1.0
0	9015	4.2254	3.8821	1.7939	4.3312	2.2209	1.0
0	9020	3.2142	3.6694	2.1367	8.447	3.0512	1.0
0	9025	3.2142	5.9925	1.8575	8.447	10.909	1.0
0	9030	1.736	4.3982	1.8215	11.1931	10.909	1.0
0	9035	1.736	1.3404	2.1525	3.3496	2.3781	1.0
0	9040	1.0569	0.9697	3.3992	2.5138	11.087	1.0
0	9045	1.0046	1.3144	3.4371	5.1829	5.3373	1.0
0	9050	1.4269	0.9729	3.5178	5.529	9.0692	1.0
0	9055	1.2395	1.4856	5.0859	3.2434	0.6847	1.0
0	9060	1.8761	2.0114	3.2366	0.7404	3.0738	1.0
0	9065	1.3164	1.5295	2.3235	4.1592	8.5943	1.0
0	9070	2.0094	1.0973	3.9688	2.0831	9.8036	1.0
0	9075	1.955	2.0723	4.2121	8.4831	4.5922	1.0
0	9080	1.1956	0.5237	2.485	7.2042	7.6232	1.0
0	9085	1.1956	0.4641	2.2924	3.3426	7.2674	1.0
0	9090	2.7036	0.9375	2.8116	8.989	11.023	1.0
0	9095	1.5853	0.32	3.7929	9.2135	11.2967	1.0
0	9100	2.5889	1.0069	2.848	9.7719	9.8372	1.0
0	9105	2.5889	1.1378	1.7804	9.7719	3.5997	1.0
0	9110	2.7986	2.1552	2.3003	4.5801	2.5112	1.0
0	9115	3.5521	2.1722	2.3127	2.9685	6.9225	1.0
0	9120	3.0675	0.8979	2.8821	0.1312	5.8429	1.0
0	9125	2.6343	1.367	3.0742	3.5263	7.7175	1.0
0	9130	1.0576	1.0019	2.8373	6.6334	10.2382	1.0
0	9135	0.9009	1.0788	2.3719	7.2051	7.1353	1.0
0	9140	1.2446	1.0313	4.0532	5.5421	7.3449	1.0
0	9145	0.7459	1.0313	3.3463	9.3616	2.8343	1.0
0	9150	1.119	1.6015	3.6751	3.9398	1.9264	1.0
0	9155	1.8974	0.986	4.6336	3.6989	0.4615	1.0
0	9160	1.4273	3.997	3.7024	4.6186	0.5548	1.0
0	9165	1.4569	2.0977	3.677	3.9062	1.957	1.0
0	9170	1.2196	3.5857	3.2307	2.1591	1.2853	1.0
0	9175	0.8743	6.8755	4.4192	6.792	8.7467	1.0
0	9180	1.2242	4.1146	2.8163	6.0171	4.1345	1.0
0	9185	1.2242	2.0347	3.7212	4.4928	5.5132	1.0
0	9190	1.3604	1.8382	3.7267	4.4167	8.0369	1.0
0	9195	2.6029	0.96	3.3833	4.8859	6.4174	1.0
0	9200	0.9839	0.4222	4.0554	1.6136	5.2117	1.0
0	9205	2.3726	1.222	4.7593	1.5491	2.8455	1.0
0	9210	0.6859	1.222	4.6941	2.3029	4.591	1.0
0	9215	3.0724	1.4998	2.7046	1.7933	9.2482	1.0
0	9220	2.3763	2.0736	2.4116	1.2966	6.7896	1.0
0	9225	1.7859	2.4083	2.715	2.176	7.4603	1.0
0	9230	2.3134	2.2169	1.6173	2.0043	8.4247	1.0
0	9235	1.8398	0.7755	2.3955	7.4997	8.4247	1.0
0	9240	1.2041	2.8978	1.9578	11.5089	6.5587	1.0
0	9245	1.4032	1.9309	2.051	4.0334	11.1497	1.0
0	9250	2.6163	0.7574	2.0987	1.1787	7.2153	1.0
0	9255	2.4365	1.5699	3.1202	10.4033	9.8926	1.0
0	9260	2.7632	1.739	2.816	6.9037	11.6118	1.0
0	9265	0.7968	4.1414	2.019	6.8826	11.6118	1.0
0	9270	0.6937	2.5703	2.019	8.6396	11.6118	1.0
0	9275	1.1106	2.012	3.8821	2.852	5.6553	1.0
0	9280	2.138	2.3094	2.4179	2.5586	9.711	1.0
0	9285	1.1707	1.8846	2.8317	6.2642	3.977	1.0
0	9290	2.0027	3.0505	1.6618	2.2808	1.4592	1.0
0	9295	0.9795	3.0505	2.9514	4.0169	4.2252	1.0
0	9300	0.6868	2.4478	2.6463	1.679	3.8711	1.0
0	9305	0.6868	4.6866	3.5937	4.5654	3.675	1.0
0	9310	1.5188	5.4846	2.6245	5.914	4.0008	1.0
0	9315	3.4525	2.985	2.0535	1.5038	6.0511	1.0
0	9320	3.0607	2.5646	1.8831	7.1601	8.0082	1.0
0	9325	2.1498	2.2063	1.7519	0.5856	6.6949	1.0
0	9330	1.6732	2.2063	2.098	1.4767	6.6949	1.0
0	9335	3.9518	1.6252	2.9284	2.2211	3.4029	1.0
0	9340	1.0202	0.8912	2.7277	10.0507	11.7426	1.0
0	9345	1.0202	2.084	2.3595	10.0507	5.1796	1.0
0	9350	2.79	2.7799	1.5679	3.2001	4.3907	1.0
0	9355	3.6599	2.763	1.8859	11.7325	2.5638	1.0
0	9360	1.0942	2.763	2.9683	2.611	5.0443	1.0
0	9365	2.608	2.763	2.9632	8.348	0.2329	1.0
0	9370	3.2588	1.4044	2.8086	3.1986	0.6671	1.0
0	9375	1.0792	2.0497	2.4693	4.967	9.4759	1.0
0	9380	2.0082	2.4119	2.8173	6.9205	9.4759	1.0
0	9385	1.3565	0.8594	2.4321	7.9041	10.8207	1.0
0	9390	2.7762	5.2095	2.2522	2.8542	3.5818	1.0
0	9395	2.7104	8.5074	2.0274	6.0536	11.802	1.0
0	9400	2.0641	3.5165	2.68	4.5444	3.1966	1.0
0	9405	2.4677	2.0396	1.703	5.7412	0.7767	1.0
0	9410	3.6473	2.5793	2.1093	11.4573	11.0268	1.0
0	9415	1.2555	2.6358	2.4321	10.5314	3.1308	1.0
0	9420	2.6872	2.1447	3.3573	5.7626	9.2105	1.0
0	9425	1.5837	1.5723	2.458	2.1655	7.3844	1.0
0	9430	1.5239	1.8446	2.0991	1.66	11.2243	1.0
0	9435	2.6164	3.1823	2.1309	3.4031	4.8772	1.0
0	9440	1.6102	3.8722	2.897	3.7923	8.9794	1.0
0	9445	1.2731	3.5891	3.1097	4.8981	1.965	1.0
0	9450	1.9571	2.9888	2.4394	6.3974	5.5569	1.0
0	9455	1.4611	3.5847	2.3919	0.3536	9.6407	1.0
0	9460	1.4611	2.7481	2.5352	0.7844	7.3615	1.0
0	9465	2.554	1.8443	2.5352	2.1729	4.8005	1.0
0	9470	1.376	3.1863	3.0837	6.2628	3.3256	1.0
0	9475	1.7568	3.1863	2.5716	4.6017	1.5025	1.0
0	9480	3.2316	3.3494	2.5423	6.0723	5.2489	1.0
0	9485	1.8429	5.4819	2.5652	5.8747	11.6987	1.0
0	9490	2.3017	6.8963	2.7135	2.9508	5.9785	1.0
0	9495	1.6566	3.1	3.099	9.7214	5.9999	1.0
0	9500	0.818	3.1	3.6229	5.515	3.181	1.0
0	9505	0.4215	2.1869	3.2366	5.0511	10.3747	1.0
0	9510	1.0352	1.3076	3.6	11.8717	2.7961	1.0
0	9515	1.3901	0.8643	2.7428	11.8717	6.0945	1.0
0	9520	1.3643	0.9572	4.821	11.8717	2.7427	1.0
0	9525	1.1552	1.712	3.3356	9.7578	10.353	1.0
0	9530	0.9156	1.5755	2.8745	6.0209	10.7733	1.0
0	9535	1.5778	1.5755	2.6166	7.9605	11.7553	1.0
0	9540	2.1788	0.6141	2.4645	9.5107	4.3788	1.0
0	9545	3.0193	1.6427	3.6461	1.2635	3.5825	1.0
0	9550	1.7916	0.6758	1.9502	3.2901	0.959	1.0
0	9555	1.7916	1.3631	2.7812	0.6763	1.926	1.0
0	9560	3.4863	2.4895	4.7616	3.0209	5.1299	1.0
0	9565	4.9869	1.7605	3.7885	8.8613	5.4871	1.0
0	9570	5.767	1.4673	3.008	3.7942	1.7306	1.0
0	9575	2.7673	1.6888	3.2547	3.8767	1.8317	1.0
0	9580	1.6331	2.2261	2.8889	1.6639	6.1318	1.0
0	9585	0.6081	3.1057	3.6986	2.7815	6.1318	1.0
0	9590	0.5138	3.1057	3.4863	8.795	1.583	1.0
0	9595	0.9193	3.0613	3.6378	3.7453	1.2146	1.0
0	9600	1.7267	3.2641	3.6883	5.4528	0.4238	1.0
0	9605	0.6035	4.2104	2.9963	2.2046	1.3832	1.0
0	9610	2.01	4.7948	2.6255	2.4733	7.8487	1.0
0	9615	1.0636	4.7223	3.2924	10.5716	0.6814	1.0
0	9620	1.8162	3.1652	4.9212	8.5145	3.25	1.0
0	9625	0.6464	3.4674	3.6878	5.0532	7.9962	1.0
0	9630	1.0255	2.3509	3.7427	5.2572	4.0505	1.0
0	9635	1.0255	2.5493	2.864	2.516	3.8217	1.0
0	9640	2.8961	1.2946	3.143	1.4698	4.8991	1.0
0	9645	1.9473	1.3757	2.2989	1.7495	1.3321	1.0
0	9650	2.1599	1.5452	4.4564	9.9412	0.3258	1.0
0	9655	3.63	0.895	4.2698	6.2554	0.9647	1.0
0	9660	1.7867	0.1997	4.6852	10.2303	1.9487	1.0
0	9665	1.7723	0.2315	3.4488	10.2303	1.1599	1.0
0	9670	1.3822	0.2971	4.1171	4.0993	4.336	1.0
0	9675	3.1922	0.6047	4.0207	2.4847	4.6514	1.0
0	9680	1.7189	0.8102	2.6048	9.4076	6.2232	1.0
0	9685	1.4418	1.2533	2.6415	5.9985	10.9607	1.0
0	9690	2.0032	2.1669	3.0006	8.9295	10.8376	1.0
0	9695	0.5088	1.2829	3.2521	5.9256	10.8376	1.0
0	9700	1.4009	1.9699	3.2521	11.6159	10.8376	1.0
0	9705	1.5482	3.0252	2.3636	10.5255	11.0681	1.0
0	9710	2.5417	8.6618	3.1155	9.8263	4.7838	1.0
0	9715	1.3196	8.6618	3.1746	9.4784	4.3267	1.0
0	9720	0.7924	8.2685	2.5193	9.1019	3.2069	1.0
0	9725	0.8663	7.2771	2.673	3.0746	4.6098	1.0
0	9730	2.0504	8.3483	2.8663	6.0785	8.5222	1.0
0	9735	1.513	5.481	2.9311	10.6588	6.8838	1.0
0	9740	1.4793	3.5934	3.5998	7.0466	9.4736	1.0
0	9745	1.633	2.5817	2.1129	2.8348	3.2082	1.0
0	9750	2.6836	3.3947	1.5761	8.9719	7.3968	1.0
0	9755	1.6808	5.5572	3.2667	3.6005	3.2326	1.0
0	9760	1.0907	6.9364	2.8646	11.5924	4.1388	1.0
0	9765	0.9806	6.7141	4.1933	6.6911	4.6638	1.0
0	9770	1.8255	6.4253	3.1083	8.6832	5.6277	1.0
0	9775	0.8096	5.2058	4.1531	8.6832	7.2367	1.0
0	9780	1.3959	7.5187	4.6547	3.572	1.459	1.0
0	9785	0.9065	7.5187	2.0183	7.5458	2.114	1.0
0	9790	1.0454	7.5187	2.3802	4.4813	1.9122	1.0
0	9795	1.1117	5.4696	2.8791	1.3571	6.2368	1.0
0	9800	2.2883	8.8839	2.7876	10.6889	3.0104	1.0
0	9805	0.7752	8.8839	2.7467	10.6889	11.918	1.0
0	9810	1.1411	8.9154	2.9698	2.3366	1.9393	1.0
