# 0.1.0+578d682 (2026-08-12)
replicate	t	S	E	I	R	Dead	flow_infection	flow_onset	flow_recovery	flow_death
1	0	180	1	0	0	0	0	0	0	0
1	1	180	1	0	0	0	0	0	0	0
1	2	180	1	0	0	0	0	0	0	0
1	3	180	1	0	0	0	0	0	0	0
1	4	180	1	0	0	0	0	0	0	0
1	5	180	1	0	0	0	0	0	0	0
1	6	180	1	0	0	0	0	0	0	0
1	7	180	1	0	0	0	0	0	0	0
1	8	180	1	0	0	0	0	0	0	0
1	9	180	1	0	0	0	0	0	0	0
1	10	180	1	0	0	0	0	0	0	0
1	11	180	1	0	0	0	0	0	0	0
1	12	180	1	0	0	0	0	0	0	0
1	13	180	1	0	0	0	0	0	0	0
1	14	180	1	0	0	0	0	0	0	0
1	15	180	1	0	0	0	0	0	0	0
1	16	180	1	0	0	0	0	0	0	0
1	17	180	0	1	0	0	0	1	0	0
1	18	180	0	1	0	0	0	0	0	0
1	19	180	0	1	0	0	0	0	0	0
1	20	180	0	1	0	0	0	0	0	0
1	21	180	0	1	0	0	0	0	0	0
1	22	180	0	0	1	0	0	0	1	0
1	23	180	0	0	1	0	0	0	0	0
1	24	180	0	0	1	0	0	0	0	0
1	25	180	0	0	1	0	0	0	0	0
1	26	180	0	0	1	0	0	0	0	0
1	27	180	0	0	1	0	0	0	0	0
1	28	180	0	0	1	0	0	0	0	0
1	29	180	0	0	1	0	0	0	0	0
1	30	180	0	0	1	0	0	0	0	0
1	31	180	0	0	1	0	0	0	0	0
1	32	180	0	0	1	0	0	0	0	0
1	33	180	0	0	1	0	0	0	0	0
1	34	180	0	0	1	0	0	0	0	0
1	35	180	0	0	1	0	0	0	0	0
1	36	180	0	0	1	0	0	0	0	0
1	37	180	0	0	1	0	0	0	0	0
2	0	180	1	0	0	0	0	0	0	0
2	1	180	1	0	0	0	0	0	0	0
2	2	180	0	1	0	0	0	1	0	0
2	3	180	0	1	0	0	0	0	0	0
2	4	180	0	1	0	0	0	0	0	0
2	5	178	2	0	1	0	2	0	1	0
2	6	178	2	0	1	0	0	0	0	0
2	7	178	2	0	1	0	0	0	0	0
2	8	178	2	0	1	0	0	0	0	0
2	9	178	2	0	1	0	0	0	0	0
2	10	178	2	0	1	0	0	0	0	0
2	11	178	2	0	1	0	0	0	0	0
2	12	178	2	0	1	0	0	0	0	0
2	13	178	2	0	1	0	0	0	0	0
2	14	178	1	1	1	0	0	1	0	0
2	15	178	1	1	1	0	0	0	0	0
2	16	178	0	2	1	0	0	1	0	0
2	17	178	0	2	1	0	0	0	0	0
2	18	177	1	2	1	0	1	0	0	0
2	19	177	1	2	1	0	0	0	0	0
2	20	176	2	2	1	0	1	0	0	0
2	21	176	2	2	1	0	0	0	0	0
2	22	174	4	2	1	0	2	0	0	0
2	23	174	4	2	1	0	0	0	0	0
2	24	174	4	2	1	0	0	0	0	0
2	25	174	3	2	2	0	0	1	1	0
2	26	174	3	2	2	0	0	0	0	0
2	27	174	3	2	2	0	0	0	0	0
2	28	174	2	2	3	0	0	1	1	0
2	29	174	1	3	3	0	0	1	0	0
2	30	173	2	3	3	0	1	0	0	0
2	31	173	2	3	3	0	0	0	0	0
2	32	172	2	3	4	0	1	1	1	0
2	33	171	2	3	5	0	1	1	1	0
2	34	171	2	2	6	0	0	0	1	0
2	35	171	2	2	6	0	0	0	0	0
2	36	171	2	2	6	0	0	0	0	0
2	37	169	4	2	6	0	2	0	0	0
3	0	180	1	0	0	0	0	0	0	0
3	1	180	1	0	0	0	0	0	0	0
3	2	180	1	0	0	0	0	0	0	0
3	3	180	0	1	0	0	0	1	0	0
3	4	179	1	1	0	0	1	0	0	0
3	5	178	1	2	0	0	1	1	0	0
3	6	178	1	2	0	0	0	0	0	0
3	7	178	1	1	0	1	0	0	0	1
3	8	178	1	1	0	1	0	0	0	0
3	9	178	1	1	0	1	0	0	0	0
3	10	178	1	1	0	1	0	0	0	0
3	11	176	3	1	0	1	2	0	0	0
3	12	176	3	1	0	1	0	0	0	0
3	13	176	3	1	0	1	0	0	0	0
3	14	176	3	1	0	1	0	0	0	0
3	15	176	3	1	0	1	0	0	0	0
3	16	176	2	2	0	1	0	1	0	0
3	17	176	2	2	0	1	0	0	0	0
3	18	175	3	2	0	1	1	0	0	0
3	19	173	5	2	0	1	2	0	0	0
3	20	172	6	2	0	1	1	0	0	0
3	21	169	9	2	0	1	3	0	0	0
3	22	169	9	2	0	1	0	0	0	0
3	23	169	8	3	0	1	0	1	0	0
3	24	167	7	6	0	1	2	3	0	0
3	25	167	4	9	0	1	0	3	0	0
3	26	165	5	9	0	2	2	1	0	1
3	27	164	4	10	1	2	1	2	1	0
3	28	162	6	10	1	2	2	0	0	0
3	29	160	7	10	2	2	2	1	1	0
3	30	157	9	10	2	3	3	1	0	1
3	31	156	10	8	4	3	1	0	2	0
3	32	156	9	6	5	5	0	1	1	2
3	33	154	10	7	5	5	2	1	0	0
3	34	152	12	7	5	5	2	0	0	0
3	35	151	13	7	5	5	1	0	0	0
3	36	151	12	8	5	5	0	1	0	0
3	37	150	13	7	6	5	1	0	1	0
4	0	180	1	0	0	0	0	0	0	0
4	1	180	1	0	0	0	0	0	0	0
4	2	180	1	0	0	0	0	0	0	0
4	3	180	1	0	0	0	0	0	0	0
4	4	180	1	0	0	0	0	0	0	0
4	5	180	1	0	0	0	0	0	0	0
4	6	180	1	0	0	0	0	0	0	0
4	7	180	1	0	0	0	0	0	0	0
4	8	180	1	0	0	0	0	0	0	0
4	9	180	1	0	0	0	0	0	0	0
4	10	180	1	0	0	0	0	0	0	0
4	11	180	1	0	0	0	0	0	0	0
4	12	180	1	0	0	0	0	0	0	0
4	13	180	0	1	0	0	0	1	0	0
4	14	179	1	1	0	0	1	0	0	0
4	15	179	1	1	0	0	0	0	0	0
4	16	179	1	1	0	0	0	0	0	0
4	17	178	2	1	0	0	1	0	0	0
4	18	178	2	1	0	0	0	0	0	0
4	19	178	2	1	0	0	0	0	0	0
4	20	178	2	1	0	0	0	0	0	0
4	21	178	2	1	0	0	0	0	0	0
4	22	178	2	1	0	0	0	0	0	0
4	23	177	3	1	0	0	1	0	0	0
4	24	177	2	2	0	0	0	1	0	0
4	25	177	2	1	0	1	0	0	0	1
4	26	177	1	2	0	1	0	1	0	0
4	27	177	1	2	0	1	0	0	0	0
4	28	176	2	2	0	1	1	0	0	0
4	29	176	2	2	0	1	0	0	0	0
4	30	175	3	2	0	1	1	0	0	0
4	31	173	5	1	0	2	2	0	0	1
4	32	171	7	0	0	3	2	0	0	1
4	33	171	5	2	0	3	0	2	0	0
4	34	171	5	2	0	3	0	0	0	0
4	35	171	5	1	1	3	0	0	1	0
4	36	171	5	1	1	3	0	0	0	0
4	37	171	5	1	1	3	0	0	0	0
5	0	180	1	0	0	0	0	0	0	0
5	1	180	1	0	0	0	0	0	0	0
5	2	180	1	0	0	0	0	0	0	0
5	3	180	1	0	0	0	0	0	0	0
5	4	180	1	0	0	0	0	0	0	0
5	5	180	1	0	0	0	0	0	0	0
5	6	180	1	0	0	0	0	0	0	0
5	7	180	1	0	0	0	0	0	0	0
5	8	180	1	0	0	0	0	0	0	0
5	9	180	1	0	0	0	0	0	0	0
5	10	180	1	0	0	0	0	0	0	0
5	11	180	1	0	0	0	0	0	0	0
5	12	180	1	0	0	0	0	0	0	0
5	13	180	1	0	0	0	0	0	0	0
5	14	180	0	1	0	0	0	1	0	0
5	15	180	0	1	0	0	0	0	0	0
5	16	180	0	1	0	0	0	0	0	0
5	17	180	0	1	0	0	0	0	0	0
5	18	180	0	1	0	0	0	0	0	0
5	19	180	0	1	0	0	0	0	0	0
5	20	179	1	1	0	0	1	0	0	0
5	21	178	2	1	0	0	1	0	0	0
5	22	178	2	1	0	0	0	0	0	0
5	23	178	2	1	0	0	0	0	0	0
5	24	178	2	1	0	0	0	0	0	0
5	25	178	2	1	0	0	0	0	0	0
5	26	177	3	1	0	0	1	0	0	0
5	27	177	2	2	0	0	0	1	0	0
5	28	177	2	2	0	0	0	0	0	0
5	29	177	2	2	0	0	0	0	0	0
5	30	177	1	3	0	0	0	1	0	0
5	31	176	2	3	0	0	1	0	0	0
5	32	174	3	4	0	0	2	1	0	0
5	33	173	3	5	0	0	1	1	0	0
5	34	172	3	6	0	0	1	1	0	0
5	35	169	6	6	0	0	3	0	0	0
5	36	168	5	7	1	0	1	2	1	0
5	37	166	7	6	2	0	2	0	1	0
6	0	180	1	0	0	0	0	0	0	0
6	1	180	1	0	0	0	0	0	0	0
6	2	180	1	0	0	0	0	0	0	0
6	3	180	1	0	0	0	0	0	0	0
6	4	180	1	0	0	0	0	0	0	0
6	5	180	1	0	0	0	0	0	0	0
6	6	180	1	0	0	0	0	0	0	0
6	7	180	1	0	0	0	0	0	0	0
6	8	180	1	0	0	0	0	0	0	0
6	9	180	1	0	0	0	0	0	0	0
6	10	180	1	0	0	0	0	0	0	0
6	11	180	1	0	0	0	0	0	0	0
6	12	180	1	0	0	0	0	0	0	0
6	13	180	0	1	0	0	0	1	0	0
6	14	179	1	1	0	0	1	0	0	0
6	15	178	2	1	0	0	1	0	0	0
6	16	178	0	3	0	0	0	2	0	0
6	17	177	1	3	0	0	1	0	0	0
6	18	177	1	3	0	0	0	0	0	0
6	19	176	2	2	1	0	1	0	1	0
6	20	176	2	2	1	0	0	0	0	0
6	21	176	0	4	1	0	0	2	0	0
6	22	176	0	4	1	0	0	0	0	0
6	23	174	2	4	1	0	2	0	0	0
6	24	173	3	4	1	0	1	0	0	0
6	25	168	8	4	1	0	5	0	0	0
6	26	166	10	4	1	0	2	0	0	0
6	27	163	11	5	2	0	3	2	1	0
6	28	163	10	6	2	0	0	1	0	0
6	29	163	7	8	3	0	0	3	1	0
6	30	163	6	9	3	0	0	1	0	0
6	31	161	7	9	4	0	2	1	1	0
6	32	161	6	10	4	0	0	1	0	0
6	33	157	10	10	4	0	4	0	0	0
6	34	157	7	13	4	0	0	3	0	0
6	35	157	7	11	6	0	0	0	2	0
6	36	157	7	11	6	0	0	0	0	0
6	37	153	10	11	7	0	4	1	1	0
7	0	180	1	0	0	0	0	0	0	0
7	1	180	1	0	0	0	0	0	0	0
7	2	180	1	0	0	0	0	0	0	0
7	3	180	1	0	0	0	0	0	0	0
7	4	180	1	0	0	0	0	0	0	0
7	5	180	1	0	0	0	0	0	0	0
7	6	180	1	0	0	0	0	0	0	0
7	7	180	1	0	0	0	0	0	0	0
7	8	180	1	0	0	0	0	0	0	0
7	9	180	1	0	0	0	0	0	0	0
7	10	180	1	0	0	0	0	0	0	0
7	11	180	1	0	0	0	0	0	0	0
7	12	180	1	0	0	0	0	0	0	0
7	13	180	1	0	0	0	0	0	0	0
7	14	180	1	0	0	0	0	0	0	0
7	15	180	1	0	0	0	0	0	0	0
7	16	180	1	0	0	0	0	0	0	0
7	17	180	1	0	0	0	0	0	0	0
7	18	180	1	0	0	0	0	0	0	0
7	19	180	1	0	0	0	0	0	0	0
7	20	180	1	0	0	0	0	0	0	0
7	21	180	1	0	0	0	0	0	0	0
7	22	180	1	0	0	0	0	0	0	0
7	23	180	1	0	0	0	0	0	0	0
7	24	180	1	0	0	0	0	0	0	0
7	25	180	1	0	0	0	0	0	0	0
7	26	180	1	0	0	0	0	0	0	0
7	27	180	1	0	0	0	0	0	0	0
7	28	180	1	0	0	0	0	0	0	0
7	29	180	1	0	0	0	0	0	0	0
7	30	180	1	0	0	0	0	0	0	0
7	31	180	1	0	0	0	0	0	0	0
7	32	180	1	0	0	0	0	0	0	0
7	33	180	1	0	0	0	0	0	0	0
7	34	180	1	0	0	0	0	0	0	0
7	35	180	1	0	0	0	0	0	0	0
7	36	180	1	0	0	0	0	0	0	0
7	37	180	1	0	0	0	0	0	0	0
8	0	180	1	0	0	0	0	0	0	0
8	1	180	1	0	0	0	0	0	0	0
8	2	180	1	0	0	0	0	0	0	0
8	3	180	1	0	0	0	0	0	0	0
8	4	180	1	0	0	0	0	0	0	0
8	5	180	1	0	0	0	0	0	0	0
8	6	180	1	0	0	0	0	0	0	0
8	7	180	1	0	0	0	0	0	0	0
8	8	180	1	0	0	0	0	0	0	0
8	9	180	1	0	0	0	0	0	0	0
8	10	180	0	1	0	0	0	1	0	0
8	11	180	0	1	0	0	0	0	0	0
8	12	180	0	1	0	0	0	0	0	0
8	13	180	0	0	1	0	0	0	1	0
8	14	180	0	0	1	0	0	0	0	0
8	15	180	0	0	1	0	0	0	0	0
8	16	180	0	0	1	0	0	0	0	0
8	17	180	0	0	1	0	0	0	0	0
8	18	180	0	0	1	0	0	0	0	0
8	19	180	0	0	1	0	0	0	0	0
8	20	180	0	0	1	0	0	0	0	0
8	21	180	0	0	1	0	0	0	0	0
8	22	180	0	0	1	0	0	0	0	0
8	23	180	0	0	1	0	0	0	0	0
8	24	180	0	0	1	0	0	0	0	0
8	25	180	0	0	1	0	0	0	0	0
8	26	180	0	0	1	0	0	0	0	0
8	27	180	0	0	1	0	0	0	0	0
8	28	180	0	0	1	0	0	0	0	0
8	29	180	0	0	1	0	0	0	0	0
8	30	180	0	0	1	0	0	0	0	0
8	31	180	0	0	1	0	0	0	0	0
8	32	180	0	0	1	0	0	0	0	0
8	33	180	0	0	1	0	0	0	0	0
8	34	180	0	0	1	0	0	0	0	0
8	35	180	0	0	1	0	0	0	0	0
8	36	180	0	0	1	0	0	0	0	0
8	37	180	0	0	1	0	0	0	0	0
9	0	180	1	0	0	0	0	0	0	0
9	1	180	1	0	0	0	0	0	0	0
9	2	180	1	0	0	0	0	0	0	0
9	3	180	1	0	0	0	0	0	0	0
9	4	180	1	0	0	0	0	0	0	0
9	5	180	1	0	0	0	0	0	0	0
9	6	180	0	1	0	0	0	1	0	0
9	7	180	0	1	0	0	0	0	0	0
9	8	180	0	1	0	0	0	0	0	0
9	9	180	0	1	0	0	0	0	0	0
9	10	180	0	1	0	0	0	0	0	0
9	11	179	1	1	0	0	1	0	0	0
9	12	179	1	1	0	0	0	0	0	0
9	13	179	1	1	0	0	0	0	0	0
9	14	179	1	0	1	0	0	0	1	0
9	15	179	1	0	1	0	0	0	0	0
9	16	179	1	0	1	0	0	0	0	0
9	17	179	1	0	1	0	0	0	0	0
9	18	179	1	0	1	0	0	0	0	0
9	19	179	1	0	1	0	0	0	0	0
9	20	179	1	0	1	0	0	0	0	0
9	21	179	1	0	1	0	0	0	0	0
9	22	179	1	0	1	0	0	0	0	0
9	23	179	1	0	1	0	0	0	0	0
9	24	179	1	0	1	0	0	0	0	0
9	25	179	1	0	1	0	0	0	0	0
9	26	179	1	0	1	0	0	0	0	0
9	27	179	1	0	1	0	0	0	0	0
9	28	179	1	0	1	0	0	0	0	0
9	29	179	1	0	1	0	0	0	0	0
9	30	179	1	0	1	0	0	0	0	0
9	31	179	1	0	1	0	0	0	0	0
9	32	179	1	0	1	0	0	0	0	0
9	33	179	1	0	1	0	0	0	0	0
9	34	179	1	0	1	0	0	0	0	0
9	35	179	1	0	1	0	0	0	0	0
9	36	179	1	0	1	0	0	0	0	0
9	37	179	1	0	1	0	0	0	0	0
10	0	180	1	0	0	0	0	0	0	0
10	1	180	1	0	0	0	0	0	0	0
10	2	180	1	0	0	0	0	0	0	0
10	3	180	0	1	0	0	0	1	0	0
10	4	180	0	0	1	0	0	0	1	0
10	5	180	0	0	1	0	0	0	0	0
10	6	180	0	0	1	0	0	0	0	0
10	7	180	0	0	1	0	0	0	0	0
10	8	180	0	0	1	0	0	0	0	0
10	9	180	0	0	1	0	0	0	0	0
10	10	180	0	0	1	0	0	0	0	0
10	11	180	0	0	1	0	0	0	0	0
10	12	180	0	0	1	0	0	0	0	0
10	13	180	0	0	1	0	0	0	0	0
10	14	180	0	0	1	0	0	0	0	0
10	15	180	0	0	1	0	0	0	0	0
10	16	180	0	0	1	0	0	0	0	0
10	17	180	0	0	1	0	0	0	0	0
10	18	180	0	0	1	0	0	0	0	0
10	19	180	0	0	1	0	0	0	0	0
10	20	180	0	0	1	0	0	0	0	0
10	21	180	0	0	1	0	0	0	0	0
10	22	180	0	0	1	0	0	0	0	0
10	23	180	0	0	1	0	0	0	0	0
10	24	180	0	0	1	0	0	0	0	0
10	25	180	0	0	1	0	0	0	0	0
10	26	180	0	0	1	0	0	0	0	0
10	27	180	0	0	1	0	0	0	0	0
10	28	180	0	0	1	0	0	0	0	0
10	29	180	0	0	1	0	0	0	0	0
10	30	180	0	0	1	0	0	0	0	0
10	31	180	0	0	1	0	0	0	0	0
10	32	180	0	0	1	0	0	0	0	0
10	33	180	0	0	1	0	0	0	0	0
10	34	180	0	0	1	0	0	0	0	0
10	35	180	0	0	1	0	0	0	0	0
10	36	180	0	0	1	0	0	0	0	0
10	37	180	0	0	1	0	0	0	0	0
11	0	180	1	0	0	0	0	0	0	0
11	1	180	1	0	0	0	0	0	0	0
11	2	180	1	0	0	0	0	0	0	0
11	3	180	1	0	0	0	0	0	0	0
11	4	180	1	0	0	0	0	0	0	0
11	5	180	1	0	0	0	0	0	0	0
11	6	180	1	0	0	0	0	0	0	0
11	7	180	1	0	0	0	0	0	0	0
11	8	180	1	0	0	0	0	0	0	0
11	9	180	1	0	0	0	0	0	0	0
11	10	180	1	0	0	0	0	0	0	0
11	11	180	1	0	0	0	0	0	0	0
11	12	180	1	0	0	0	0	0	0	0
11	13	180	1	0	0	0	0	0	0	0
11	14	180	1	0	0	0	0	0	0	0
11	15	180	1	0	0	0	0	0	0	0
11	16	180	1	0	0	0	0	0	0	0
11	17	180	1	0	0	0	0	0	0	0
11	18	180	1	0	0	0	0	0	0	0
11	19	180	1	0	0	0	0	0	0	0
11	20	180	1	0	0	0	0	0	0	0
11	21	180	1	0	0	0	0	0	0	0
11	22	180	1	0	0	0	0	0	0	0
11	23	180	1	0	0	0	0	0	0	0
11	24	180	0	1	0	0	0	1	0	0
11	25	180	0	1	0	0	0	0	0	0
11	26	180	0	1	0	0	0	0	0	0
11	27	180	0	1	0	0	0	0	0	0
11	28	180	0	1	0	0	0	0	0	0
11	29	180	0	1	0	0	0	0	0	0
11	30	180	0	1	0	0	0	0	0	0
11	31	180	0	1	0	0	0	0	0	0
11	32	180	0	1	0	0	0	0	0	0
11	33	180	0	1	0	0	0	0	0	0
11	34	180	0	1	0	0	0	0	0	0
11	35	180	0	1	0	0	0	0	0	0
11	36	180	0	1	0	0	0	0	0	0
11	37	180	0	1	0	0	0	0	0	0
12	0	180	1	0	0	0	0	0	0	0
12	1	180	1	0	0	0	0	0	0	0
12	2	180	0	1	0	0	0	1	0	0
12	3	180	0	0	1	0	0	0	1	0
12	4	180	0	0	1	0	0	0	0	0
12	5	180	0	0	1	0	0	0	0	0
12	6	180	0	0	1	0	0	0	0	0
12	7	180	0	0	1	0	0	0	0	0
12	8	180	0	0	1	0	0	0	0	0
12	9	180	0	0	1	0	0	0	0	0
12	10	180	0	0	1	0	0	0	0	0
12	11	180	0	0	1	0	0	0	0	0
12	12	180	0	0	1	0	0	0	0	0
12	13	180	0	0	1	0	0	0	0	0
12	14	180	0	0	1	0	0	0	0	0
12	15	180	0	0	1	0	0	0	0	0
12	16	180	0	0	1	0	0	0	0	0
12	17	180	0	0	1	0	0	0	0	0
12	18	180	0	0	1	0	0	0	0	0
12	19	180	0	0	1	0	0	0	0	0
12	20	180	0	0	1	0	0	0	0	0
12	21	180	0	0	1	0	0	0	0	0
12	22	180	0	0	1	0	0	0	0	0
12	23	180	0	0	1	0	0	0	0	0
12	24	180	0	0	1	0	0	0	0	0
12	25	180	0	0	1	0	0	0	0	0
12	26	180	0	0	1	0	0	0	0	0
12	27	180	0	0	1	0	0	0	0	0
12	28	180	0	0	1	0	0	0	0	0
12	29	180	0	0	1	0	0	0	0	0
12	30	180	0	0	1	0	0	0	0	0
12	31	180	0	0	1	0	0	0	0	0
12	32	180	0	0	1	0	0	0	0	0
12	33	180	0	0	1	0	0	0	0	0
12	34	180	0	0	1	0	0	0	0	0
12	35	180	0	0	1	0	0	0	0	0
12	36	180	0	0	1	0	0	0	0	0
12	37	180	0	0	1	0	0	0	0	0
13	0	180	1	0	0	0	0	0	0	0
13	1	180	1	0	0	0	0	0	0	0
13	2	180	1	0	0	0	0	0	0	0
13	3	180	1	0	0	0	0	0	0	0
13	4	180	1	0	0	0	0	0	0	0
13	5	180	1	0	0	0	0	0	0	0
13	6	180	1	0	0	0	0	0	0	0
13	7	180	1	0	0	0	0	0	0	0
13	8	180	1	0	0	0	0	0	0	0
13	9	180	1	0	0	0	0	0	0	0
13	10	180	1	0	0	0	0	0	0	0
13	11	180	1	0	0	0	0	0	0	0
13	12	180	1	0	0	0	0	0	0	0
13	13	180	1	0	0	0	0	0	0	0
13	14	180	1	0	0	0	0	0	0	0
13	15	180	1	0	0	0	0	0	0	0
13	16	180	1	0	0	0	0	0	0	0
13	17	180	1	0	0	0	0	0	0	0
13	18	180	1	0	0	0	0	0	0	0
13	19	180	1	0	0	0	0	0	0	0
13	20	180	1	0	0	0	0	0	0	0
13	21	180	1	0	0	0	0	0	0	0
13	22	180	1	0	0	0	0	0	0	0
13	23	180	0	1	0	0	0	1	0	0
13	24	179	1	0	1	0	1	0	1	0
13	25	179	1	0	1	0	0	0	0	0
13	26	179	1	0	1	0	0	0	0	0
13	27	179	1	0	1	0	0	0	0	0
13	28	179	1	0	1	0	0	0	0	0
13	29	179	1	0	1	0	0	0	0	0
13	30	179	1	0	1	0	0	0	0	0
13	31	179	1	0	1	0	0	0	0	0
13	32	179	1	0	1	0	0	0	0	0
13	33	179	1	0	1	0	0	0	0	0
13	34	179	1	0	1	0	0	0	0	0
13	35	179	1	0	1	0	0	0	0	0
13	36	179	0	1	1	0	0	1	0	0
13	37	179	0	1	1	0	0	0	0	0
14	0	180	1	0	0	0	0	0	0	0
14	1	180	1	0	0	0	0	0	0	0
14	2	180	1	0	0	0	0	0	0	0
14	3	180	1	0	0	0	0	0	0	0
14	4	180	1	0	0	0	0	0	0	0
14	5	180	1	0	0	0	0	0	0	0
14	6	180	1	0	0	0	0	0	0	0
14	7	180	0	1	0	0	0	1	0	0
14	8	180	0	1	0	0	0	0	0	0
14	9	180	0	0	0	1	0	0	0	1
14	10	180	0	0	0	1	0	0	0	0
14	11	180	0	0	0	1	0	0	0	0
14	12	180	0	0	0	1	0	0	0	0
14	13	180	0	0	0	1	0	0	0	0
14	14	180	0	0	0	1	0	0	0	0
14	15	180	0	0	0	1	0	0	0	0
14	16	180	0	0	0	1	0	0	0	0
14	17	180	0	0	0	1	0	0	0	0
14	18	180	0	0	0	1	0	0	0	0
14	19	180	0	0	0	1	0	0	0	0
14	20	180	0	0	0	1	0	0	0	0
14	21	180	0	0	0	1	0	0	0	0
14	22	180	0	0	0	1	0	0	0	0
14	23	180	0	0	0	1	0	0	0	0
14	24	180	0	0	0	1	0	0	0	0
14	25	180	0	0	0	1	0	0	0	0
14	26	180	0	0	0	1	0	0	0	0
14	27	180	0	0	0	1	0	0	0	0
14	28	180	0	0	0	1	0	0	0	0
14	29	180	0	0	0	1	0	0	0	0
14	30	180	0	0	0	1	0	0	0	0
14	31	180	0	0	0	1	0	0	0	0
14	32	180	0	0	0	1	0	0	0	0
14	33	180	0	0	0	1	0	0	0	0
14	34	180	0	0	0	1	0	0	0	0
14	35	180	0	0	0	1	0	0	0	0
14	36	180	0	0	0	1	0	0	0	0
14	37	180	0	0	0	1	0	0	0	0
15	0	180	1	0	0	0	0	0	0	0
15	1	180	1	0	0	0	0	0	0	0
15	2	180	0	1	0	0	0	1	0	0
15	3	180	0	1	0	0	0	0	0	0
15	4	180	0	1	0	0	0	0	0	0
15	5	180	0	1	0	0	0	0	0	0
15	6	180	0	1	0	0	0	0	0	0
15	7	180	0	1	0	0	0	0	0	0
15	8	180	0	1	0	0	0	0	0	0
15	9	179	1	1	0	0	1	0	0	0
15	10	179	1	1	0	0	0	0	0	0
15	11	178	2	1	0	0	1	0	0	0
15	12	178	2	1	0	0	0	0	0	0
15	13	178	2	1	0	0	0	0	0	0
15	14	178	2	1	0	0	0	0	0	0
15	15	177	3	1	0	0	1	0	0	0
15	16	177	3	1	0	0	0	0	0	0
15	17	177	2	2	0	0	0	1	0	0
15	18	177	1	2	1	0	0	1	1	0
15	19	177	1	2	1	0	0	0	0	0
15	20	177	1	2	1	0	0	0	0	0
15	21	177	1	2	1	0	0	0	0	0
15	22	177	1	2	1	0	0	0	0	0
15	23	175	3	2	1	0	2	0	0	0
15	24	175	3	2	1	0	0	0	0	0
15	25	175	2	3	1	0	0	1	0	0
15	26	175	1	4	1	0	0	1	0	0
15	27	175	1	4	1	0	0	0	0	0
15	28	172	4	4	1	0	3	0	0	0
15	29	172	4	4	1	0	0	0	0	0
15	30	170	6	4	1	0	2	0	0	0
15	31	170	5	4	1	1	0	1	0	1
15	32	170	4	5	1	1	0	1	0	0
15	33	170	4	5	1	1	0	0	0	0
15	34	169	4	6	1	1	1	1	0	0
15	35	169	4	6	1	1	0	0	0	0
15	36	168	4	7	1	1	1	1	0	0
15	37	168	4	7	1	1	0	0	0	0
16	0	180	1	0	0	0	0	0	0	0
16	1	180	1	0	0	0	0	0	0	0
16	2	180	1	0	0	0	0	0	0	0
16	3	180	1	0	0	0	0	0	0	0
16	4	180	1	0	0	0	0	0	0	0
16	5	180	1	0	0	0	0	0	0	0
16	6	180	1	0	0	0	0	0	0	0
16	7	180	1	0	0	0	0	0	0	0
16	8	180	1	0	0	0	0	0	0	0
16	9	180	0	1	0	0	0	1	0	0
16	10	180	0	1	0	0	0	0	0	0
16	11	180	0	1	0	0	0	0	0	0
16	12	180	0	1	0	0	0	0	0	0
16	13	180	0	1	0	0	0	0	0	0
16	14	180	0	1	0	0	0	0	0	0
16	15	180	0	1	0	0	0	0	0	0
16	16	180	0	1	0	0	0	0	0	0
16	17	180	0	1	0	0	0	0	0	0
16	18	180	0	1	0	0	0	0	0	0
16	19	179	1	1	0	0	1	0	0	0
16	20	179	1	1	0	0	0	0	0	0
16	21	179	1	1	0	0	0	0	0	0
16	22	178	2	1	0	0	1	0	0	0
16	23	178	2	1	0	0	0	0	0	0
16	24	176	3	2	0	0	2	1	0	0
16	25	176	1	4	0	0	0	2	0	0
16	26	176	1	4	0	0	0	0	0	0
16	27	176	0	5	0	0	0	1	0	0
16	28	172	4	5	0	0	4	0	0	0
16	29	169	6	5	1	0	3	1	1	0
16	30	167	8	5	1	0	2	0	0	0
16	31	167	6	6	2	0	0	2	1	0
16	32	166	5	8	2	0	1	2	0	0
16	33	162	9	8	2	0	4	0	0	0
16	34	160	10	8	3	0	2	1	1	0
16	35	158	9	11	3	0	2	3	0	0
16	36	154	10	14	3	0	4	3	0	0
16	37	151	11	14	5	0	3	2	2	0
17	0	180	1	0	0	0	0	0	0	0
17	1	180	1	0	0	0	0	0	0	0
17	2	180	1	0	0	0	0	0	0	0
17	3	180	0	1	0	0	0	1	0	0
17	4	180	0	0	1	0	0	0	1	0
17	5	180	0	0	1	0	0	0	0	0
17	6	180	0	0	1	0	0	0	0	0
17	7	180	0	0	1	0	0	0	0	0
17	8	180	0	0	1	0	0	0	0	0
17	9	180	0	0	1	0	0	0	0	0
17	10	180	0	0	1	0	0	0	0	0
17	11	180	0	0	1	0	0	0	0	0
17	12	180	0	0	1	0	0	0	0	0
17	13	180	0	0	1	0	0	0	0	0
17	14	180	0	0	1	0	0	0	0	0
17	15	180	0	0	1	0	0	0	0	0
17	16	180	0	0	1	0	0	0	0	0
17	17	180	0	0	1	0	0	0	0	0
17	18	180	0	0	1	0	0	0	0	0
17	19	180	0	0	1	0	0	0	0	0
17	20	180	0	0	1	0	0	0	0	0
17	21	180	0	0	1	0	0	0	0	0
17	22	180	0	0	1	0	0	0	0	0
17	23	180	0	0	1	0	0	0	0	0
17	24	180	0	0	1	0	0	0	0	0
