# 0.1.0+578d682 (2026-08-12)
replicate	t	S	E	I	R	Dead	flow_infection	flow_onset	flow_recovery	flow_death
88	14	179	1	0	1	0	0	0	0	0
88	15	179	1	0	1	0	0	0	0	0
88	16	179	1	0	1	0	0	0	0	0
88	17	179	1	0	1	0	0	0	0	0
88	18	179	0	1	1	0	0	1	0	0
88	19	179	0	1	1	0	0	0	0	0
88	20	179	0	0	2	0	0	0	1	0
88	21	179	0	0	2	0	0	0	0	0
88	22	179	0	0	2	0	0	0	0	0
88	23	179	0	0	2	0	0	0	0	0
88	24	179	0	0	2	0	0	0	0	0
88	25	179	0	0	2	0	0	0	0	0
88	26	179	0	0	2	0	0	0	0	0
88	27	179	0	0	2	0	0	0	0	0
88	28	179	0	0	2	0	0	0	0	0
88	29	179	0	0	2	0	0	0	0	0
88	30	179	0	0	2	0	0	0	0	0
88	31	179	0	0	2	0	0	0	0	0
88	32	179	0	0	2	0	0	0	0	0
88	33	179	0	0	2	0	0	0	0	0
88	34	179	0	0	2	0	0	0	0	0
88	35	179	0	0	2	0	0	0	0	0
88	36	179	0	0	2	0	0	0	0	0
88	37	179	0	0	2	0	0	0	0	0
89	0	180	1	0	0	0	0	0	0	0
89	1	180	0	1	0	0	0	1	0	0
89	2	180	0	1	0	0	0	0	0	0
89	3	180	0	1	0	0	0	0	0	0
89	4	180	0	1	0	0	0	0	0	0
89	5	180	0	1	0	0	0	0	0	0
89	6	180	0	1	0	0	0	0	0	0
89	7	180	0	1	0	0	0	0	0	0
89	8	180	0	1	0	0	0	0	0	0
89	9	180	0	1	0	0	0	0	0	0
89	10	180	0	1	0	0	0	0	0	0
89	11	179	1	1	0	0	1	0	0	0
89	12	179	0	1	1	0	0	1	1	0
89	13	179	0	1	1	0	0	0	0	0
89	14	179	0	1	1	0	0	0	0	0
89	15	177	2	1	1	0	2	0	0	0
89	16	177	2	1	1	0	0	0	0	0
89	17	176	3	1	1	0	1	0	0	0
89	18	176	3	1	1	0	0	0	0	0
89	19	176	2	2	1	0	0	1	0	0
89	20	175	3	2	1	0	1	0	0	0
89	21	175	3	2	1	0	0	0	0	0
89	22	173	5	2	1	0	2	0	0	0
89	23	173	4	3	1	0	0	1	0	0
89	24	173	3	2	2	1	0	1	1	1
89	25	172	3	3	2	1	1	1	0	0
89	26	172	3	3	2	1	0	0	0	0
89	27	172	3	3	2	1	0	0	0	0
89	28	171	4	2	3	1	1	0	1	0
89	29	171	4	2	3	1	0	0	0	0
89	30	170	5	1	3	2	1	0	0	1
89	31	170	5	1	3	2	0	0	0	0
89	32	170	5	1	3	2	0	0	0	0
89	33	170	5	1	3	2	0	0	0	0
89	34	170	5	1	3	2	0	0	0	0
89	35	170	4	2	3	2	0	1	0	0
89	36	170	4	2	3	2	0	0	0	0
89	37	169	4	3	3	2	1	1	0	0
90	0	180	1	0	0	0	0	0	0	0
90	1	180	1	0	0	0	0	0	0	0
90	2	180	1	0	0	0	0	0	0	0
90	3	180	1	0	0	0	0	0	0	0
90	4	180	1	0	0	0	0	0	0	0
90	5	180	1	0	0	0	0	0	0	0
90	6	180	1	0	0	0	0	0	0	0
90	7	180	1	0	0	0	0	0	0	0
90	8	180	1	0	0	0	0	0	0	0
90	9	180	1	0	0	0	0	0	0	0
90	10	180	1	0	0	0	0	0	0	0
90	11	180	1	0	0	0	0	0	0	0
90	12	180	1	0	0	0	0	0	0	0
90	13	180	1	0	0	0	0	0	0	0
90	14	180	1	0	0	0	0	0	0	0
90	15	180	1	0	0	0	0	0	0	0
90	16	180	0	1	0	0	0	1	0	0
90	17	180	0	0	1	0	0	0	1	0
90	18	180	0	0	1	0	0	0	0	0
90	19	180	0	0	1	0	0	0	0	0
90	20	180	0	0	1	0	0	0	0	0
90	21	180	0	0	1	0	0	0	0	0
90	22	180	0	0	1	0	0	0	0	0
90	23	180	0	0	1	0	0	0	0	0
90	24	180	0	0	1	0	0	0	0	0
90	25	180	0	0	1	0	0	0	0	0
90	26	180	0	0	1	0	0	0	0	0
90	27	180	0	0	1	0	0	0	0	0
90	28	180	0	0	1	0	0	0	0	0
90	29	180	0	0	1	0	0	0	0	0
90	30	180	0	0	1	0	0	0	0	0
90	31	180	0	0	1	0	0	0	0	0
90	32	180	0	0	1	0	0	0	0	0
90	33	180	0	0	1	0	0	0	0	0
90	34	180	0	0	1	0	0	0	0	0
90	35	180	0	0	1	0	0	0	0	0
90	36	180	0	0	1	0	0	0	0	0
90	37	180	0	0	1	0	0	0	0	0
91	0	180	1	0	0	0	0	0	0	0
91	1	180	1	0	0	0	0	0	0	0
91	2	180	1	0	0	0	0	0	0	0
91	3	180	1	0	0	0	0	0	0	0
91	4	180	1	0	0	0	0	0	0	0
91	5	180	1	0	0	0	0	0	0	0
91	6	180	1	0	0	0	0	0	0	0
91	7	180	1	0	0	0	0	0	0	0
91	8	180	1	0	0	0	0	0	0	0
91	9	180	1	0	0	0	0	0	0	0
91	10	180	0	1	0	0	0	1	0	0
91	11	179	1	1	0	0	1	0	0	0
91	12	179	1	1	0	0	0	0	0	0
91	13	179	1	1	0	0	0	0	0	0
91	14	179	1	1	0	0	0	0	0	0
91	15	179	1	1	0	0	0	0	0	0
91	16	179	1	1	0	0	0	0	0	0
91	17	179	1	1	0	0	0	0	0	0
91	18	179	1	1	0	0	0	0	0	0
91	19	179	1	1	0	0	0	0	0	0
91	20	179	1	1	0	0	0	0	0	0
91	21	179	1	1	0	0	0	0	0	0
91	22	179	1	1	0	0	0	0	0	0
91	23	179	1	1	0	0	0	0	0	0
91	24	178	2	1	0	0	1	0	0	0
91	25	178	2	1	0	0	0	0	0	0
91	26	177	3	0	0	1	1	0	0	1
91	27	177	3	0	0	1	0	0	0	0
91	28	177	2	1	0	1	0	1	0	0
91	29	176	3	1	0	1	1	0	0	0
91	30	176	2	2	0	1	0	1	0	0
91	31	175	3	2	0	1	1	0	0	0
91	32	175	3	1	0	2	0	0	0	1
91	33	174	4	1	0	2	1	0	0	0
91	34	174	4	1	0	2	0	0	0	0
91	35	174	3	2	0	2	0	1	0	0
91	36	174	3	2	0	2	0	0	0	0
91	37	173	3	3	0	2	1	1	0	0
92	0	180	1	0	0	0	0	0	0	0
92	1	180	0	1	0	0	0	1	0	0
92	2	180	0	0	0	1	0	0	0	1
92	3	180	0	0	0	1	0	0	0	0
92	4	180	0	0	0	1	0	0	0	0
92	5	180	0	0	0	1	0	0	0	0
92	6	180	0	0	0	1	0	0	0	0
92	7	180	0	0	0	1	0	0	0	0
92	8	180	0	0	0	1	0	0	0	0
92	9	180	0	0	0	1	0	0	0	0
92	10	180	0	0	0	1	0	0	0	0
92	11	180	0	0	0	1	0	0	0	0
92	12	180	0	0	0	1	0	0	0	0
92	13	180	0	0	0	1	0	0	0	0
92	14	180	0	0	0	1	0	0	0	0
92	15	180	0	0	0	1	0	0	0	0
92	16	180	0	0	0	1	0	0	0	0
92	17	180	0	0	0	1	0	0	0	0
92	18	180	0	0	0	1	0	0	0	0
92	19	180	0	0	0	1	0	0	0	0
92	20	180	0	0	0	1	0	0	0	0
92	21	180	0	0	0	1	0	0	0	0
92	22	180	0	0	0	1	0	0	0	0
92	23	180	0	0	0	1	0	0	0	0
92	24	180	0	0	0	1	0	0	0	0
92	25	180	0	0	0	1	0	0	0	0
92	26	180	0	0	0	1	0	0	0	0
92	27	180	0	0	0	1	0	0	0	0
92	28	180	0	0	0	1	0	0	0	0
92	29	180	0	0	0	1	0	0	0	0
92	30	180	0	0	0	1	0	0	0	0
92	31	180	0	0	0	1	0	0	0	0
92	32	180	0	0	0	1	0	0	0	0
92	33	180	0	0	0	1	0	0	0	0
92	34	180	0	0	0	1	0	0	0	0
92	35	180	0	0	0	1	0	0	0	0
92	36	180	0	0	0	1	0	0	0	0
92	37	180	0	0	0	1	0	0	0	0
93	0	180	1	0	0	0	0	0	0	0
93	1	180	1	0	0	0	0	0	0	0
93	2	180	1	0	0	0	0	0	0	0
93	3	180	0	1	0	0	0	1	0	0
93	4	180	0	1	0	0	0	0	0	0
93	5	179	1	1	0	0	1	0	0	0
93	6	178	2	1	0	0	1	0	0	0
93	7	178	2	1	0	0	0	0	0	0
93	8	178	2	1	0	0	0	0	0	0
93	9	178	2	1	0	0	0	0	0	0
93	10	178	2	1	0	0	0	0	0	0
93	11	178	2	1	0	0	0	0	0	0
93	12	178	2	1	0	0	0	0	0	0
93	13	178	2	1	0	0	0	0	0	0
93	14	178	2	1	0	0	0	0	0	0
93	15	178	2	0	0	1	0	0	0	1
93	16	178	2	0	0	1	0	0	0	0
93	17	178	1	1	0	1	0	1	0	0
93	18	178	1	1	0	1	0	0	0	0
93	19	177	2	1	0	1	1	0	0	0
93	20	177	2	1	0	1	0	0	0	0
93	21	177	2	1	0	1	0	0	0	0
93	22	177	2	1	0	1	0	0	0	0
93	23	176	3	1	0	1	1	0	0	0
93	24	176	3	1	0	1	0	0	0	0
93	25	176	2	2	0	1	0	1	0	0
93	26	175	3	2	0	1	1	0	0	0
93	27	175	3	2	0	1	0	0	0	0
93	28	173	4	3	0	1	2	1	0	0
93	29	173	4	3	0	1	0	0	0	0
93	30	173	3	4	0	1	0	1	0	0
93	31	170	6	3	1	1	3	0	1	0
93	32	170	4	5	1	1	0	2	0	0
93	33	167	6	6	1	1	3	1	0	0
93	34	164	9	6	1	1	3	0	0	0
93	35	164	7	8	1	1	0	2	0	0
93	36	161	10	6	2	2	3	0	1	1
93	37	161	9	6	3	2	0	1	1	0
94	0	180	1	0	0	0	0	0	0	0
94	1	180	1	0	0	0	0	0	0	0
94	2	180	1	0	0	0	0	0	0	0
94	3	180	1	0	0	0	0	0	0	0
94	4	180	1	0	0	0	0	0	0	0
94	5	180	1	0	0	0	0	0	0	0
94	6	180	1	0	0	0	0	0	0	0
94	7	180	1	0	0	0	0	0	0	0
94	8	180	0	1	0	0	0	1	0	0
94	9	179	1	1	0	0	1	0	0	0
94	10	178	2	1	0	0	1	0	0	0
94	11	178	2	1	0	0	0	0	0	0
94	12	177	3	1	0	0	1	0	0	0
94	13	177	3	1	0	0	0	0	0	0
94	14	177	2	2	0	0	0	1	0	0
94	15	177	2	2	0	0	0	0	0	0
94	16	177	2	2	0	0	0	0	0	0
94	17	177	2	2	0	0	0	0	0	0
94	18	177	1	3	0	0	0	1	0	0
94	19	177	1	3	0	0	0	0	0	0
94	20	177	1	3	0	0	0	0	0	0
94	21	177	0	4	0	0	0	1	0	0
94	22	177	0	4	0	0	0	0	0	0
94	23	173	4	4	0	0	4	0	0	0
94	24	172	5	3	0	1	1	0	0	1
94	25	171	6	1	2	1	1	0	2	0
94	26	170	7	1	2	1	1	0	0	0
94	27	170	6	2	2	1	0	1	0	0
94	28	170	5	2	3	1	0	1	1	0
94	29	170	5	2	3	1	0	0	0	0
94	30	170	5	2	3	1	0	0	0	0
94	31	167	8	1	4	1	3	0	1	0
94	32	167	6	3	4	1	0	2	0	0
94	33	167	6	3	4	1	0	0	0	0
94	34	167	6	3	4	1	0	0	0	0
94	35	166	6	3	5	1	1	1	1	0
94	36	166	6	3	5	1	0	0	0	0
94	37	166	5	4	5	1	0	1	0	0
95	0	180	1	0	0	0	0	0	0	0
95	1	180	1	0	0	0	0	0	0	0
95	2	180	1	0	0	0	0	0	0	0
95	3	180	1	0	0	0	0	0	0	0
95	4	180	1	0	0	0	0	0	0	0
95	5	180	0	1	0	0	0	1	0	0
95	6	179	1	1	0	0	1	0	0	0
95	7	179	1	1	0	0	0	0	0	0
95	8	178	2	1	0	0	1	0	0	0
95	9	177	3	1	0	0	1	0	0	0
95	10	176	4	0	1	0	1	0	1	0
95	11	176	3	1	1	0	0	1	0	0
95	12	176	3	1	1	0	0	0	0	0
95	13	175	4	0	2	0	1	0	1	0
95	14	175	4	0	2	0	0	0	0	0
95	15	175	4	0	2	0	0	0	0	0
95	16	175	4	0	2	0	0	0	0	0
95	17	175	4	0	2	0	0	0	0	0
95	18	175	4	0	2	0	0	0	0	0
95	19	175	4	0	2	0	0	0	0	0
95	20	175	3	1	2	0	0	1	0	0
95	21	175	1	3	2	0	0	2	0	0
95	22	174	1	4	2	0	1	1	0	0
95	23	173	2	4	2	0	1	0	0	0
95	24	173	1	2	2	3	0	1	0	3
95	25	173	1	2	2	3	0	0	0	0
95	26	171	2	3	2	3	2	1	0	0
95	27	170	2	4	2	3	1	1	0	0
95	28	170	2	4	2	3	0	0	0	0
95	29	170	2	4	2	3	0	0	0	0
95	30	167	5	4	2	3	3	0	0	0
95	31	167	5	4	2	3	0	0	0	0
95	32	165	7	4	2	3	2	0	0	0
95	33	164	8	4	2	3	1	0	0	0
95	34	161	10	5	2	3	3	1	0	0
95	35	161	10	4	3	3	0	0	1	0
95	36	161	10	4	3	3	0	0	0	0
95	37	160	11	4	3	3	1	0	0	0
96	0	180	1	0	0	0	0	0	0	0
96	1	180	1	0	0	0	0	0	0	0
96	2	180	1	0	0	0	0	0	0	0
96	3	180	1	0	0	0	0	0	0	0
96	4	180	1	0	0	0	0	0	0	0
96	5	180	1	0	0	0	0	0	0	0
96	6	180	1	0	0	0	0	0	0	0
96	7	180	1	0	0	0	0	0	0	0
96	8	180	0	1	0	0	0	1	0	0
96	9	180	0	1	0	0	0	0	0	0
96	10	180	0	1	0	0	0	0	0	0
96	11	180	0	1	0	0	0	0	0	0
96	12	180	0	1	0	0	0	0	0	0
96	13	180	0	1	0	0	0	0	0	0
96	14	178	2	1	0	0	2	0	0	0
96	15	178	2	1	0	0	0	0	0	0
96	16	178	2	1	0	0	0	0	0	0
96	17	178	2	1	0	0	0	0	0	0
96	18	178	1	2	0	0	0	1	0	0
96	19	178	1	2	0	0	0	0	0	0
96	20	178	1	2	0	0	0	0	0	0
96	21	177	2	2	0	0	1	0	0	0
96	22	177	1	3	0	0	0	1	0	0
96	23	177	1	3	0	0	0	0	0	0
96	24	177	1	3	0	0	0	0	0	0
96	25	177	1	3	0	0	0	0	0	0
96	26	177	1	3	0	0	0	0	0	0
96	27	176	1	4	0	0	1	1	0	0
96	28	175	2	4	0	0	1	0	0	0
96	29	175	2	4	0	0	0	0	0	0
96	30	174	3	4	0	0	1	0	0	0
96	31	171	6	4	0	0	3	0	0	0
96	32	171	6	3	1	0	0	0	1	0
96	33	171	5	4	1	0	0	1	0	0
96	34	171	5	3	1	1	0	0	0	1
96	35	171	5	3	1	1	0	0	0	0
96	36	171	5	3	1	1	0	0	0	0
96	37	170	6	3	1	1	1	0	0	0
97	0	180	1	0	0	0	0	0	0	0
97	1	180	1	0	0	0	0	0	0	0
97	2	180	0	1	0	0	0	1	0	0
97	3	180	0	1	0	0	0	0	0	0
97	4	180	0	0	1	0	0	0	1	0
97	5	180	0	0	1	0	0	0	0	0
97	6	180	0	0	1	0	0	0	0	0
97	7	180	0	0	1	0	0	0	0	0
97	8	180	0	0	1	0	0	0	0	0
97	9	180	0	0	1	0	0	0	0	0
97	10	180	0	0	1	0	0	0	0	0
97	11	180	0	0	1	0	0	0	0	0
97	12	180	0	0	1	0	0	0	0	0
97	13	180	0	0	1	0	0	0	0	0
97	14	180	0	0	1	0	0	0	0	0
97	15	180	0	0	1	0	0	0	0	0
97	16	180	0	0	1	0	0	0	0	0
97	17	180	0	0	1	0	0	0	0	0
97	18	180	0	0	1	0	0	0	0	0
97	19	180	0	0	1	0	0	0	0	0
97	20	180	0	0	1	0	0	0	0	0
97	21	180	0	0	1	0	0	0	0	0
97	22	180	0	0	1	0	0	0	0	0
97	23	180	0	0	1	0	0	0	0	0
97	24	180	0	0	1	0	0	0	0	0
97	25	180	0	0	1	0	0	0	0	0
97	26	180	0	0	1	0	0	0	0	0
97	27	180	0	0	1	0	0	0	0	0
97	28	180	0	0	1	0	0	0	0	0
97	29	180	0	0	1	0	0	0	0	0
97	30	180	0	0	1	0	0	0	0	0
97	31	180	0	0	1	0	0	0	0	0
97	32	180	0	0	1	0	0	0	0	0
97	33	180	0	0	1	0	0	0	0	0
97	34	180	0	0	1	0	0	0	0	0
97	35	180	0	0	1	0	0	0	0	0
97	36	180	0	0	1	0	0	0	0	0
97	37	180	0	0	1	0	0	0	0	0
98	0	180	1	0	0	0	0	0	0	0
98	1	180	1	0	0	0	0	0	0	0
98	2	180	1	0	0	0	0	0	0	0
98	3	180	1	0	0	0	0	0	0	0
98	4	180	1	0	0	0	0	0	0	0
98	5	180	1	0	0	0	0	0	0	0
98	6	180	1	0	0	0	0	0	0	0
98	7	180	1	0	0	0	0	0	0	0
98	8	180	1	0	0	0	0	0	0	0
98	9	180	1	0	0	0	0	0	0	0
98	10	180	1	0	0	0	0	0	0	0
98	11	180	1	0	0	0	0	0	0	0
98	12	180	1	0	0	0	0	0	0	0
98	13	180	1	0	0	0	0	0	0	0
98	14	180	1	0	0	0	0	0	0	0
98	15	180	1	0	0	0	0	0	0	0
98	16	180	1	0	0	0	0	0	0	0
98	17	180	1	0	0	0	0	0	0	0
98	18	180	1	0	0	0	0	0	0	0
98	19	180	1	0	0	0	0	0	0	0
98	20	180	1	0	0	0	0	0	0	0
98	21	180	1	0	0	0	0	0	0	0
98	22	180	1	0	0	0	0	0	0	0
98	23	180	0	1	0	0	0	1	0	0
98	24	180	0	1	0	0	0	0	0	0
98	25	180	0	1	0	0	0	0	0	0
98	26	180	0	0	1	0	0	0	1	0
98	27	180	0	0	1	0	0	0	0	0
98	28	180	0	0	1	0	0	0	0	0
98	29	180	0	0	1	0	0	0	0	0
98	30	180	0	0	1	0	0	0	0	0
98	31	180	0	0	1	0	0	0	0	0
98	32	180	0	0	1	0	0	0	0	0
98	33	180	0	0	1	0	0	0	0	0
98	34	180	0	0	1	0	0	0	0	0
98	35	180	0	0	1	0	0	0	0	0
98	36	180	0	0	1	0	0	0	0	0
98	37	180	0	0	1	0	0	0	0	0
99	0	180	1	0	0	0	0	0	0	0
99	1	180	0	1	0	0	0	1	0	0
99	2	178	2	1	0	0	2	0	0	0
99	3	178	2	1	0	0	0	0	0	0
99	4	178	1	2	0	0	0	1	0	0
99	5	178	1	2	0	0	0	0	0	0
99	6	178	1	2	0	0	0	0	0	0
99	7	178	1	2	0	0	0	0	0	0
99	8	178	1	2	0	0	0	0	0	0
99	9	178	0	3	0	0	0	1	0	0
99	10	176	2	2	1	0	2	0	1	0
99	11	176	2	2	1	0	0	0	0	0
99	12	175	3	2	1	0	1	0	0	0
99	13	175	3	2	1	0	0	0	0	0
99	14	175	3	2	1	0	0	0	0	0
99	15	174	3	3	1	0	1	1	0	0
99	16	174	2	4	1	0	0	1	0	0
99	17	173	3	3	2	0	1	0	1	0
99	18	173	2	4	2	0	0	1	0	0
99	19	171	4	3	3	0	2	0	1	0
99	20	171	3	4	3	0	0	1	0	0
99	21	169	5	3	3	1	2	0	0	1
99	22	168	6	3	3	1	1	0	0	0
99	23	167	6	4	3	1	1	1	0	0
99	24	164	9	4	3	1	3	0	0	0
99	25	164	9	4	3	1	0	0	0	0
99	26	163	9	4	4	1	1	1	1	0
99	27	160	12	4	4	1	3	0	0	0
99	28	159	12	4	5	1	1	1	1	0
99	29	157	13	5	5	1	2	1	0	0
99	30	157	13	5	5	1	0	0	0	0
99	31	157	13	5	5	1	0	0	0	0
99	32	155	13	7	5	1	2	2	0	0
99	33	155	10	10	5	1	0	3	0	0
99	34	154	10	8	6	3	1	1	1	2
99	35	150	14	7	6	4	4	0	0	1
99	36	150	13	7	7	4	0	1	1	0
99	37	150	9	11	7	4	0	4	0	0
100	0	180	1	0	0	0	0	0	0	0
100	1	180	1	0	0	0	0	0	0	0
100	2	180	1	0	0	0	0	0	0	0
100	3	180	1	0	0	0	0	0	0	0
100	4	180	1	0	0	0	0	0	0	0
100	5	180	1	0	0	0	0	0	0	0
100	6	180	1	0	0	0	0	0	0	0
100	7	180	1	0	0	0	0	0	0	0
100	8	180	1	0	0	0	0	0	0	0
100	9	180	1	0	0	0	0	0	0	0
100	10	180	1	0	0	0	0	0	0	0
100	11	180	1	0	0	0	0	0	0	0
100	12	180	1	0	0	0	0	0	0	0
100	13	180	1	0	0	0	0	0	0	0
100	14	180	1	0	0	0	0	0	0	0
100	15	180	1	0	0	0	0	0	0	0
100	16	180	1	0	0	0	0	0	0	0
100	17	180	1	0	0	0	0	0	0	0
100	18	180	1	0	0	0	0	0	0	0
100	19	180	1	0	0	0	0	0	0	0
100	20	180	1	0	0	0	0	0	0	0
100	21	180	1	0	0	0	0	0	0	0
100	22	180	1	0	0	0	0	0	0	0
100	23	180	1	0	0	0	0	0	0	0
100	24	180	1	0	0	0	0	0	0	0
100	25	180	1	0	0	0	0	0	0	0
100	26	180	1	0	0	0	0	0	0	0
100	27	180	1	0	0	0	0	0	0	0
100	28	180	1	0	0	0	0	0	0	0
100	29	180	1	0	0	0	0	0	0	0
100	30	180	1	0	0	0	0	0	0	0
100	31	180	1	0	0	0	0	0	0	0
100	32	180	1	0	0	0	0	0	0	0
100	33	180	1	0	0	0	0	0	0	0
100	34	180	1	0	0	0	0	0	0	0
100	35	180	1	0	0	0	0	0	0	0
100	36	180	1	0	0	0	0	0	0	0
100	37	180	1	0	0	0	0	0	0	0
101	0	180	1	0	0	0	0	0	0	0
101	1	180	1	0	0	0	0	0	0	0
101	2	180	1	0	0	0	0	0	0	0
101	3	180	1	0	0	0	0	0	0	0
101	4	180	1	0	0	0	0	0	0	0
101	5	180	1	0	0	0	0	0	0	0
101	6	180	1	0	0	0	0	0	0	0
101	7	180	1	0	0	0	0	0	0	0
101	8	180	1	0	0	0	0	0	0	0
101	9	180	0	1	0	0	0	1	0	0
101	10	180	0	1	0	0	0	0	0	0
101	11	179	1	1	0	0	1	0	0	0
101	12	179	1	1	0	0	0	0	0	0
101	13	178	2	1	0	0	1	0	0	0
101	14	178	2	1	0	0	0	0	0	0
101	15	177	2	2	0	0	1	1	0	0
101	16	177	2	2	0	0	0	0	0	0
101	17	177	2	2	0	0	0	0	0	0
101	18	177	2	2	0	0	0	0	0	0
101	19	177	2	2	0	0	0	0	0	0
101	20	175	4	2	0	0	2	0	0	0
101	21	175	4	2	0	0	0	0	0	0
101	22	175	3	3	0	0	0	1	0	0
101	23	175	3	2	0	1	0	0	0	1
101	24	175	3	2	0	1	0	0	0	0
101	25	175	3	2	0	1	0	0	0	0
101	26	174	4	2	0	1	1	0	0	0
101	27	172	5	3	0	1	2	1	0	0
101	28	172	5	3	0	1	0	0	0	0
101	29	172	3	4	0	2	0	2	0	1
101	30	172	3	4	0	2	0	0	0	0
101	31	171	4	4	0	2	1	0	0	0
101	32	171	3	4	0	3	0	1	0	1
101	33	169	5	4	0	3	2	0	0	0
101	34	168	6	4	0	3	1	0	0	0
101	35	167	7	4	0	3	1	0	0	0
101	36	166	8	4	0	3	1	0	0	0
101	37	166	8	4	0	3	0	0	0	0
102	0	180	1	0	0	0	0	0	0	0
102	1	180	1	0	0	0	0	0	0	0
102	2	180	0	1	0	0	0	1	0	0
102	3	180	0	1	0	0	0	0	0	0
102	4	180	0	1	0	0	0	0	0	0
102	5	180	0	1	0	0	0	0	0	0
102	6	180	0	1	0	0	0	0	0	0
102	7	179	1	1	0	0	1	0	0	0
102	8	179	0	2	0	0	0	1	0	0
102	9	179	0	2	0	0	0	0	0	0
102	10	179	0	2	0	0	0	0	0	0
102	11	177	2	2	0	0	2	0	0	0
102	12	177	1	3	0	0	0	1	0	0
102	13	176	2	3	0	0	1	0	0	0
102	14	175	3	2	1	0	1	0	1	0
102	15	175	3	2	1	0	0	0	0	0
102	16	175	3	1	1	1	0	0	0	1
102	17	175	3	1	1	1	0	0	0	0
102	18	175	3	1	1	1	0	0	0	0
102	19	175	2	2	1	1	0	1	0	0
102	20	175	2	2	1	1	0	0	0	0
102	21	174	3	2	1	1	1	0	0	0
102	22	174	3	2	1	1	0	0	0	0
102	23	174	3	2	1	1	0	0	0	0
102	24	173	4	2	1	1	1	0	0	0
102	25	172	5	2	1	1	1	0	0	0
102	26	172	4	3	1	1	0	1	0	0
102	27	172	4	2	1	2	0	0	0	1
102	28	172	4	2	1	2	0	0	0	0
102	29	172	4	2	1	2	0	0	0	0
102	30	172	4	2	1	2	0	0	0	0
102	31	172	4	2	1	2	0	0	0	0
102	32	172	4	2	1	2	0	0	0	0
102	33	172	4	2	1	2	0	0	0	0
102	34	172	3	3	1	2	0	1	0	0
102	35	171	3	4	1	2	1	1	0	0
102	36	171	3	4	1	2	0	0	0	0
102	37	169	5	4	1	2	2	0	0	0
103	0	180	1	0	0	0	0	0	0	0
103	1	180	0	1	0	0	0	1	0	0
103	2	180	0	1	0	0	0	0	0	0
103	3	180	0	1	0	0	0	0	0	0
103	4	180	0	1	0	0	0	0	0	0
103	5	180	0	1	0	0	0	0	0	0
103	6	180	0	1	0	0	0	0	0	0
103	7	179	1	1	0	0	1	0	0	0
103	8	179	1	1	0	0	0	0	0	0
103	9	178	2	1	0	0	1	0	0	0
103	10	178	1	2	0	0	0	1	0	0
103	11	177	2	1	0	1	1	0	0	1
103	12	177	1	2	0	1	0	1	0	0
103	13	177	1	2	0	1	0	0	0	0
103	14	177	1	1	1	1	0	0	1	0
103	15	177	1	1	1	1	0	0	0	0
103	16	177	0	2	1	1	0	1	0	0
103	17	177	0	2	1	1	0	0	0	0
103	18	177	0	2	1	1	0	0	0	0
103	19	177	0	2	1	1	0	0	0	0
103	20	177	0	2	1	1	0	0	0	0
103	21	176	1	2	1	1	1	0	0	0
103	22	176	0	3	1	1	0	1	0	0
103	23	175	1	3	1	1	1	0	0	0
103	24	174	2	2	1	2	1	0	0	1
103	25	174	1	3	1	2	0	1	0	0
103	26	173	2	3	1	2	1	0	0	0
103	27	172	3	3	1	2	1	0	0	0
103	28	172	2	4	1	2	0	1	0	0
103	29	172	1	5	1	2	0	1	0	0
103	30	171	2	4	2	2	1	0	1	0
103	31	170	3	4	2	2	1	0	0	0
103	32	170	2	5	2	2	0	1	0	0
103	33	168	4	5	2	2	2	0	0	0
103	34	166	6	3	3	3	2	0	1	1
103	35	166	6	3	3	3	0	0	0	0
103	36	166	6	2	4	3	0	0	1	0
103	37	164	7	3	4	3	2	1	0	0
104	0	180	1	0	0	0	0	0	0	0
104	1	180	1	0	0	0	0	0	0	0
104	2	180	1	0	0	0	0	0	0	0
104	3	180	1	0	0	0	0	0	0	0
104	4	180	1	0	0	0	0	0	0	0
104	5	180	1	0	0	0	0	0	0	0
104	6	180	1	0	0	0	0	0	0	0
104	7	180	1	0	0	0	0	0	0	0
104	8	180	1	0	0	0	0	0	0	0
104	9	180	0	1	0	0	0	1	0	0
104	10	180	0	1	0	0	0	0	0	0
104	11	180	0	1	0	0	0	0	0	0
104	12	180	0	1	0	0	0	0	0	0
104	13	179	1	1	0	0	1	0	0	0
104	14	179	1	1	0	0	0	0	0	0
104	15	179	1	0	1	0	0	0	1	0
104	16	179	0	1	1	0	0	1	0	0
104	17	179	0	1	1	0	0	0	0	0
104	18	179	0	1	1	0	0	0	0	0
104	19	179	0	1	1	0	0	0	0	0
104	20	179	0	1	1	0	0	0	0	0
104	21	179	0	1	1	0	0	0	0	0
104	22	178	1	1	1	0	1	0	0	0
104	23	178	1	1	1	0	0	0	0	0
104	24	178	1	1	1	0	0	0	0	0
104	25	178	1	1	1	0	0	0	0	0
104	26	178	1	1	1	0	0	0	0	0
104	27	178	1	1	1	0	0	0	0	0
104	28	177	2	0	2	0	1	0	1	0
104	29	177	2	0	2	0	0	0	0	0
104	30	177	2	0	2	0	0	0	0	0
104	31	177	2	0	2	0	0	0	0	0
104	32	177	1	1	2	0	0	1	0	0
104	33	177	1	1	2	0	0	0	0	0
104	34	177	1	1	2	0	0	0	0	0
104	35	176	2	1	2	0	1	0	0	0
104	36	176	2	1	2	0	0	0	0	0
104	37	176	2	1	2	0	0	0	0	0
105	0	180	1	0	0	0	0	0	0	0
