t	pop	birthrate
-60.0	7218473.061	0.012425114408555387
-29.5625	7218473.061	0.012425114408555387
0.875	7218473.061	0.012425114408555387
31.3125	7220873.506732583	0.012414701775841959
61.75	7225053.083959559	0.012396546295537804
92.1875	7229180.165882235	0.01237858832278493
122.625	7233255.90743611	0.01236082726870988
153.0625	7237281.464930059	0.012343262560127525
183.5	7241257.314789035	0.012325896143662718
213.9375	7245184.2689480195	0.012302490548759386
244.375	7249064.623814571	0.012274689266627016
274.8125	7252899.491766631	0.012247269631248461
305.25	7256690.028577841	0.012220236978849615
335.6875	7260437.387355152	0.01219359665421305
366.125	7264142.146446852	0.012167359325626598
396.5625	7267805.17141912	0.012141533712663695
427.0	7271428.602474584	0.012116116588764195
457.4375	7275013.554843508	0.01209111360130773
487.875	7278561.1824966455	0.012066530115417489
518.3125	7282072.64104096	0.012042371497750396
548.75	7285548.60708329	0.012018648958181843
579.1875	7288989.999913518	0.011995371495212008
609.625	7292398.804343449	0.011972535168172609
640.0625	7295776.137678575	0.011950145623317539
670.5	7299123.154657283	0.011928208251524871
700.9375	7302441.010886537	0.01190672844687746
731.375	7305730.47969835	0.011885717960953085
761.8125	7308992.537895947	0.011865186061872405
792.25	7312229.013618279	0.011845128109345082
822.6875	7315441.025837541	0.01182554974776789
853.125	7318629.729327374	0.011806456396009872
883.5625	7321796.280093779	0.011787853476076292
914.0	7324941.550292031	0.011769753277051662
944.4375	7328066.5706693055	0.011752165340439087
974.875	7331173.014900036	0.011735084333373983
1005.3125	7334262.003188989	0.011718515898093267
1035.75	7337334.690774539	0.011702465482108425
1066.1875	7340392.233662687	0.011686938537119107
1096.625	7343435.602864334	0.011671947889738798
1127.0625	7346465.8813954275	0.011657503356439471
1157.5	7349484.591789682	0.011643598916548063
1187.9375	7352492.853732918	0.01163024021034216
1218.375	7355491.823463537	0.01161743271510206
1248.8125	7358482.655391363	0.01160518191638081
1279.25	7361466.420415259	0.011593501177988142
1309.6875	7364444.255680115	0.011582400589074103
1340.125	7367417.5290852925	0.011571873453672372
1370.5625	7370387.362600747	0.011561925403858923
1401.0	7373354.911197228	0.011552561951964337
1431.4375	7376321.330380755	0.011543788614779876
1461.875	7379287.788944806	0.011535619300162114
1492.3125	7382255.477452832	0.011528064372221496
1522.75	7385225.611988793	0.011521116458724045
1553.1875	7388199.313792473	0.011514781188170101
1583.625	7391177.738905133	0.011509064105256978
1614.0625	7394162.042731812	0.011503970761657453
1644.5	7397153.492387255	0.011499515614099114
1674.9375	7400153.3304812135	0.011495709305172597
1705.375	7403162.623298258	0.011492543785944267
1735.8125	7406182.491610972	0.011490024678888712
1766.25	7409214.0906577315	0.011488157565968608
1796.6875	7412258.576343588	0.011486948034064165
1827.125	7415317.314808326	0.011486411095095645
1857.5625	7418391.600532892	0.011486557674230348
1888.0	7421482.348816575	0.011487379046273503
1918.4375	7424590.680753372	0.01148888082460397
1948.875	7427717.751652163	0.011491068628948855
1979.3125	7430864.716216079	0.01149394808565359
2009.75	7434033.041208019	0.011497534768655306
2040.1875	7437224.070072601	0.011501839880538243
2070.625	7440438.571740856	0.01150685307044988
2101.0625	7443677.665088251	0.011512576540435674
2131.5	7446942.505156049	0.01151901179596216
2161.9375	7450234.246349286	0.011526160050906141
2192.375	7453554.454586332	0.01153403238128911
2222.8125	7456904.447768141	0.011542634940591026
2253.25	7460283.84492329	0.011551954174803309
2283.6875	7463692.021254431	0.011561992692177824
2314.125	7467128.361061244	0.01157275294354008
2344.5625	7470592.24903765	0.011584237084137755
2375.0	7474083.437317866	0.011596457373375503
2405.4375	7477601.44579305	0.01160942093227261
2435.875	7481145.154819962	0.011623114270573602
2466.3125	7484713.9091099575	0.011637541574284404
2496.75	7488307.092659841	0.011652707616342378
2527.1875	7491924.09056736	0.011668617164529311
2557.625	7495564.601536835	0.01168528581135219
2588.0625	7499228.117975672	0.011702724210436173
2618.5	7502913.601930236	0.011720920965279815
2648.9375	7506620.397033052	0.01173988063791562
2679.375	7510347.888048555	0.011759607979609598
2709.8125	7514095.459074493	0.011780107738823304
2740.25	7517862.757074488	0.011801395961263011
2770.6875	7521649.244083637	0.011823483494310463
2801.125	7525453.9666531505	0.011846358283214994
2831.5625	7529276.266023714	0.01187002481761544
2862.0	7533115.527495007	0.011894487825937538
2892.4375	7536971.13566	0.011919752033703618
2922.875	7540842.683996549	0.011945833943026911
2953.3125	7544729.6051169485	0.011972744592071982
2983.75	7548631.029589667	0.012000471266059621
3014.1875	7552546.2969505275	0.012029018378513305
3044.625	7556474.792196334	0.012058390634793564
3075.0625	7560415.900323883	0.012088592736122197
3105.5	7564369.162434455	0.012119641640120518
3135.9375	7568333.98230797	0.012151548571086492
3166.375	7572309.572138824	0.012184300157809769
3196.8125	7576295.270510619	0.012217900733898092
3227.25	7580290.463420157	0.012252354978390887
3257.6875	7584294.53496519	0.01228766756921937
3288.125	7588306.974256767	0.012323855916849504
3318.5625	7592327.156424337	0.012360931428412082
3349.0	7596354.373901581	0.012398880080613583
3379.4375	7600387.967572568	0.01243770611864964
3409.875	7604427.321434099	0.012477414199170358
3440.3125	7608471.8196848715	0.012518008974291558
3470.75	7612520.899463486	0.012559508303938132
3501.1875	7616573.906930783	0.012601923775157987
3531.625	7620630.21727698	0.012645240711991454
3562.0625	7624689.1687020855	0.012689463276822834
3592.5	7628750.147238157	0.012734596096141585
3622.9375	7632812.536281028	0.012780643796326357
3653.375	7636875.72005461	0.012827624684906953
3683.8125	7640939.016130205	0.012875550523428366
3714.25	7645001.881265018	0.01292440599076086
3744.6875	7649063.655333463	0.012974195156784246
3775.125	7653123.720564711	0.013024922626515435
3805.5625	7657181.463955559	0.013076592992082347
3836.0	7661236.21516158	0.0131292250058855
3866.4375	7665287.26448734	0.013182830596095567
3896.875	7669334.148466658	0.013237393807998455
3927.3125	7673376.207032409	0.01329291861897767
3957.75	7677412.823681382	0.013349409602908981
3988.1875	7681443.383708464	0.013406871325712737
4018.625	7685467.165652955	0.013465322971818162
