decyear	cases	city
1936.961538	79.0	newyork
1937.0	127.0	newyork
1937.038462	112.0	newyork
1937.076923	105.0	newyork
1937.115385	282.0	newyork
1937.153846	375.0	newyork
1937.192308	551.0	newyork
1937.230769	829.0	newyork
1937.269231	1048.0	newyork
1937.307692	1409.0	newyork
1937.346154	1886.0	newyork
1937.384615	1675.0	newyork
1937.423077	1446.0	newyork
1937.461538	867.0	newyork
1937.5	532.0	newyork
1937.538462	252.0	newyork
1937.576923	121.0	newyork
1937.615385	107.0	newyork
1937.653846	72.0	newyork
1937.692308	18.0	newyork
1937.730769	36.0	newyork
1937.769231	48.0	newyork
1937.807692	57.0	newyork
1937.846154	67.0	newyork
1937.884615	57.0	newyork
1937.923077	43.0	newyork
1937.961538	64.0	newyork
1938.0	198.0	newyork
1938.038462	296.0	newyork
1938.076923	457.0	newyork
1938.115385	1070.0	newyork
1938.153846	1793.0	newyork
1938.192308	2861.0	newyork
1938.230769	3829.0	newyork
1938.269231	4987.0	newyork
1938.307692	4689.0	newyork
1938.346154	4111.0	newyork
1938.384615	3860.0	newyork
1938.423077	3241.0	newyork
1938.461538	1776.0	newyork
1938.5	759.0	newyork
1938.538462	382.0	newyork
1938.576923	153.0	newyork
1938.615385	71.0	newyork
1938.653846	43.0	newyork
1938.692308	35.0	newyork
1938.730769	25.0	newyork
1938.769231	31.0	newyork
1938.807692	31.0	newyork
1938.846154	44.0	newyork
1938.884615	84.0	newyork
1938.923077	79.0	newyork
1938.961538	70.0	newyork
1939.0	118.0	newyork
1939.038462	95.0	newyork
1939.076923	98.0	newyork
1939.115385	125.0	newyork
1939.153846	150.0	newyork
1939.192308	185.0	newyork
1939.230769	200.0	newyork
1939.269231	228.0	newyork
1939.307692	342.0	newyork
1939.346154	483.0	newyork
1939.384615	443.0	newyork
1939.423077	351.0	newyork
1939.461538	287.0	newyork
1939.5	186.0	newyork
1939.538462	87.0	newyork
1939.576923	61.0	newyork
1939.615385	48.0	newyork
1939.653846	27.0	newyork
1939.692308	22.0	newyork
1939.730769	18.0	newyork
1939.769231	32.0	newyork
1939.807692	27.0	newyork
1939.846154	20.0	newyork
1939.884615	38.0	newyork
1939.923077	44.0	newyork
1939.961538	47.0	newyork
1940.0	23.0	newyork
1940.038462	44.0	newyork
1940.076923	81.0	newyork
1940.115385	109.0	newyork
1940.153846	109.0	newyork
1940.192308	144.0	newyork
1940.230769	173.0	newyork
1940.269231	223.0	newyork
1940.307692	351.0	newyork
1940.346154	538.0	newyork
1940.384615	732.0	newyork
1940.423077	1030.0	newyork
1940.461538	884.0	newyork
1940.5	648.0	newyork
1940.538462	520.0	newyork
1940.576923	258.0	newyork
1940.615385	115.0	newyork
1940.653846	91.0	newyork
1940.692308	70.0	newyork
1940.730769	64.0	newyork
1940.769231	133.0	newyork
1940.807692	217.0	newyork
1940.846154	377.0	newyork
1940.884615	690.0	newyork
1940.923077	1004.0	newyork
1940.961538	1473.0	newyork
1941.0	2411.0	newyork
1941.038462	2537.0	newyork
1941.076923	3886.0	newyork
1941.115385	6700.0	newyork
1941.153846	9542.0	newyork
1941.192308	12391.0	newyork
1941.230769	13226.0	newyork
1941.269231	10725.0	newyork
1941.307692	7977.0	newyork
1941.346154	4749.0	newyork
1941.384615	2457.0	newyork
1941.423077	1680.0	newyork
1941.461538	788.0	newyork
1941.5	322.0	newyork
1941.538462	141.0	newyork
1941.576923	76.0	newyork
1941.615385	46.0	newyork
1941.653846	34.0	newyork
1941.692308	30.0	newyork
1941.730769	23.0	newyork
1941.769231	32.0	newyork
1941.807692	32.0	newyork
1941.846154	21.0	newyork
1941.884615	34.0	newyork
1941.923077	34.0	newyork
1941.961538	28.0	newyork
1942.0	55.0	newyork
1942.038462	78.0	newyork
1942.076923	91.0	newyork
1942.115385	79.0	newyork
1942.153846	91.0	newyork
1942.192308	112.0	newyork
1942.230769	141.0	newyork
1942.269231	227.0	newyork
1942.307692	197.0	newyork
1942.346154	293.0	newyork
1942.384615	272.0	newyork
1942.423077	182.0	newyork
1942.461538	110.0	newyork
1942.5	47.0	newyork
1942.538462	56.0	newyork
1942.576923	27.0	newyork
1942.615385	32.0	newyork
1942.653846	21.0	newyork
1942.692308	18.0	newyork
1942.730769	14.0	newyork
1942.769231	24.0	newyork
1942.807692	22.0	newyork
1942.846154	24.0	newyork
1942.884615	20.0	newyork
1942.923077	22.0	newyork
1942.961538	34.0	newyork
1943.0	76.0	newyork
1943.038462	156.0	newyork
1943.076923	361.0	newyork
1943.115385	520.0	newyork
1943.153846	709.0	newyork
1943.192308	1069.0	newyork
1943.230769	1461.0	newyork
1943.269231	1694.0	newyork
1943.307692	2412.0	newyork
1943.346154	2821.0	newyork
1943.384615	2924.0	newyork
1943.423077	2666.0	newyork
1943.461538	2080.0	newyork
1943.5	921.0	newyork
1943.538462	541.0	newyork
1943.576923	280.0	newyork
1943.615385	150.0	newyork
1943.653846	80.0	newyork
1943.692308	67.0	newyork
1943.730769	86.0	newyork
1943.769231	129.0	newyork
1943.807692	192.0	newyork
1943.846154	277.0	newyork
1943.884615	452.0	newyork
1943.923077	748.0	newyork
1943.961538	795.0	newyork
1944.0	1070.0	newyork
1944.038462	1224.0	newyork
1944.076923	2068.0	newyork
1944.115385	2678.0	newyork
1944.153846	3458.0	newyork
1944.192308	3911.0	newyork
1944.230769	3643.0	newyork
1944.269231	2742.0	newyork
1944.307692	1973.0	newyork
1944.346154	1315.0	newyork
1944.384615	670.0	newyork
1944.423077	719.0	newyork
1944.461538	264.0	newyork
1944.5	127.0	newyork
1944.538462	50.0	newyork
1944.576923	42.0	newyork
1944.615385	24.0	newyork
1944.653846	17.0	newyork
1944.692308	5.0	newyork
1944.730769	4.0	newyork
1944.769231	18.0	newyork
1944.807692	13.0	newyork
1944.846154	10.0	newyork
1944.884615	17.0	newyork
1944.923077	15.0	newyork
1944.961538	14.0	newyork
1945.0	18.0	newyork
1945.038462	34.0	newyork
1945.076923	31.0	newyork
1945.115385	24.0	newyork
1945.153846	90.0	newyork
1945.192308	56.0	newyork
1945.230769	80.0	newyork
1945.269231	107.0	newyork
1945.307692	83.0	newyork
1945.346154	93.0	newyork
1945.384615	113.0	newyork
1945.423077	173.0	newyork
1945.461538	180.0	newyork
1945.5	113.0	newyork
1945.538462	73.0	newyork
1945.576923	40.0	newyork
1945.615385	26.0	newyork
1945.653846	13.0	newyork
1945.692308	13.0	newyork
1945.730769	17.0	newyork
1945.769231	22.0	newyork
1945.807692	57.0	newyork
1945.846154	92.0	newyork
1945.884615	78.0	newyork
1945.923077	122.0	newyork
1945.961538	98.0	newyork
1946.0	228.0	newyork
1946.038462	353.0	newyork
1946.076923	582.0	newyork
1946.115385	896.0	newyork
1946.153846	2139.0	newyork
1946.192308	2311.0	newyork
1946.230769	2757.0	newyork
1946.269231	2979.0	newyork
1946.307692	3062.0	newyork
1946.346154	2149.0	newyork
1946.384615	1853.0	newyork
1946.423077	1414.0	newyork
1946.461538	779.0	newyork
1946.5	380.0	newyork
1946.538462	185.0	newyork
1946.576923	76.0	newyork
1946.615385	49.0	newyork
1946.653846	36.0	newyork
1946.692308	38.0	newyork
1946.730769	30.0	newyork
1946.769231	15.0	newyork
1946.807692	35.0	newyork
1946.846154	43.0	newyork
1946.884615	29.0	newyork
1946.923077	40.0	newyork
1946.961538	72.0	newyork
1947.0	104.0	newyork
1947.038462	103.0	newyork
1947.076923	139.0	newyork
1947.115385	190.0	newyork
1947.153846	244.0	newyork
1947.192308	352.0	newyork
1947.230769	340.0	newyork
1947.269231	522.0	newyork
1947.307692	650.0	newyork
1947.346154	800.0	newyork
1947.384615	754.0	newyork
1947.423077	871.0	newyork
1947.461538	694.0	newyork
1947.5	539.0	newyork
1947.538462	293.0	newyork
1947.576923	157.0	newyork
1947.615385	101.0	newyork
1947.653846	59.0	newyork
1947.692308	37.0	newyork
1947.730769	38.0	newyork
1947.769231	53.0	newyork
1947.807692	119.0	newyork
1947.846154	129.0	newyork
1947.884615	114.0	newyork
1947.923077	256.0	newyork
1947.961538	252.0	newyork
1948.0	717.0	newyork
1948.038462	945.0	newyork
1948.076923	1199.0	newyork
1948.115385	2165.0	newyork
1948.153846	2706.0	newyork
1948.192308	3045.0	newyork
1948.230769	3243.0	newyork
1948.269231	3228.0	newyork
1948.307692	3086.0	newyork
1948.346154	2894.0	newyork
1948.384615	2175.0	newyork
1948.423077	1749.0	newyork
1948.461538	875.0	newyork
1934.0	17.0	baltimore
1934.038462	38.0	baltimore
1934.076923	213.0	baltimore
1934.115385	540.0	baltimore
1934.153846	899.0	baltimore
1934.192308	1312.0	baltimore
1934.230769	1993.0	baltimore
1934.269231	2883.0	baltimore
1934.307692	3453.0	baltimore
1934.346154	3675.0	baltimore
1934.384615	2145.0	baltimore
1934.423077	903.0	baltimore
1934.461538	389.0	baltimore
1934.5	118.0	baltimore
1934.538462	20.0	baltimore
1934.576923	8.0	baltimore
1934.615385	2.0	baltimore
1934.653846	2.0	baltimore
1934.692308	5.0	baltimore
1934.730769	1.0	baltimore
1934.769231	2.0	baltimore
1934.807692	5.0	baltimore
1934.846154	18.0	baltimore
1934.884615	6.0	baltimore
1934.923077	5.0	baltimore
1934.961538	2.0	baltimore
1935.0	4.0	baltimore
1935.038462	64.0	baltimore
1935.076923	29.0	baltimore
1935.115385	15.0	baltimore
1935.153846	19.0	baltimore
1935.192308	34.0	baltimore
1935.230769	46.0	baltimore
1935.269231	45.0	baltimore
1935.307692	70.0	baltimore
1935.346154	71.0	baltimore
1935.384615	65.0	baltimore
1935.423077	60.0	baltimore
1935.461538	21.0	baltimore
1935.5	7.0	baltimore
1935.538462	3.0	baltimore
1935.576923	3.0	baltimore
1935.615385	0.0	baltimore
1935.653846	2.0	baltimore
1935.692308	1.0	baltimore
1935.730769	0.0	baltimore
1935.769231	0.0	baltimore
1935.807692	6.0	baltimore
1935.846154	3.0	baltimore
1935.884615	3.0	baltimore
1935.923077	5.0	baltimore
1935.961538	4.0	baltimore
1936.0	7.0	baltimore
1936.038462	19.0	baltimore
1936.076923	31.0	baltimore
1936.115385	53.0	baltimore
1936.153846	70.0	baltimore
1936.192308	95.0	baltimore
1936.230769	220.0	baltimore
1936.269231	250.0	baltimore
1936.307692	450.0	baltimore
1936.346154	683.0	baltimore
1936.384615	569.0	baltimore
1936.423077	480.0	baltimore
1936.461538	369.0	baltimore
1936.5	209.0	baltimore
1936.538462	150.0	baltimore
1936.576923	52.0	baltimore
1936.615385	24.0	baltimore
1936.653846	14.0	baltimore
1936.692308	14.0	baltimore
1936.730769	3.0	baltimore
1936.769231	1.0	baltimore
1936.807692	16.0	baltimore
1936.846154	25.0	baltimore
1936.884615	90.0	baltimore
1936.923077	165.0	baltimore
1936.961538	186.0	baltimore
1937.0	448.0	baltimore
1937.038462	487.0	baltimore
1937.076923	574.0	baltimore
1937.115385	817.0	baltimore
1937.153846	1238.0	baltimore
1937.192308	1458.0	baltimore
1937.230769	1374.0	baltimore
1937.269231	1019.0	baltimore
1937.307692	712.0	baltimore
1937.346154	553.0	baltimore
1937.384615	339.0	baltimore
1937.423077	193.0	baltimore
1937.461538	113.0	baltimore
1937.5	34.0	baltimore
1937.538462	16.0	baltimore
1937.576923	6.0	baltimore
1937.615385	2.0	baltimore
1937.653846	3.0	baltimore
1937.692308	4.0	baltimore
1937.730769	3.0	baltimore
1937.769231	5.0	baltimore
1937.807692	4.0	baltimore
1937.846154	5.0	baltimore
1937.884615	5.0	baltimore
1937.923077	4.0	baltimore
1937.961538	2.0	baltimore
1938.0	13.0	baltimore
1938.038462	9.0	baltimore
1938.076923	12.0	baltimore
1938.115385	6.0	baltimore
1938.153846	17.0	baltimore
1938.192308	17.0	baltimore
1938.230769	38.0	baltimore
1938.269231	28.0	baltimore
1938.307692	42.0	baltimore
1938.346154	62.0	baltimore
1938.384615	56.0	baltimore
1938.423077	60.0	baltimore
1938.461538	37.0	baltimore
1938.5	19.0	baltimore
1938.538462	15.0	baltimore
1938.576923	12.0	baltimore
1938.615385	9.0	baltimore
1938.653846	2.0	baltimore
1938.692308	15.0	baltimore
1938.730769	22.0	baltimore
1938.769231	37.0	baltimore
1938.807692	55.0	baltimore
1938.846154	68.0	baltimore
1938.884615	93.0	baltimore
1938.923077	137.0	baltimore
1938.961538	222.0	baltimore
1939.0	661.0	baltimore
1939.038462	1397.0	baltimore
1939.076923	1938.0	baltimore
1939.115385	2095.0	baltimore
1939.153846	1831.0	baltimore
1939.192308	1365.0	baltimore
1939.230769	912.0	baltimore
1939.269231	665.0	baltimore
1939.307692	462.0	baltimore
1939.346154	319.0	baltimore
1939.384615	144.0	baltimore
1939.423077	113.0	baltimore
1939.461538	46.0	baltimore
1939.5	9.0	baltimore
1939.538462	3.0	baltimore
1939.576923	3.0	baltimore
1939.615385	0.0	baltimore
1939.653846	1.0	baltimore
1939.692308	6.0	baltimore
1939.730769	4.0	baltimore
1939.769231	0.0	baltimore
1939.807692	4.0	baltimore
1939.846154	3.0	baltimore
1939.884615	4.0	baltimore
1939.923077	4.0	baltimore
1939.961538	2.0	baltimore
1940.0	1.0	baltimore
1940.038462	4.0	baltimore
1940.076923	4.0	baltimore
1940.115385	3.0	baltimore
1940.153846	3.0	baltimore
1940.192308	2.0	baltimore
1940.230769	2.0	baltimore
1940.269231	2.0	baltimore
1940.307692	1.0	baltimore
1940.346154	4.0	baltimore
1940.384615	10.0	baltimore
1940.423077	3.0	baltimore
1940.461538	5.0	baltimore
1940.5	2.0	baltimore
1940.538462	3.0	baltimore
1940.576923	1.0	baltimore
1940.615385	4.0	baltimore
1940.653846	4.0	baltimore
1940.692308	2.0	baltimore
1940.730769	2.0	baltimore
1940.769231	6.0	baltimore
1940.807692	5.0	baltimore
1940.846154	5.0	baltimore
1940.884615	4.0	baltimore
1940.923077	2.0	baltimore
1940.961538	3.0	baltimore
1941.0	12.0	baltimore
1941.038462	12.0	baltimore
1941.076923	8.0	baltimore
1941.115385	44.0	baltimore
1941.153846	64.0	baltimore
1941.192308	101.0	baltimore
1941.230769	183.0	baltimore
1941.269231	264.0	baltimore
1941.307692	311.0	baltimore
1941.346154	364.0	baltimore
1941.384615	468.0	baltimore
1941.423077	647.0	baltimore
1941.461538	497.0	baltimore
1941.5	376.0	baltimore
1941.538462	244.0	baltimore
1941.576923	101.0	baltimore
1941.615385	57.0	baltimore
1941.653846	25.0	baltimore
1941.692308	17.0	baltimore
1941.730769	16.0	baltimore
1941.769231	17.0	baltimore
1941.807692	16.0	baltimore
1941.846154	51.0	baltimore
1941.884615	100.0	baltimore
1941.923077	181.0	baltimore
1941.961538	204.0	baltimore
1942.0	350.0	baltimore
1942.038462	377.0	baltimore
1942.076923	388.0	baltimore
1942.115385	537.0	baltimore
1942.153846	712.0	baltimore
1942.192308	868.0	baltimore
1942.230769	867.0	baltimore
1942.269231	761.0	baltimore
1942.307692	642.0	baltimore
1942.346154	477.0	baltimore
1942.384615	237.0	baltimore
1942.423077	154.0	baltimore
1942.461538	57.0	baltimore
1942.5	32.0	baltimore
1942.538462	13.0	baltimore
1942.576923	6.0	baltimore
1942.615385	10.0	baltimore
1942.653846	7.0	baltimore
1942.692308	4.0	baltimore
1942.730769	6.0	baltimore
1942.769231	3.0	baltimore
1942.807692	2.0	baltimore
1942.846154	1.0	baltimore
1942.884615	5.0	baltimore
1942.923077	4.0	baltimore
1942.961538	1.0	baltimore
1943.0	10.0	baltimore
1943.038462	12.0	baltimore
1943.076923	23.0	baltimore
1943.115385	34.0	baltimore
1943.153846	60.0	baltimore
1943.192308	95.0	baltimore
1943.230769	105.0	baltimore
1943.269231	186.0	baltimore
1943.307692	283.0	baltimore
1943.346154	303.0	baltimore
1943.384615	244.0	baltimore
1943.423077	301.0	baltimore
1943.461538	179.0	baltimore
1943.5	101.0	baltimore
1943.538462	72.0	baltimore
1943.576923	42.0	baltimore
1943.615385	17.0	baltimore
1943.653846	10.0	baltimore
1943.692308	4.0	baltimore
1943.730769	7.0	baltimore
1943.769231	7.0	baltimore
1943.807692	9.0	baltimore
1943.846154	11.0	baltimore
1943.884615	24.0	baltimore
1943.923077	38.0	baltimore
1943.961538	59.0	baltimore
1944.0	135.0	baltimore
1944.038462	267.0	baltimore
1944.076923	712.0	baltimore
1944.115385	1158.0	baltimore
1944.153846	1594.0	baltimore
1944.192308	1845.0	baltimore
1944.230769	1608.0	baltimore
1944.269231	1329.0	baltimore
1944.307692	874.0	baltimore
1944.346154	543.0	baltimore
1944.384615	258.0	baltimore
1944.423077	114.0	baltimore
1944.461538	40.0	baltimore
1944.5	26.0	baltimore
1944.538462	4.0	baltimore
1944.576923	2.0	baltimore
1944.615385	2.0	baltimore
1944.653846	1.0	baltimore
1944.692308	2.0	baltimore
1944.730769	0.0	baltimore
1944.769231	3.0	baltimore
1944.807692	3.0	baltimore
1944.846154	3.0	baltimore
1944.884615	1.0	baltimore
1944.923077	1.0	baltimore
1944.961538	5.0	baltimore
1945.0	4.0	baltimore
1945.038462	12.0	baltimore
1945.076923	13.0	baltimore
1945.115385	9.0	baltimore
1945.153846	7.0	baltimore
1945.192308	14.0	baltimore
1945.230769	19.0	baltimore
1945.269231	19.0	baltimore
1945.307692	15.0	baltimore
1945.346154	12.0	baltimore
1945.384615	22.0	baltimore
1945.423077	10.0	baltimore
1945.461538	8.0	baltimore
1945.5	8.0	baltimore
1945.538462	4.0	baltimore
1945.576923	0.0	baltimore
1945.615385	2.0	baltimore
1945.653846	7.0	baltimore
1945.692308	1.0	baltimore
1945.730769	1.0	baltimore
1945.769231	1.0	baltimore
1945.807692	4.0	baltimore
1945.846154	3.0	baltimore
1945.884615	2.0	baltimore
1945.923077	5.0	baltimore
1945.961538	6.0	baltimore
1946.0	21.0	baltimore
1946.038462	47.0	baltimore
1946.076923	84.0	baltimore
1946.115385	248.0	baltimore
1946.153846	463.0	baltimore
1946.192308	638.0	baltimore
1946.230769	874.0	baltimore
1946.269231	769.0	baltimore
1946.307692	935.0	baltimore
1946.346154	896.0	baltimore
1946.384615	946.0	baltimore
1946.423077	1010.0	baltimore
1946.461538	650.0	baltimore
1946.5	379.0	baltimore
1946.538462	164.0	baltimore
1946.576923	69.0	baltimore
1946.615385	25.0	baltimore
1946.653846	6.0	baltimore
1946.692308	8.0	baltimore
1946.730769	2.0	baltimore
1946.769231	2.0	baltimore
1946.807692	5.0	baltimore
1946.846154	5.0	baltimore
1946.884615	7.0	baltimore
1946.923077	12.0	baltimore
1946.961538	16.0	baltimore
1947.0	11.0	baltimore
1947.038462	8.0	baltimore
1947.076923	9.0	baltimore
1947.115385	13.0	baltimore
1947.153846	13.0	baltimore
1947.192308	6.0	baltimore
1947.230769	23.0	baltimore
1947.269231	11.0	baltimore
1947.307692	28.0	baltimore
1947.346154	24.0	baltimore
1947.384615	41.0	baltimore
1947.423077	34.0	baltimore
1947.461538	15.0	baltimore
1947.5	13.0	baltimore
1947.538462	4.0	baltimore
1947.576923	10.0	baltimore
1947.615385	6.0	baltimore
1947.653846	4.0	baltimore
1947.692308	2.0	baltimore
1947.730769	2.0	baltimore
1947.769231	2.0	baltimore
1947.807692	2.0	baltimore
1947.846154	2.0	baltimore
1947.884615	1.0	baltimore
1947.923077	2.0	baltimore
1947.961538	3.0	baltimore
1948.0	4.0	baltimore
1948.038462	10.0	baltimore
1948.076923	5.0	baltimore
1948.115385	24.0	baltimore
1948.153846	40.0	baltimore
1948.192308	65.0	baltimore
1948.230769	105.0	baltimore
1948.269231	191.0	baltimore
1948.307692	617.0	baltimore
1948.346154	1073.0	baltimore
1948.384615	1302.0	baltimore
1948.423077	1666.0	baltimore
1948.461538	1147.0	baltimore
