decyear	cases	city
1956.0889801505818	77.0	london
1956.1273100616017	110.0	london
1956.1656399726214	130.0	london
1956.2039698836413	122.0	london
1956.2422997946612	151.0	london
1956.2806297056811	197.0	london
1956.3189596167008	174.0	london
1956.3572895277207	372.0	london
1956.3956194387406	565.0	london
1956.4339493497605	599.0	london
1956.4722792607804	654.0	london
1956.5106091718	634.0	london
1956.54893908282	650.0	london
1956.5872689938399	483.0	london
1956.6255989048598	431.0	london
1956.6639288158794	276.0	london
1956.7022587268993	183.0	london
1956.7405886379192	240.0	london
1956.7789185489391	336.0	london
1956.817248459959	388.0	london
1956.8555783709787	452.0	london
1956.8939082819986	580.0	london
1956.9322381930185	787.0	london
1956.9705681040384	835.0	london
1957.008898015058	1472.0	london
1957.047227926078	1362.0	london
1957.085557837098	2324.0	london
1957.1238877481178	3453.0	london
1957.1622176591375	4101.0	london
1957.2005475701574	3866.0	london
1957.2388774811773	3731.0	london
1957.2772073921972	3783.0	london
1957.315537303217	3420.0	london
1957.3538672142367	2038.0	london
1957.3921971252566	1964.0	london
1957.4305270362765	1820.0	london
1957.4688569472964	1336.0	london
1957.5071868583161	771.0	london
1957.545516769336	474.0	london
1957.583846680356	378.0	london
1957.6221765913758	238.0	london
1957.6605065023957	113.0	london
1957.6988364134154	56.0	london
1957.7371663244353	43.0	london
1957.7754962354552	51.0	london
1957.813826146475	46.0	london
1957.8521560574948	66.0	london
1957.8904859685147	68.0	london
1957.9288158795346	84.0	london
1957.9671457905545	58.0	london
1958.0054757015744	66.0	london
1958.043805612594	57.0	london
1958.082135523614	120.0	london
1958.1204654346338	242.0	london
1958.1587953456537	320.0	london
1958.1971252566734	372.0	london
1958.2354551676933	415.0	london
1958.2737850787132	725.0	london
1958.3121149897331	577.0	london
1958.350444900753	785.0	london
1958.3887748117727	1145.0	london
1958.4271047227926	1049.0	london
1958.4654346338125	990.0	london
1958.5037645448324	1020.0	london
1958.542094455852	1076.0	london
1958.580424366872	779.0	london
1958.6187542778919	504.0	london
1958.6570841889118	317.0	london
1958.6954140999314	194.0	london
1958.7337440109513	242.0	london
1958.7720739219712	362.0	london
1958.8104038329911	543.0	london
1958.848733744011	633.0	london
1958.8870636550307	785.0	london
1958.9253935660506	1194.0	london
1958.9637234770705	1283.0	london
1944.0150581793291	15.0	liverpool
1944.053388090349	16.0	liverpool
1944.091718001369	38.0	liverpool
1944.1300479123888	53.0	liverpool
1944.1683778234087	42.0	liverpool
1944.2067077344284	83.0	liverpool
1944.2450376454483	123.0	liverpool
1944.2833675564682	153.0	liverpool
1944.321697467488	108.0	liverpool
1944.3600273785078	105.0	liverpool
1944.3983572895277	151.0	liverpool
1944.4366872005476	176.0	liverpool
1944.4750171115675	179.0	liverpool
1944.5133470225874	256.0	liverpool
1944.551676933607	207.0	liverpool
1944.590006844627	158.0	liverpool
1944.6283367556468	122.0	liverpool
1944.6666666666667	133.0	liverpool
